,criminal,food,female,fish,communication,no-cat,all,mammal,relation,bird,object,measure,animal,mean
vamp,0.0,0.0,0.030804649308189335,0.0,0.03378336261649936,0.0,0.04061682035285465,0.0,0.03836874395193128,0.0,0.04187298058218976,0.0,0.0,0.014265119754743415
miss,0.0,0.0,0.0023677599881575277,0.0,0.0,0.0,0.0023421889120578345,0.0,0.0,0.0,0.0023416194131638214,0.0,0.0,0.0005424283317983987
courtesan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woman,0.0,0.0,0.03295284694821342,0.0,0.0,0.0,0.03942972839918575,0.0,0.0,0.0,0.03955199534415529,0.0,0.0,0.008610351591658036
skirt,0.0,0.0,0.002922433601711717,0.0,0.0,0.0,0.0029452472683701805,0.0,0.0,0.0,0.0029476160804052746,0.0,0.0,0.0006780997654220901
siren,0.0,0.0,0.0015819752968706528,0.0,0.0019214058886952298,0.0,0.0018981424864421416,0.0,0.0,0.0,0.001904006906365755,0.0,0.0015718029901154568,0.0006828718129607105
bachelorette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wife,0.0,0.0,0.02294090420612336,0.0,0.0,0.0,0.02755032853399938,0.0,0.0,0.0,0.027647171239136365,0.0,0.0,0.006010646459943008
amazon,0.0,0.0,0.0010248920658423712,0.0,0.0,0.0,0.0008281076321489253,0.0,0.0,0.0008578022804021896,0.0008222726405925718,0.0,0.0007988880356408041,0.00033322789650975864
maid,0.0,0.0,0.006924309426416903,0.0,0.0,0.0,0.006558187629099544,0.0,0.0,0.0,0.006606016811615849,0.0,0.0,0.001545270297471715
tomboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doll,0.0,0.0,0.20976965010617066,0.0,0.0,0.0,0.17980912993577802,0.0,0.0,0.0,0.1798529798896054,0.0,0.0,0.04380244307165801
lass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lady,0.0,0.0,0.003268668589699662,0.0,0.0,0.0,0.0034012166957441896,0.0,0.0,0.0,0.0034012809256618822,0.0,0.0,0.0007747050931619794
dame,0.0,0.0,0.00010974101512628414,0.0,0.0,0.0,0.00010917090361047042,0.0,0.0,0.0,0.00010945274749162404,0.0,0.0,2.5258820479106047e-05
missus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nymph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daughter,0.0,0.0,0.04905358439632833,0.0,0.0,0.0,0.05873091371649372,0.0,0.0,0.0,0.058911467099990546,0.0,0.0,0.012822766554831739
flapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sister,0.0,0.0,0.029831067111729722,0.0,0.0,0.0,0.03465240658891449,0.0,0.0,0.0,0.034786031629856946,0.0,0.0,0.007636115794653935
gal,0.0,0.0,0.005982361580911267,0.0,0.0,0.0,0.007452837901381082,0.0,0.0,0.0,0.007468127502370255,0.0072372839328175955,0.0,0.0021646623782677074
granny,0.0,0.0,0.0020836343899151575,0.0,0.0,0.0,0.0018870543807112102,0.0,0.0,0.0,0.001883832220847431,0.0,0.0,0.0004503477685749076
goddess,0.0,0.0,0.0010359010538558882,0.0,0.0,0.0,0.0014497422432784319,0.0,0.0,0.0,0.0,0.0,0.0,0.00019120333054879383
coquette,0.0,0.0,0.045015486687518855,0.0,0.0,0.0,0.062817500097321,0.0,0.0,0.0,0.06297629507047482,0.0,0.0,0.0131391755273319
cinderella,0.0,0.0,0.005685219354636342,0.0,0.0,0.0,0.007080493121549387,0.0,0.0,0.0,0.0,0.0,0.0,0.0009819778827835175
concubine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chit,0.0,0.0,0.0018397228792720356,0.0,0.0025227969975546716,0.0,0.00228679532333758,0.0,0.0,0.0,0.002299155680661886,0.0,0.0,0.0006883439139097056
matriarch,0.0,0.0,0.009776740299769106,0.0,0.0,0.0,0.011220624725148825,0.0,0.0,0.0,0.011299337453340873,0.0,0.0,0.002484361729096831
witch,0.0,0.0,0.0034345207115176585,0.0,0.0,0.0,0.0037089478797754497,0.0,0.0,0.0,0.0037309944752837894,0.0,0.0,0.0008364971589674536
mother,0.0,0.0,0.06541230470500137,0.0,0.0,0.0,0.07624989644687405,0.0,0.0,0.0,0.07616861400809724,0.0,0.0,0.016756216550767127
housewife,0.0,0.0,0.00806202070567117,0.0,0.0,0.0,0.009602834289960562,0.0,0.0,0.0,0.009624268406432405,0.0,0.0,0.0020991633386203182
girl,0.0,0.0,0.16039238489366556,0.0,0.0,0.0,0.18807318231877926,0.0,0.0,0.0,0.1886660258097802,0.0,0.0,0.04131781484786346
begum,0.0,0.0,0.0005178863699720832,0.0,0.0,0.0,0.0005053462210302269,0.0,0.0,0.0,0.0005098692604842273,0.0,0.0,0.00011793091165281058
temptress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damsel,0.0,0.0,0.002987886572545682,0.0,0.0,0.0,0.0028794138363379866,0.0,0.0,0.0,0.002885252957580093,0.0,0.0,0.0006732733358818278
peri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistress,0.0,0.0,0.013287186241545882,0.0,0.0,0.0,0.016103060803168544,0.0,0.0,0.0,0.016151394041172627,0.0,0.0,0.0035032031604528505
mrs,0.0,0.0,0.007021744195131997,0.0,0.0,0.0,0.007547753554198539,0.0,0.0,0.0,0.0,0.0,0.0,0.0011207305961023488
cyprian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widow,0.0,0.0,0.006465958708720845,0.0,0.0,0.0,0.006912827407576173,0.0,0.0,0.0,0.006919052490125349,0.0,0.0,0.0015613722004940282
maiden,0.0,0.0,0.00047510957263531957,0.0,0.0,0.0,0.00043182783673248237,0.0,0.0,0.0,0.00043297700995199585,0.0,0.0,0.00010307033994767675
wench,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dowager,0.0,0.0,0.0030350744372438275,0.0,0.0,0.0,0.0033818607545063935,0.0,0.0,0.0,0.0034132807382189654,0.0,0.0,0.0007561704561514759
lassie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heroine,0.0,0.0,0.0017310134770166332,0.0,0.0,0.0,0.002149569063273803,0.0,0.0,0.0,0.0021558183509414602,0.0,0.0,0.0004643385300947613
baby,0.0,0.0,0.04695450483547103,0.0,0.0,0.0,0.046698028957355496,0.0,0.0,0.0,0.047745581357197225,0.0,0.04788201747411711,0.01456001020185699
rover,0.0,0.0,0.0002461817207003174,0.0,0.0,0.00033164467430454007,0.0002268904401393481,0.0,0.0,0.0,0.00022890479175623345,0.0,0.0,7.95093559154184e-05
mister,0.0,0.0,0.0015017438303146409,0.0,0.0,0.0,0.0014582142899806135,0.0,0.0,0.0,0.0,0.0,0.0,0.00022768908617655802
robert,0.0,0.0,0.000497542527114975,0.0,0.0,0.0,0.00047980171605188036,0.0,0.0,0.0,0.0,0.0,0.0,7.518032639745042e-05
mademoiselle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
molly,0.0,0.0,0.0,0.009056010961793023,0.0,0.0,0.004629806700492317,0.0,0.0,0.0,0.004634659456584128,0.0,0.004457652940050302,0.001752163850686136
angler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nun,0.0,0.0,0.0,0.0,0.005999563723921183,0.0,0.005930692362018901,0.0,0.0,0.0,0.005955249212747869,0.0,0.0,0.0013758080998990732
soprano,0.0,0.0,0.0,0.0,0.001664285632701066,0.0,0.0007363153036355092,0.0,0.0,0.0,0.0007421839560147006,0.0,0.0,0.00024175268402702122
ms,0.0,0.0,0.0,0.0,0.0024936672116907823,0.0,0.00243359721023081,0.0,0.0,0.0,0.0,0.0,0.0,0.0003790203401478148
bull,0.0,0.0,0.0,0.0,0.0028835324311662215,0.003912299989588245,0.0034039296784166956,0.004034588723831276,0.0,0.0,0.003471259874966736,0.0,0.0037662052783163876,0.0016516781520219662
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenor,0.0,0.0,0.0,0.0,0.0005580356632929117,0.0,0.0005238952226457573,0.0,0.0,0.0,0.0005341864280630868,0.0,0.0,0.00012431671646167354
driver,0.0,0.0,0.0,0.0,0.0011049205918642236,0.0,0.0013477018440575398,0.0,0.0,0.0,0.0013761820903117514,0.0,0.0,0.00029452342509488576
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mum,0.0,0.0,0.0,0.0,0.0,0.0107212703688492,0.01183309842413983,0.0,0.0,0.0,0.011891663971983666,0.0,0.0,0.0026496948280748224
stepfather,0.0,0.0,0.0,0.0,0.0,0.005924318656939961,0.006232937519174281,0.0,0.0,0.0,0.00627884689468052,0.0,0.0,0.00141816177467652
boy,0.0,0.0,0.0,0.0,0.0,0.10189998079770216,0.0979478190911405,0.0,0.0,0.0,0.0993419883653157,0.0,0.0,0.02301459909647372
man,0.0,0.0,0.0,0.0,0.0,0.007357907690874429,0.007302690790881717,0.007475301665268835,0.0,0.0,0.0073714914282497655,0.0,0.007162525520969993,0.002820762853557288
sir,0.0,0.0,0.0,0.0,0.0,0.000824605454739428,0.0006567531316169494,0.0,0.0,0.0,0.0006672766079277069,0.0,0.0,0.00016527963032954496
patriarch,0.0,0.0,0.0,0.0,0.0,0.0005986462309168848,0.0003532745063505646,0.0,0.0,0.0,0.0003604769600176387,0.0,0.0,0.00010095366902192985
ram,0.0,0.0,0.0,0.0,0.0,0.0002997147977327365,0.00017405090809032952,0.00023891938465416432,0.0,0.0,0.00017438661888783836,0.0,0.00021949011764750258,8.512014053942856e-05
macho,0.0,0.0,0.0,0.0,0.0,0.0036499009251764283,0.0025953431656444196,0.0,0.0,0.0,0.0026440133265414546,0.0,0.0,0.0006837890321047924
lad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
son,0.0,0.0,0.0,0.0,0.0,0.020990760908867128,0.021196376093742225,0.0,0.0,0.0,0.021488123127483914,0.0,0.0,0.004898096933084097
paterfamilias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boyfriend,0.0,0.0,0.0,0.0,0.0,0.020973872372818947,0.01927559026448071,0.0,0.0,0.0,0.019570894228353244,0.0,0.0,0.004601565912742531
womanizer,0.0,0.0,0.0,0.0,0.0,0.008051716949678015,0.011411017416419101,0.0,0.0,0.0,0.011604250177838487,0.0,0.0,0.0023897680418412002
gentleman,0.0,0.0,0.0,0.0,0.0,0.006691429101196174,0.006429867501394476,0.0,0.0,0.0,0.006501968109385116,0.0,0.0,0.0015094819009212126
ballerina,0.0,0.0,0.0,0.0,0.0,0.0,0.0049103237425791035,0.0,0.0,0.0,0.004953971817730669,0.0,0.0,0.0007587919661776748
actress,0.0,0.0,0.0,0.0,0.0,0.0,0.006717789413590339,0.0,0.0,0.0,0.006727330622941438,0.0,0.0,0.0010342400028101367
hostess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vixen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comedienne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepdaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.010583777811927372,0.0,0.0,0.0,0.010665848674569654,0.0,0.0,0.0016345866528074634
godmother,0.0,0.0,0.0,0.0,0.0,0.0,0.004839828022929181,0.0,0.0,0.0,0.004850304905164582,0.0,0.0,0.0007453948406225971
spokeswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0014410946482643777,0.0,0.0,0.0,0.001444145287416686,0.0,0.0,0.00022194153351392796
princess,0.0,0.0,0.0,0.0,0.0,0.0,0.00335558671113272,0.0,0.0,0.0,0.0033712535939795308,0.0,0.0,0.000517449254239404
seductress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waitress,0.0,0.0,0.0,0.0,0.0,0.0,0.0055225994089636715,0.0,0.0,0.0,0.005511065427744135,0.0,0.0,0.0008487434489775236
headmistress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chambermaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diva,0.0,0.0,0.0,0.0,0.0,0.0,0.004566331673927057,0.0,0.0,0.0,0.004568859737503207,0.0,0.0,0.0007027070316484818
niece,0.0,0.0,0.0,0.0,0.0,0.0,0.023956857673459123,0.0,0.0,0.0,0.02392175681327849,0.0,0.0,0.0036829703451336624
handmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countess,0.0,0.0,0.0,0.0,0.0,0.0,0.005208955365485952,0.0,0.0,0.0,0.005246864323244664,0.0,0.0,0.0008042938222100474
cow,0.0,0.0,0.0,0.0,0.0,0.0,0.0003332132512099317,0.00036601641512435204,0.0,0.0,0.0003332297772191803,0.0,0.0003465240891330691,0.00010607565636050256
stepsister,0.0,0.0,0.0,0.0,0.0,0.0,0.023365282848414323,0.0,0.0,0.0,0.023455358899061717,0.0,0.0,0.0036015878267289256
landlady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mom,0.0,0.0,0.0,0.0,0.0,0.0,0.021932669111369252,0.0,0.0,0.0,0.022039170804760713,0.0,0.0,0.0033824492243176895
policewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masseuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandma,0.0,0.0,0.0,0.0,0.0,0.0,0.02782210085936574,0.0,0.0,0.0,0.02781224122555591,0.0,0.0,0.004279564775763204
housemaid,0.0,0.0,0.0,0.0,0.0,0.0,0.04221496918287483,0.0,0.0,0.0,0.04247307453787256,0.0,0.0,0.0065144649015959535
bride,0.0,0.0,0.0,0.0,0.0,0.0,0.00670266551429103,0.0,0.0,0.0,0.006768549330926062,0.0,0.0,0.0010362472957859302
empress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepmother,0.0,0.0,0.0,0.0,0.0,0.0,0.026944615697893158,0.0,0.0,0.0,0.027014947805781238,0.0,0.0,0.0041507356541288
bitch,0.0,0.0,0.0,0.0,0.0,0.0,0.006192500134796588,0.004809903092540246,0.0,0.0,0.006177619073287159,0.0,0.004921138035771246,0.0017000892566457876
mommy,0.0,0.0,0.0,0.0,0.0,0.0,0.032062148321440775,0.0,0.0,0.0,0.032107197349895006,0.0,0.0,0.004936103513179676
tigress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ewe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businesswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lesbian,0.0,0.0,0.0,0.0,0.0,0.0,0.002989430134768258,0.0,0.0,0.0,0.0030062382905484074,0.0,0.0,0.00046120526348589734
handmaiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doe,0.0,0.0,0.0,0.0,0.0,0.0,0.04193393130463672,0.03294014704686877,0.0,0.0,0.039588223716225376,0.0,0.03179556705341076,0.011250605317010895
barmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aunt,0.0,0.0,0.0,0.0,0.0,0.0,0.017644727869331023,0.0,0.0,0.0,0.017746797553170445,0.0,0.0,0.0027224250325001134
granddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.04295675930183227,0.0,0.0,0.0,0.0433070882483699,0.0,0.0,0.006635680580784782
queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0009930276526433014,0.0008648844445604151,0.0011197713048051315,0.0,0.0009991636385019423,0.0,0.0008636395184310911,0.00037234511991860624
grandmother,0.0,0.0,0.0,0.0,0.0,0.0,0.043182055496243356,0.0,0.0,0.0,0.043310422042946,0.0,0.0,0.006653267503014566
showgirl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0012223614194277865,0.0013605992211602567,0.0,0.0,0.0012256096794621143,0.0,0.0012735680971021645,0.0003909337243963324
lioness,0.0,0.0,0.0,0.0,0.0,0.0,0.06929894308935791,0.055716576312985176,0.0,0.0,0.06969994886122963,0.0,0.05435122434056217,0.019158976354164223
noblewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heiress,0.0,0.0,0.0,0.0,0.0,0.0,0.00414582059714867,0.0,0.0,0.0,0.004164174804043401,0.0,0.0,0.000639230415476313
goddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.04099884963832383,0.0,0.0,0.0,0.041154798049527146,0.0,0.0,0.006319511360603921
scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communist,0.0,0.0,0.0,0.0,0.0,0.0,0.00022188832892724582,0.0,0.0,0.0,0.0002257231952654149,0.0,0.0,3.443165570712775e-05
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0006143349100592683,0.0007006058937428388,0.0008339000166563528,0.0,0.0006269190065526229,0.0,0.0006246577010140565,0.0002615705790788569
prefect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prisoner,0.0,0.0,0.0,0.0,0.0,0.0,0.000846875166020397,0.0,0.0,0.0,0.000857903805606671,0.0,0.0,0.00013113684397131293
separatist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
socialite,0.0,0.0,0.0,0.0,0.0,0.0,0.006135051138526471,0.0,0.0,0.0,0.006214528603957014,0.0,0.0,0.0009499676724987297
newcomer,0.0,0.0,0.0,0.0,0.0,0.0,0.002601510416230182,0.0,0.0,0.0,0.0026164563785288255,0.0,0.0,0.0004013820611353083
dad,0.0,0.0,0.0,0.0,0.0,0.0,0.007600743944439408,0.0,0.0,0.0,0.0076597374206739165,0.0,0.0,0.0011738831819317942
orthodontist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poet,0.0,0.0,0.0,0.0,0.0,0.0,0.00027626821677247164,0.0,0.0,0.0,0.0002791755088261547,0.0,0.0,4.272644043066357e-05
nephew,0.0,0.0,0.0,0.0,0.0,0.0,0.016787768054346328,0.0,0.0,0.0,0.017076469236995184,0.0,0.0,0.0026049413301031934
webmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
senator,0.0,0.0,0.0,0.0,0.0,0.0,0.00043223069035144655,0.0,0.0,0.0,0.00044041482663386176,0.0,0.0,6.71265782296391e-05
hound,0.0,0.0,0.0,0.0,0.0,0.0,0.0029317302143271598,0.003867542967823655,0.0,0.0,0.0029896702152148744,0.0,0.0035209056938495034,0.0010238345454780919
hermit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandpa,0.0,0.0,0.0,0.0,0.0,0.0,0.002034285101323287,0.0,0.0,0.0,0.0020496787068243674,0.0,0.0,0.00031415106216520417
father,0.0,0.0,0.0,0.0,0.0,0.0,0.03329339003501673,0.0,0.0,0.0,0.03355399171106825,0.0,0.0,0.005142106288160383
valet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genius,0.0,0.0,0.0,0.0,0.0,0.0,0.006678364090645107,0.0,0.0,0.0,0.006754824156445634,0.0,0.0,0.0010333221728531339
dancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0025400155486783108,0.0,0.0,0.0,0.002571037020210425,0.0,0.0,0.00039315788991451815
fisherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0005271099265687542,0.0,0.0,0.0,0.000537522260117874,0.0,0.0,8.189478359127909e-05
millionaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0006154217958025911,0.0,0.0,0.0,0.0006052152462316727,0.0,0.0,9.389515707955875e-05
hitchhiker,0.0,0.0,0.0,0.0,0.0,0.0,0.003277441668768882,0.0,0.0,0.0,0.0032981422065043193,0.0,0.0,0.0005058141442517847
novice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settler,0.0,0.0,0.0,0.0,0.0,0.0,0.002974254172723429,0.0,0.0,0.0,0.003029164273395587,0.0,0.0,0.00046180141893223197
bondsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christ,0.0,0.0,0.0,0.0,0.0,0.0,0.0012854549979725068,0.0,0.0,0.0,0.0013082888555156452,0.0,0.0,0.00019951875796062708
nationalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
employer,0.0,0.0,0.0,0.0,0.0,0.0,0.00502004313506343,0.0,0.0,0.0,0.005081798485549939,0.0,0.0,0.0007770647400471823
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculptor,0.0,0.0,0.0,0.0,0.0,0.0,0.00140839261212597,0.0,0.0,0.0,0.0014417286622807291,0.0,0.0,0.00021924009803128456
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0009498589596653766,0.0,0.0,0.0,0.000959363327209051,0.0,0.0,0.00014686325283649442
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.0,0.011192874505638321,0.0,0.0,0.0,0.011309233674240868,0.0,0.0,0.0017309313984522452
diplomat,0.0,0.0,0.0,0.0,0.0,0.0,0.0004852773746833038,0.0,0.0,0.0,0.0004904197596694046,0.0,0.0,7.505362571943911e-05
monk,0.0,0.0,0.0,0.0,0.0,0.0,0.000562226022155284,0.0,0.0,0.0,0.0005696023278160395,0.0,0.0,8.706371922856335e-05
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.000799406145119504,0.0,0.0,0.0,0.0008117541101691167,0.0,0.0,0.00012393540425297082
actor,0.0,0.0,0.0,0.0,0.0,0.0,0.004813427850208662,0.0,0.0,0.0,0.0048585771000508515,0.0,0.0,0.0007440003807891933
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.001837771014355005,0.0,0.0,0.0,0.0018627131662406309,0.0,0.0,0.00028465262927658737
cook,0.0,0.0,0.0,0.0,0.0,0.0,0.001303585522215623,0.0,0.0,0.0,0.0013196872922941096,0.0,0.0,0.00020179021650074865
human,0.0,0.0,0.0,0.0,0.0,0.0,0.0007216478669463085,0.0007882070579585336,0.0,0.0,0.0007297622974993312,0.0,0.0007416533924138745,0.00022932850883215753
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0073059686718586125,0.0,0.0,0.0,0.007452664444769842,0.0,0.0,0.001135279470509881
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.017904137986454884,0.0,0.0,0.0,0.01802228324971367,0.0,0.0,0.0027635708643206584
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0031572973125882048,0.0,0.0,0.0,0.0031887048715670825,0.0,0.0,0.00048815401416579134
