,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
blackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,0.008161633815499359,0.0,0.009019007216938256,0.0,0.006654449273253996,0.0,0.006633809034547046,0.0,0.0,0.006389927721776679,0.007174293242155903,0.0,0.0,0.0,0.0,0.002935541353611416
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass,0.0011310512802443795,0.0,0.0,0.0,0.0010319469656729036,0.0,0.0,0.0,0.0,0.0010223051710425448,0.0,0.0,0.0,0.0,0.0,0.0002123535611306552
pepper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watermelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crab,0.001965761662058845,0.0,0.0,0.0,0.0015722367312255867,0.0,0.0,0.0,0.0,0.0015129863767778392,0.0,0.0,0.001127740459650962,0.0,0.0,0.0004119150153142155
water,0.0031162888594445104,0.0,0.0,0.0,0.002893928733617298,0.0,0.0027611149881392274,0.0,0.0,0.002736857750391196,0.0,0.0,0.0,0.0,0.0,0.0007672126887728153
melon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plantain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0037469086843366895,0.0,0.0,0.0,0.003124771674890491,0.0,0.0,0.0,0.0,0.0030150554969906682,0.0035607515531279237,0.0,0.0,0.0,0.0,0.0008964991606230516
asparagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.00031720201502117564,0.0,0.0,0.0,0.0002190382425036721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5749350501656513e-05
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0005005102830402217,0.0,0.0,0.0,0.00037133361237923305,0.0,0.0,0.0,0.0,0.0003625321388738751,0.0,0.0,0.0,0.0,0.0,8.229173561955532e-05
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.007096597300534868,0.0,0.0,0.0,0.006636320887343304,0.0,0.0,0.0,0.0,0.006606163533509979,0.0,0.0,0.004489768987015202,0.0,0.0,0.001655256713893557
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,0.0006027147234684725,0.0,0.0,0.0,0.0005718444383758457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.830394412295455e-05
champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slug,0.0024851967940944675,0.0,0.0,0.0,0.0023286895442191586,0.0,0.0020507888155840066,0.0,0.0,0.0022662607992739846,0.0,0.0016539949513629177,0.0018469938659650001,0.0,0.0,0.0008421283180333023
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0002954664064773944,0.0,0.00028772744668211083,0.0,0.00020303660241814553,0.0,0.0,0.0,0.0,0.0001997554505088271,0.0,0.0,0.0,0.0,0.0,6.573239373909854e-05
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.00031488229332356655,0.0,0.0,0.0,0.0002384718313766171,0.0,0.0,0.0,0.0,0.00023442610395183342,0.0,0.0,0.00014210887126062506,0.0,0.0,6.19926066608428e-05
shrimp,0.04216022114138431,0.0,0.0,0.0,0.03223822558106161,0.0,0.0,0.0,0.0,0.031608715688633486,0.0,0.0,0.01825988025282013,0.0,0.0,0.008284469510926635
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.00026587099914731754,0.0,0.0,0.0,0.00022975736415147355,0.0,0.0,0.0,0.0,0.00022383570710620814,0.0,0.0,0.0,0.0,0.0,4.796427136033328e-05
dog,0.0011819626123335376,0.0,0.0,0.0008671834856558192,0.0011388841479608141,0.0,0.0,0.0,0.0,0.0011181634843608222,0.0,0.0,0.0008125958253850685,0.0,0.0,0.0003412526370464041
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0,0.00019701851594650514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.313456772976701e-05
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
debate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argument,0.0,0.0,0.0,0.0,0.0005760265458997285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.840176972664857e-05
spider,0.0,0.0,0.0,0.0,0.0016840247333395745,0.0,0.0,0.0,0.0,0.001645133516590165,0.0,0.0,0.001239821748882044,0.0,0.0,0.0003045986665874523
eucalyptus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pine,0.0,0.0,0.0,0.0,0.0007697043841526222,0.0,0.0,0.0,0.0,0.0007418950121423744,0.0,0.0,0.0,0.0,0.0,0.00010077329308633311
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0,0.0,0.006723617935645531,0.0,0.0,0.0,0.0,0.006455266166053135,0.0,0.0,0.0,0.0,0.0,0.0008785922734465776
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peanut,0.0,0.0,0.000312968483371247,0.0,0.00022704098647968306,0.0,0.0,0.0,0.0,0.00022005257438749632,0.00033532367581263405,0.0,0.0,0.0,0.0,7.30257146700707e-05
walnut,0.0,0.0,0.0011386056638879069,0.0,0.0009706530169511934,0.0,0.000869670070893299,0.0,0.0,0.0009817050230183342,0.0011953942156819725,0.0,0.0,0.0,0.0,0.0003437351993621805
cassava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iguana,0.0,0.0,0.0,0.03845732547254028,0.05525253540413571,0.0,0.0,0.0,0.0,0.049580957215056086,0.0,0.0,0.04193087775866635,0.0,0.0,0.012348113056693229
crocodile,0.0,0.0,0.0,0.003908241210662697,0.0036596265882772633,0.0,0.0,0.0,0.0,0.0034838940135552957,0.0,0.0,0.0031875392001207343,0.0,0.0,0.0009492867341743993
tank,0.0,0.0,0.0,0.0007445949363597453,0.0008471477111536992,0.0,0.0,0.0,0.0,0.000802135560079459,0.0,0.0,0.0,0.0,0.0,0.00015959188050619356
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.015881730822452016,0.01670201837150644,0.0,0.0,0.0,0.0,0.015696443390104935,0.0,0.0,0.013445350768874879,0.0,0.0,0.004115036223529218
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.13349501364887978,0.1526380898647294,0.0,0.0,0.0,0.0,0.1345508496367712,0.0,0.0,0.1233476163390611,0.0,0.0,0.0362687712992961
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawn,0.0,0.0,0.0,0.0,0.0002999932241846615,0.0,0.0,0.0,0.0,0.00030876805289208894,0.0,0.0,0.0,0.0,0.0,4.0584085138450024e-05
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seaweed,0.0,0.0,0.0,0.0,0.01663967202719609,0.0,0.0,0.0,0.0,0.014160650848312088,0.0,0.0,0.0,0.0,0.0,0.002053354858367212
fruit,0.0,0.0,0.0,0.0,0.0009065381762859485,0.0,0.0,0.0,0.0,0.0008562934933871732,0.0008933029239614677,0.0,0.0,0.0,0.0,0.0001770756395756393
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dress,0.0,0.0,0.0,0.0,0.0003782479351424037,0.0,0.0,0.0,0.0,0.0003603193321022022,0.0,0.0,0.0,0.0,0.0,4.9237817816307055e-05
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insect,0.0,0.0,0.0,0.0,0.003197984516577805,0.0,0.0,0.0,0.0,0.003204432978875254,0.0,0.0,0.0028879831055232522,0.0,0.0,0.0006193600400650874
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0007329145018310865,0.0,0.0,0.0,0.0,0.0006918521301800167,0.0,0.0,0.0,0.0,0.0,9.498444213407354e-05
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.0,0.0,0.0025462422335300553,0.0,0.0,0.0,0.0,0.0023929462476122384,0.0,0.0,0.0023767412936482706,0.0,0.0,0.0004877286516527043
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.000498248476624845,0.0,0.0,0.0,0.0,0.0004709247482134465,0.0,0.0,0.0,0.0,0.0,6.461154832255276e-05
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.0,0.0,0.0008839440917292955,0.0,0.0,0.0,0.0,0.0008415137354660815,0.0,0.0,0.0,0.0,0.0,0.00011503052181302514
ink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toad,0.0,0.0,0.0,0.0,0.005872965228098753,0.0,0.0,0.0,0.0,0.005274552094435498,0.0,0.0,0.003953110868204452,0.0,0.0,0.0010067085460492469
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emerald,0.0,0.0,0.0,0.0,0.0016334859334997311,0.0,0.0,0.0,0.0,0.0016156820749848116,0.0,0.0,0.0,0.0,0.0,0.0002166112005656362
world,0.0,0.0,0.0,0.0,0.0006933556608564482,0.0004778969082374514,0.0,0.0,0.0,0.0006501465056259152,0.0,0.0,0.0005347036295733913,0.0,0.0,0.00015707351361954707
jade,0.0,0.0,0.0,0.0,0.008026704222674036,0.0059679489258415725,0.0,0.0,0.0,0.00728776269660077,0.0,0.0,0.006227795157832518,0.0,0.0,0.0018340140668632599
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sand,0.0,0.0,0.0,0.0,0.0032226687158157332,0.0,0.0028977755282884885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004080296162736148
fox,0.0,0.0,0.0,0.0,0.0002904474823363321,0.0,0.00026828021311340244,0.0,0.0,0.00028445216448760993,0.0,0.0,0.00020395582481167726,0.0,0.0,6.98090456499348e-05
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun,0.0,0.0,0.0,0.0,0.0002346896801362623,0.0,0.0,0.0,0.0,0.00023116658047634856,0.0,0.0,0.0,0.0,0.0,3.1057084040840724e-05
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.0001836491252899504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2243275019330027e-05
tyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human,0.0,0.0,0.0,0.0,0.0001246494691862566,0.0,0.0,0.0,0.0,0.00012037796523841474,0.0,0.0,8.069094509261821e-05,0.0,0.0,2.1714558634485973e-05
diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightmare,0.0,0.0,0.0,0.0,0.0018360981330798193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002008357335935354,0.00025629703126767823
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raccoon,0.0,0.0,0.0,0.0,0.010572363401512444,0.00634589642430521,0.006007409593368189,0.0,0.0,0.010056574729147475,0.0,0.0,0.005983829670970342,0.0,0.0,0.002597738254620244
newspaper,0.0,0.0,0.0,0.0,0.00014382019580601985,0.0,0.0001172909910546573,0.0,0.0,0.00013970593879915748,0.0,0.0,0.0,0.0,0.0,2.6721141710655645e-05
piano,0.0,0.0,0.0,0.0,0.0005924401675022214,0.0,0.0,0.0,0.0,0.0005879781679149569,0.0,0.0,0.0,0.0,0.0,7.869455569447855e-05
leopard,0.0,0.0,0.0,0.0,0.0031737542291484563,0.002423727520192595,0.002459066120480397,0.0,0.0,0.0031168103375293125,0.0,0.0,0.002301802821201218,0.0,0.0,0.000898344068570132
whale,0.0,0.0,0.0,0.0,0.006456939863773909,0.005611715962011195,0.0,0.0,0.0,0.0063478562824077715,0.0,0.0,0.0053039994134941966,0.0,0.0,0.001581367434779138
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0,0.0,0.0,0.0,0.00041473416487933977,0.0,0.0,0.0,0.0,0.00040369430773525087,0.0,0.0,0.0002883321800747464,0.0,0.0,7.378404351262247e-05
wasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
