,rel,strength,label,pairs,rel_names
38,1.4,0.0,taxonomic,"('lay_eggs', 'merganser')",implied_category
39,1.4,0.0,taxonomic,"('lay_eggs', 'tropicbird')",implied_category
40,0.95,0.0009286230752426267,shape,"('round', 'gourd')",implied_category
41,0.8,0.0,taste,"('sweet', 'lychee')",implied_category
42,0.95,0.0,shape,"('round', 'tart')",implied_category
43,1.4,0.0,taxonomic,"('lay_eggs', 'curlew')",implied_category
44,1.35,0.0009729785519738052,temperature,"('warm', 'sun')",implied_category
45,1.35,0.008748138348085998,temperature,"('warm', 'flame')",implied_category
46,1.0,0.013778013500354803,color,"('green', 'asparagus')",implied_category
47,0.95,0.0005625246263307058,shape,"('round', 'basketball')",implied_category
48,0.95,0.0008185576121450987,shape,"('round', 'cookie')",implied_category
49,0.8,0.008233171829013794,taste,"('juicy', 'raspberry')",implied_category
50,1.3,0.000825258541911786,function-action,"('fly', 'seagull')",implied_category
51,1.45,0.0,encyclopedic,"('dangerous', 'pentobarbital')",implied_category
52,0.85,0.0009311493262503123,part,"('wings', 'cock')",implied_category
53,1.3,0.0,function-action,"('swim', 'hake')",implied_category
54,1.35,0.0,temperature,"('warm', 'sweater')",implied_category
55,1.0,0.0,color,"('green', 'chive')",implied_category
56,1.3,0.0012817966912693599,function-action,"('fly', 'quail')",implied_category
57,0.95,0.018033488382835743,shape,"('round', 'pepperoni')",implied_category
58,1.3,0.002135165363711233,function-action,"('used_in_cooking', 'tablespoon')",implied_category
59,1.3,0.011818542113889855,function-action,"('fly', 'plane')",implied_category
60,0.8,0.0013063854313313556,taste,"('juicy', 'squash')",implied_category
61,1.45,0.0003506603836950998,encyclopedic,"('dangerous', 'malaria')",implied_category
62,0.8,0.0,taste,"('sweet', 'nectarine')",implied_category
63,1.3,0.0,function-action,"('roll', 'wiffle')",implied_category
64,0.85,0.08683025970141323,part,"('wings', 'crow')",implied_category
65,1.3,0.0023074530161316855,function-action,"('used_in_cooking', 'celery')",implied_category
66,1.4,0.0,taxonomic,"('lay_eggs', 'creeper')",implied_category
67,1.45,0.002782333613935441,encyclopedic,"('dangerous', 'hijacker')",implied_category
68,1.3,0.001986257234538538,function-action,"('used_in_cooking', 'gravy')",implied_category
69,1.3,0.0011114146340598255,function-action,"('swim', 'bear')",implied_category
70,1.4,0.0,taxonomic,"('lay_eggs', 'currawong')",implied_category
71,1.3,0.0,function-action,"('swim', 'haddock')",implied_category
72,1.45,0.0015536868907277616,encyclopedic,"('dangerous', 'mafioso')",implied_category
73,0.85,0.00044283388224026176,part,"('wings', 'lark')",implied_category
74,1.0,0.00017494804288119853,color,"('black', 'pupil')",implied_category
75,0.95,0.0012783525006829796,shape,"('round', 'disk')",implied_category
76,1.3,0.004632282606262628,function-action,"('used_in_cooking', 'lentil')",implied_category
77,0.95,0.0011114277399175455,shape,"('round', 'patty')",implied_category
78,0.8,0.004006895130523276,taste,"('juicy', 'cherry')",implied_category
79,1.3,0.00019007018054454112,function-action,"('used_in_cooking', 'fork')",implied_category
80,0.95,0.0017616067473478693,shape,"('round', 'tortilla')",implied_category
81,1.3,0.00032580042229698363,function-action,"('used_in_cooking', 'slaw')",implied_category
82,0.85,0.0,part,"('wheels', 'snowplow')",implied_category
83,1.45,0.0012138456110453004,encyclopedic,"('dangerous', 'bow')",implied_category
84,1.3,0.0,function-action,"('fly', 'grosbeak')",implied_category
85,0.85,0.000866862253607121,part,"('wings', 'wren')",implied_category
86,1.3,0.0003190497969995076,function-action,"('swim', 'sardine')",implied_category
87,1.0,0.002160540522196013,color,"('black', 'night')",implied_category
88,0.85,0.03029521752597744,part,"('wheels', 'minivan')",implied_category
89,0.85,0.0065855827945129775,part,"('wheels', 'bike')",implied_category
90,0.85,0.0,part,"('wings', 'archaeopteryx')",implied_category
91,1.3,0.0,function-action,"('swim', 'cob')",implied_category
92,1.4,0.0,taxonomic,"('lay_eggs', 'turtle')",implied_category
93,1.35,0.0006168235157042203,temperature,"('warm', 'tunic')",implied_category
94,1.3,0.0007981560515261197,function-action,"('roll', 'grindstone')",implied_category
95,0.85,0.004297123267851539,part,"('wings', 'grosbeak')",implied_category
96,0.8,0.002745975439626332,taste,"('sweet', 'cookie')",implied_category
97,0.95,0.0009571489402263692,shape,"('round', 'disc')",implied_category
98,1.25,0.007321245254807253,material,"('made_of_wood', 'barrel')",implied_category
99,1.0,0.0014825832792291142,color,"('green', 'dogwood')",implied_category
100,0.95,0.0004932546322849616,shape,"('round', 'pudding')",implied_category
101,1.4,0.0,taxonomic,"('lay_eggs', 'pickerel')",implied_category
102,1.25,0.0026704033073119905,material,"('made_of_wood', 'girder')",implied_category
103,1.3,0.0030422459203000036,function-action,"('roll', 'cart')",implied_category
104,1.4,0.0,taxonomic,"('lay_eggs', 'acaridae')",implied_category
105,0.95,0.0007851487662824066,shape,"('round', 'tomato')",implied_category
106,1.35,0.0015534780594986485,temperature,"('warm', 'poncho')",implied_category
107,0.85,0.0,part,"('wings', 'accentor')",implied_category
108,0.95,0.0006338841938743825,shape,"('round', 'globe')",implied_category
109,0.8,0.02263053803707868,taste,"('juicy', 'apple')",implied_category
110,1.3,0.001359582946434353,function-action,"('fly', 'pheasant')",implied_category
111,0.85,0.0,part,"('wings', 'hydroplane')",implied_category
112,1.4,0.0,taxonomic,"('lay_eggs', 'flounder')",implied_category
113,1.3,0.00048624126778771377,function-action,"('used_in_cooking', 'cutlet')",implied_category
114,1.3,0.001128306991611027,function-action,"('fly', 'vulture')",implied_category
115,1.3,0.0025077517556877575,function-action,"('roll', 'skateboard')",implied_category
116,1.3,0.0019743016207900946,function-action,"('roll', 'flywheel')",implied_category
117,0.85,0.008216475665586226,part,"('wheels', 'undercarriage')",implied_category
118,0.8,0.017522082754579553,taste,"('juicy', 'pawpaw')",implied_category
119,1.3,0.0009079840901552509,function-action,"('roll', 'millstone')",implied_category
120,1.4,0.0,taxonomic,"('lay_eggs', 'grackle')",implied_category
121,1.35,0.0,temperature,"('warm', 'robe')",implied_category
122,0.85,0.002308967494571316,part,"('wheels', 'cabriolet')",implied_category
123,1.3,0.0,function-action,"('swim', 'burbot')",implied_category
124,1.3,0.0028983422682514514,function-action,"('fly', 'pelican')",implied_category
125,0.95,0.0036367346062462116,shape,"('round', 'sapodilla')",implied_category
126,1.0,0.0004074190197490147,color,"('green', 'weed')",implied_category
127,0.85,0.002279743157992447,part,"('wings', 'mosquito')",implied_category
128,1.3,0.00010597896034478868,function-action,"('fly', 'nightingale')",implied_category
129,1.3,0.0003612322839399248,function-action,"('fly', 'butterfly')",implied_category
130,0.8,0.005015505290559111,taste,"('sweet', 'strawberry')",implied_category
131,1.3,0.0025187468760027054,function-action,"('used_in_cooking', 'butter')",implied_category
132,1.3,0.0005832465397888418,function-action,"('fly', 'gull')",implied_category
133,0.8,0.0010490597457504765,taste,"('sweet', 'sultana')",implied_category
134,1.45,0.0,encyclopedic,"('dangerous', 'fusil')",implied_category
135,1.25,0.012687354565045555,material,"('made_of_wood', 'gunwale')",implied_category
136,0.95,0.0005894982162864986,shape,"('round', 'button')",implied_category
137,0.95,0.0,shape,"('square', 'mainframe')",implied_category
138,1.4,0.0,taxonomic,"('lay_eggs', 'charadrius')",implied_category
139,1.3,0.0,function-action,"('used_in_cooking', 'parer')",implied_category
140,0.85,0.0006854839557303027,part,"('wings', 'hen')",implied_category
141,1.3,0.0,function-action,"('swim', 'scaup')",implied_category
142,0.95,0.0005789761403367308,shape,"('round', 'planet')",implied_category
143,1.3,0.0015359271801826393,function-action,"('used_in_cooking', 'spoon')",implied_category
144,1.45,0.0012859020859472643,encyclopedic,"('dangerous', 'adze')",implied_category
145,1.4,0.0,taxonomic,"('lay_eggs', 'turkey')",implied_category
146,1.45,0.00525858272835747,encyclopedic,"('dangerous', 'shotgun')",implied_category
147,1.3,8.59736202362342e-05,function-action,"('fly', 'woodpecker')",implied_category
148,1.3,0.0,function-action,"('swim', 'cyprinid')",implied_category
149,1.3,0.0012428699627926654,function-action,"('roll', 'cylinder')",implied_category
150,0.85,0.0,part,"('wings', 'megapode')",implied_category
151,1.3,0.0013259511071805601,function-action,"('swim', 'bay')",implied_category
152,1.4,0.0,taxonomic,"('lay_eggs', 'bass')",implied_category
153,0.85,0.0,part,"('wings', 'tropicbird')",implied_category
154,1.35,0.0031506096352533126,temperature,"('hot', 'soup')",implied_category
155,1.45,0.0006173975545718767,encyclopedic,"('dangerous', 'methamphetamine')",implied_category
156,0.8,0.004780087801577398,taste,"('sweet', 'fruit')",implied_category
157,1.45,0.0,encyclopedic,"('dangerous', 'freebooter')",implied_category
158,1.0,0.0,color,"('yellow', 'butter')",implied_category
159,1.3,0.0028149879675536693,function-action,"('roll', 'wagon')",implied_category
160,1.3,0.0,function-action,"('fly', 'titmouse')",implied_category
161,0.8,0.0003288246088070434,taste,"('sweet', 'date')",implied_category
162,0.85,0.011888096263018866,part,"('wheels', 'underframe')",implied_category
163,1.3,0.0019022901527526188,function-action,"('roll', 'tire')",implied_category
164,1.0,0.0,color,"('green', 'combretum')",implied_category
165,1.4,0.0,taxonomic,"('lay_eggs', 'toadfish')",implied_category
166,0.85,0.011139895369022167,part,"('wheels', 'saloon')",implied_category
167,0.8,0.004464172036749822,taste,"('sweet', 'pie')",implied_category
168,1.0,0.0016365695800170817,color,"('green', 'herb')",implied_category
169,0.85,0.010352553608621005,part,"('wheels', 'locomotive')",implied_category
170,1.3,0.0017327351016926534,function-action,"('used_in_cooking', 'mayonnaise')",implied_category
171,1.3,0.0,function-action,"('roll', 'screw')",implied_category
172,0.85,0.004135220994226422,part,"('wheels', 'limousine')",implied_category
173,0.85,0.0,part,"('wings', 'weka')",implied_category
174,1.45,0.0031161759085607116,encyclopedic,"('dangerous', 'scalpel')",implied_category
175,1.35,0.0,temperature,"('warm', 'sock')",implied_category
176,1.25,0.0009548625731377549,material,"('made_of_wood', 'fir')",implied_category
177,0.95,0.0013555912705286064,shape,"('round', 'matzah')",implied_category
178,1.3,0.00035677064701891605,function-action,"('roll', 'bike')",implied_category
179,0.8,0.01607071887050671,taste,"('juicy', 'mango')",implied_category
180,0.85,0.00022768725344078923,part,"('wings', 'roach')",implied_category
181,1.4,0.0,taxonomic,"('lay_eggs', 'crow')",implied_category
182,1.0,0.00580883110906808,color,"('red', 'crab')",implied_category
183,1.35,0.0004756965558403003,temperature,"('hot', 'lightning')",implied_category
184,1.3,0.0,function-action,"('swim', 'pug')",implied_category
185,1.3,0.0024348816168964183,function-action,"('used_in_cooking', 'cheese')",implied_category
186,1.4,0.0,taxonomic,"('lay_eggs', 'lark')",implied_category
187,1.35,0.0,temperature,"('warm', 'waistcoat')",implied_category
188,1.45,0.0005491975158395829,encyclopedic,"('dangerous', 'war')",implied_category
189,0.95,0.0012083386898349327,shape,"('round', 'cherry')",implied_category
190,1.45,0.0024885322600294905,encyclopedic,"('dangerous', 'fire')",implied_category
191,0.85,0.014949128333499626,part,"('wheels', 'wheelbase')",implied_category
192,1.3,0.00040033753463177533,function-action,"('used_in_cooking', 'scallop')",implied_category
193,1.3,0.0,function-action,"('swim', 'goatfish')",implied_category
194,0.8,0.00583973818844269,taste,"('sweet', 'plum')",implied_category
195,1.0,0.0,color,"('green', 'fenugreek')",implied_category
196,1.25,0.007326750731764749,material,"('made_of_wood', 'joist')",implied_category
197,0.85,0.0029862861113489126,part,"('wheels', 'pram')",implied_category
198,1.3,0.0012840613554132448,function-action,"('used_in_cooking', 'lime')",implied_category
199,1.45,0.0032642418687165876,encyclopedic,"('dangerous', 'torpedo')",implied_category
200,1.3,0.0005034365214192625,function-action,"('fly', 'flicker')",implied_category
201,1.3,0.0014558146055091198,function-action,"('used_in_cooking', 'bean')",implied_category
202,0.85,0.004624124203544382,part,"('wings', 'jet')",implied_category
203,1.3,0.0038389350143328846,function-action,"('swim', 'croaker')",implied_category
204,1.3,0.0013761703786418897,function-action,"('used_in_cooking', 'bacon')",implied_category
205,1.4,0.0,taxonomic,"('lay_eggs', 'crane')",implied_category
206,1.3,0.005486472378938076,function-action,"('used_in_cooking', 'casserole')",implied_category
207,1.3,0.00014572592594452063,function-action,"('fly', 'tit')",implied_category
208,0.85,0.00813358864068453,part,"('wings', 'jackdaw')",implied_category
209,1.3,0.009510091922659789,function-action,"('roll', 'wheel')",implied_category
210,1.4,0.0,taxonomic,"('lay_eggs', 'paridae')",implied_category
211,1.3,0.0,function-action,"('fly', 'phalacrocorax')",implied_category
212,1.0,0.0,color,"('yellow', 'cider')",implied_category
213,1.4,0.0,taxonomic,"('lay_eggs', 'pintail')",implied_category
214,0.85,0.012388686712306666,part,"('wheels', 'bicycle')",implied_category
215,1.4,0.0,taxonomic,"('lay_eggs', 'micropterus')",implied_category
216,1.4,0.0,taxonomic,"('lay_eggs', 'apodidae')",implied_category
217,1.4,0.0,taxonomic,"('lay_eggs', 'cotingidae')",implied_category
218,1.35,0.0,temperature,"('warm', 'brogue')",implied_category
219,1.4,0.0,taxonomic,"('lay_eggs', 'robin')",implied_category
220,0.85,0.0007725376236194933,part,"('wings', 'nightingale')",implied_category
221,1.3,0.0,function-action,"('swim', 'anglerfish')",implied_category
222,1.3,0.00027681686579342094,function-action,"('roll', 'marble')",implied_category
223,1.3,0.0,function-action,"('fly', 'moorcock')",implied_category
224,1.3,0.0,function-action,"('roll', 'calliper')",implied_category
225,0.8,0.003812964600493156,taste,"('sweet', 'tangerine')",implied_category
226,1.3,0.005690803512159543,function-action,"('swim', 'crab')",implied_category
227,1.4,0.0,taxonomic,"('lay_eggs', 'salmon')",implied_category
228,1.45,0.0010125796316305027,encyclopedic,"('dangerous', 'alligator')",implied_category
229,1.3,0.00851435836154669,function-action,"('used_in_cooking', 'marinade')",implied_category
230,0.85,0.013384406365514991,part,"('wheels', 'automobile')",implied_category
231,1.3,0.0,function-action,"('swim', 'bullhead')",implied_category
232,1.35,0.0005172846580940023,temperature,"('warm', 'jacket')",implied_category
233,0.85,0.0002926214647288538,part,"('wheels', 'coach')",implied_category
234,1.45,0.0,encyclopedic,"('dangerous', 'raper')",implied_category
235,1.35,0.0,temperature,"('warm', 'calfskin')",implied_category
236,1.3,0.0,function-action,"('fly', 'icteridae')",implied_category
237,0.85,0.010718182712687534,part,"('wheels', 'suv')",implied_category
238,0.95,0.0011146561438915414,shape,"('round', 'coconut')",implied_category
239,0.95,0.0,shape,"('square', 'cupboard')",implied_category
240,0.85,0.004741346499620314,part,"('wheels', 'auto')",implied_category
241,1.3,0.0,function-action,"('swim', 'albatross')",implied_category
242,0.95,0.011877174172549784,shape,"('round', 'nutlet')",implied_category
243,1.35,0.0,temperature,"('warm', 'kimono')",implied_category
244,1.0,0.0009807519557138297,color,"('green', 'eucalyptus')",implied_category
245,1.3,0.0,function-action,"('swim', 'silverside')",implied_category
246,1.3,0.0,function-action,"('swim', 'guppy')",implied_category
247,1.4,0.0,taxonomic,"('lay_eggs', 'hen')",implied_category
248,1.0,0.008653260451562717,color,"('green', 'lettuce')",implied_category
249,0.95,0.0,shape,"('square', 'shelf')",implied_category
250,1.3,0.00038599822258909253,function-action,"('fly', 'skylark')",implied_category
251,0.95,0.0,shape,"('square', 'screen')",implied_category
252,1.4,0.0,taxonomic,"('lay_eggs', 'pleuronectidae')",implied_category
253,1.4,0.0,taxonomic,"('lay_eggs', 'stork')",implied_category
254,0.85,0.02014996293822606,part,"('wheels', 'tractor')",implied_category
255,1.3,0.009236668520044324,function-action,"('fly', 'snowbird')",implied_category
256,1.4,0.0,taxonomic,"('lay_eggs', 'mosquitofish')",implied_category
257,0.85,0.0011275540378174046,part,"('wings', 'gnat')",implied_category
258,1.4,0.0,taxonomic,"('lay_eggs', 'quail')",implied_category
259,0.85,0.0,part,"('wings', 'skylark')",implied_category
260,1.4,0.0,taxonomic,"('lay_eggs', 'tanager')",implied_category
261,0.8,0.0,taste,"('juicy', 'honeydew')",implied_category
262,1.3,0.01388173833560977,function-action,"('swim', 'fish')",implied_category
263,1.45,0.014025323322958581,encyclopedic,"('dangerous', 'henchman')",implied_category
264,0.95,0.0006395415404745966,shape,"('round', 'bowl')",implied_category
265,1.3,0.002015010575660206,function-action,"('fly', 'puffin')",implied_category
266,1.4,0.0,taxonomic,"('lay_eggs', 'duck')",implied_category
267,1.4,0.0,taxonomic,"('lay_eggs', 'tortoise')",implied_category
268,0.85,0.0,part,"('wings', 'crake')",implied_category
269,0.8,0.003306165922920976,taste,"('juicy', 'peach')",implied_category
270,0.95,0.0033402082049070318,shape,"('round', 'cabbage')",implied_category
271,0.85,0.0,part,"('wings', 'currawong')",implied_category
272,0.95,0.0,shape,"('square', 'apartment')",implied_category
273,1.4,0.0,taxonomic,"('lay_eggs', 'procellariidae')",implied_category
274,0.95,0.0,shape,"('square', 'keypad')",implied_category
275,1.4,0.0,taxonomic,"('lay_eggs', 'egret')",implied_category
276,1.3,8.329229294529533e-05,function-action,"('swim', 'rodent')",implied_category
277,1.3,0.0031866470665968243,function-action,"('swim', 'shrimp')",implied_category
278,1.35,0.0,temperature,"('warm', 'scarf')",implied_category
279,1.3,0.0017982811164293313,function-action,"('fly', 'pigeon')",implied_category
280,1.3,0.008521804478830306,function-action,"('used_in_cooking', 'stove')",implied_category
281,0.8,0.004812278061035341,taste,"('juicy', 'strawberry')",implied_category
282,1.3,0.0,function-action,"('swim', 'sheldrake')",implied_category
283,1.3,0.0,function-action,"('roll', 'dowel')",implied_category
284,1.45,0.0005566601173962618,encyclopedic,"('dangerous', 'coyote')",implied_category
285,0.8,0.0021763328872877637,taste,"('sweet', 'raspberry')",implied_category
286,1.25,0.00010471181876099635,material,"('made_of_wood', 'cello')",implied_category
287,0.8,0.00946927048763503,taste,"('juicy', 'pear')",implied_category
288,1.0,0.0020030479067437586,color,"('green', 'moss')",implied_category
289,0.85,0.00010108620297932145,part,"('wings', 'cricket')",implied_category
290,1.3,0.0008633928095970727,function-action,"('fly', 'fowl')",implied_category
291,1.3,0.0005964720597414871,function-action,"('roll', 'bead')",implied_category
292,0.85,0.0,part,"('wings', 'tit')",implied_category
293,1.4,0.0,taxonomic,"('lay_eggs', 'neritidae')",implied_category
294,0.8,0.009107108742738212,taste,"('juicy', 'tangerine')",implied_category
295,1.3,0.0,function-action,"('swim', 'albacore')",implied_category
296,1.3,0.0009528885833277271,function-action,"('used_in_cooking', 'cutlery')",implied_category
297,1.3,0.001157697892646093,function-action,"('used_in_cooking', 'turnip')",implied_category
298,0.85,0.0019737879285193507,part,"('wheels', 'carrier')",implied_category
299,1.35,0.0,temperature,"('warm', 'undershirt')",implied_category
300,0.95,0.0,shape,"('round', 'cucurbit')",implied_category
301,2.85,0.0,part,"('wings', 'babbler')",typical_of_concept
302,3.4,0.0,taxonomic,"('lay_eggs', 'chicken')",typical_of_concept
303,3.3,0.0008094892060533673,function-action,"('used_in_cooking', 'cauliflower')",typical_of_concept
304,3.3,0.0,function-action,"('fly', 'motacilla')",typical_of_concept
305,3.45,0.0003163692391960265,encyclopedic,"('dangerous', 'bolo')",typical_of_concept
306,3.3,0.0,function-action,"('fly', 'ouzel')",typical_of_concept
307,2.85,0.003702972347376902,part,"('wheels', 'bus')",typical_of_concept
308,3.25,0.016462941260041043,material,"('made_of_wood', 'bedstead')",typical_of_concept
309,2.8,0.001442155637289567,taste,"('juicy', 'meat')",typical_of_concept
310,2.8,0.012180752636539737,taste,"('sweet', 'melon')",typical_of_concept
311,3.3,0.0,function-action,"('used_in_cooking', 'pimento')",typical_of_concept
312,3.45,0.006422331531233006,encyclopedic,"('dangerous', 'blunderbuss')",typical_of_concept
313,3.45,0.0019347963066723315,encyclopedic,"('dangerous', 'killer')",typical_of_concept
314,3.35,0.000928871220517455,temperature,"('hot', 'roast')",typical_of_concept
315,2.85,0.016597676470986863,part,"('wheels', 'chassis')",typical_of_concept
316,3.35,0.0013447217263579366,temperature,"('cold', 'sundae')",typical_of_concept
317,3.45,0.0021656023445232615,encyclopedic,"('dangerous', 'scorpion')",typical_of_concept
318,2.85,0.040459476838816094,part,"('wheels', 'vehicle')",typical_of_concept
319,3.3,0.0010096841995248175,function-action,"('used_in_cooking', 'mushroom')",typical_of_concept
320,2.8,0.00028408985558971367,taste,"('juicy', 'mandarin')",typical_of_concept
321,3.35,0.0013517846878014542,temperature,"('cold', 'river')",typical_of_concept
322,3.0,0.003025129233657759,color,"('black', 'starling')",typical_of_concept
323,3.35,0.002658622840472174,temperature,"('warm', 'fireplace')",typical_of_concept
324,3.3,0.0039421345872249205,function-action,"('fly', 'hawk')",typical_of_concept
325,2.8,0.007417562475403395,taste,"('sweet', 'doughnut')",typical_of_concept
326,2.85,0.004295980201275902,part,"('wheels', 'streamliner')",typical_of_concept
327,3.25,0.0049044324290424,material,"('made_of_wood', 'ladder')",typical_of_concept
328,2.95,0.0,shape,"('square', 'diskette')",typical_of_concept
329,3.35,0.0,temperature,"('warm', 'comforter')",typical_of_concept
330,2.95,0.0,shape,"('square', 'dumbwaiter')",typical_of_concept
331,3.35,0.0008961048780686211,temperature,"('hot', 'lava')",typical_of_concept
332,3.45,0.0004096270208116188,encyclopedic,"('dangerous', 'reduviidae')",typical_of_concept
333,2.85,0.004656699864980954,part,"('wings', 'hawk')",typical_of_concept
334,3.35,0.006408456815904554,temperature,"('hot', 'dish')",typical_of_concept
335,2.95,0.0,shape,"('square', 'card')",typical_of_concept
336,3.3,0.0040489689690273705,function-action,"('fly', 'twinjet')",typical_of_concept
337,3.3,0.000965292642222899,function-action,"('fly', 'owl')",typical_of_concept
338,3.0,0.0,color,"('yellow', 'daffodil')",typical_of_concept
339,2.8,0.0017880668327737103,taste,"('sweet', 'apple')",typical_of_concept
340,2.8,0.005627851112715988,taste,"('juicy', 'apricot')",typical_of_concept
341,3.45,0.0012046983228869892,encyclopedic,"('dangerous', 'attack')",typical_of_concept
342,3.45,0.0008774574723487959,encyclopedic,"('dangerous', 'hack')",typical_of_concept
343,2.95,0.0012219476953868945,shape,"('round', 'pie')",typical_of_concept
344,3.0,0.003383626249841474,color,"('black', 'coffee')",typical_of_concept
345,2.85,0.003808537491348833,part,"('wings', 'owl')",typical_of_concept
346,3.0,0.008536517468947298,color,"('green', 'spinach')",typical_of_concept
347,2.8,0.007352617453467105,taste,"('sweet', 'cake')",typical_of_concept
348,3.3,0.002951932135553833,function-action,"('used_in_cooking', 'vegetable')",typical_of_concept
349,3.0,0.02141934453335716,color,"('blue', 'parrotfish')",typical_of_concept
350,3.25,0.0012342310303483054,material,"('made_of_wood', 'lumber')",typical_of_concept
351,3.0,0.0002725899874582362,color,"('black', 'tar')",typical_of_concept
352,3.0,0.013997813265030664,color,"('red', 'wine')",typical_of_concept
353,2.95,0.0,shape,"('square', 'cubicle')",typical_of_concept
354,3.35,0.0,temperature,"('hot', 'quesadilla')",typical_of_concept
355,3.25,0.01205954838811435,material,"('made_of_wood', 'fence')",typical_of_concept
356,2.85,0.0006006249620701673,part,"('wings', 'brant')",typical_of_concept
357,2.95,0.0,shape,"('square', 'basement')",typical_of_concept
358,3.45,0.001904937555956843,encyclopedic,"('dangerous', 'blade')",typical_of_concept
359,3.3,0.0014848490400417834,function-action,"('fly', 'chinook')",typical_of_concept
360,3.25,0.0019979444315492904,material,"('made_of_wood', 'pencil')",typical_of_concept
361,2.8,0.0044383018150387045,taste,"('sweet', 'candy')",typical_of_concept
362,3.3,0.0,function-action,"('used_in_cooking', 'aubergine')",typical_of_concept
363,3.25,0.0,material,"('made_of_wood', 'hardboard')",typical_of_concept
364,2.8,0.0007982016924299763,taste,"('sweet', 'jam')",typical_of_concept
365,2.85,0.007196658630323956,part,"('wings', 'plane')",typical_of_concept
366,2.85,0.0,part,"('wings', 'quail')",typical_of_concept
367,3.35,0.005691854447870583,temperature,"('hot', 'sauna')",typical_of_concept
368,2.95,0.0,shape,"('square', 'box')",typical_of_concept
369,3.3,0.0,function-action,"('used_in_cooking', 'croquette')",typical_of_concept
370,2.85,0.006400666173118838,part,"('wheels', 'charabanc')",typical_of_concept
371,3.0,0.002589324911303565,color,"('blue', 'water')",typical_of_concept
372,3.45,0.0033278161325284543,encyclopedic,"('dangerous', 'traitor')",typical_of_concept
373,3.0,0.0030982291674186524,color,"('red', 'strawberry')",typical_of_concept
374,3.25,0.02139596520927177,material,"('made_of_wood', 'toothpick')",typical_of_concept
375,3.0,0.0015792346844503925,color,"('green', 'fern')",typical_of_concept
376,3.3,0.002509897228628547,function-action,"('used_in_cooking', 'garlic')",typical_of_concept
377,2.85,0.0,part,"('wheels', 'stanhope')",typical_of_concept
378,3.3,0.0023587612351158994,function-action,"('fly', 'arrow')",typical_of_concept
379,2.85,0.019358895760223493,part,"('wheels', 'cart')",typical_of_concept
380,3.0,0.005078796038622623,color,"('green', 'vegetable')",typical_of_concept
381,3.0,0.006677006392725399,color,"('red', 'ruby')",typical_of_concept
382,3.35,0.0056142927200867505,temperature,"('hot', 'heating')",typical_of_concept
383,3.35,0.001466555094650175,temperature,"('cold', 'snowfield')",typical_of_concept
384,3.35,0.011842348477713472,temperature,"('cold', 'snow')",typical_of_concept
