context,n_pos,total_pos,n_neg,total_neg
carmen,44,109,9,109
sandra,44,109,5,109
and,44,109,57,109
with,44,109,51,109
who,44,109,54,109
marion,44,109,5,109
or,44,109,51,109
tells,44,109,35,109
christina,44,109,4,109
loving,44,109,24,109
lucy,44,109,7,109
breast,44,109,3,109
dorothy,44,109,5,109
teresa,44,109,0,109
spirited,44,109,8,109
dancing,43,109,14,109
wife,43,109,25,109
pretty,43,109,19,109
takes,43,109,31,109
attractive,43,109,15,109
whom,43,109,31,109
about,43,109,35,109
marriage,43,109,15,109
night,43,109,36,109
teen,43,109,21,109
name,43,109,39,109
photos,43,109,33,109
own,43,109,38,109
go,43,109,36,109
age,43,109,34,109
sweet,43,109,19,109
still,43,109,53,109
tries,43,109,24,109
maid,43,109,13,109
makeup,43,109,12,109
little,43,109,17,109
diana,42,109,5,109
elegant,42,109,14,109
dressed,42,109,20,109
nurse,42,109,12,109
baby,42,109,12,109
diane,42,109,8,109
flower,42,109,12,109
jessica,42,109,9,109
home,42,109,33,109
after,42,109,49,109
from,42,109,55,109
ellen,42,109,5,109
so,42,109,50,109
charlotte,42,109,19,109
finds,42,109,17,109
called,42,109,49,109
show,42,109,29,109
daughters,42,109,14,109
fun,42,109,26,109
haired,42,109,15,109
screen,42,109,9,109
perfect,42,109,22,109
rose,42,109,18,109
the,42,109,73,109
dancer,41,109,10,109
meets,41,109,12,109
turned,41,109,34,109
nude,41,109,8,109
prostitute,41,109,4,109
nanny,41,109,6,109
lauren,41,109,8,109
tears,41,109,22,109
drag,41,109,11,109
amy,41,109,8,109
nicole,41,109,9,109
out,41,109,55,109
caroline,41,109,6,109
deborah,41,109,8,109
husband,41,109,19,109
sue,41,109,18,109
sylvia,41,109,3,109
maggie,41,109,11,109
judy,41,109,12,109
which,41,109,60,109
tale,41,109,5,109
model,40,109,21,109
mature,40,109,14,109
turns,40,109,28,109
too,40,109,35,109
eyed,40,109,11,109
ana,40,109,9,109
paula,40,109,18,109
year,40,109,25,109
friends,40,109,35,109
on,40,109,68,109
is,40,109,60,109
linda,40,109,9,109
bed,40,109,25,109
wedding,40,109,17,109
over,40,109,64,109
carol,40,109,12,109
gloria,40,109,12,109
shopping,40,109,17,109
never,40,109,44,109
eve,40,109,20,109
television,40,109,26,109
adult,40,109,14,109
soon,40,109,42,109
wonderful,40,109,29,109
set,40,109,39,109
included,40,109,50,109
smiling,40,109,24,109
dressing,40,109,15,109
black,39,109,27,109
amanda,39,109,9,109
mirror,39,109,16,109
heart,39,109,30,109
diamond,39,109,35,109
forget,39,109,25,109
wear,39,109,14,109
rita,39,109,12,109
mistress,39,109,6,109
emily,39,109,14,109
shocked,39,109,23,109
boyfriend,39,109,16,109
girlfriend,39,109,24,109
to,39,109,68,109
had,39,109,48,109
young,39,109,23,109
living,39,109,30,109
monica,39,109,17,109
where,39,109,55,109
named,39,109,33,109
maybe,39,109,23,109
leaving,39,109,41,109
cindy,39,109,5,109
kathleen,39,109,6,109
do,39,109,47,109
girls,39,109,21,109
loved,39,109,27,109
joyce,39,109,13,109
comes,39,109,47,109
keeps,39,109,28,109
eating,39,109,25,109
charity,39,109,13,109
widowed,39,109,6,109
names,39,109,33,109
look,39,109,30,109
smart,39,109,17,109
tree,39,109,27,109
like,39,109,46,109
all,39,109,52,109
would,39,109,59,109
can,39,109,40,109
ashley,38,109,13,109
life,38,109,39,109
favorite,38,109,32,109
mind,38,109,41,109
smiled,38,109,25,109
worn,38,109,11,109
sit,38,109,33,109
christmas,38,109,33,109
odd,38,109,19,109
needs,38,109,43,109
claire,38,109,13,109
katie,38,109,11,109
memorable,38,109,15,109
trailer,38,109,18,109
nasty,38,109,17,109
photographs,38,109,30,109
old,38,109,24,109
of,38,109,69,109
whose,38,109,41,109
when,38,109,53,109
just,38,109,45,109
karen,38,109,14,109
while,38,109,44,109
jenny,38,109,11,109
couple,38,109,27,109
went,38,109,41,109
into,38,109,61,109
sisters,38,109,15,109
did,38,109,51,109
dawn,38,109,13,109
arrived,38,109,34,109
suffering,38,109,22,109
months,38,109,38,109
made,38,109,65,109
them,38,109,49,109
know,38,109,40,109
penny,38,109,12,109
candy,38,109,20,109
next,38,109,49,109
goes,38,109,37,109
katherine,38,109,9,109
intended,38,109,32,109
kept,38,109,17,109
memory,38,109,25,109
wore,38,109,25,109
madonna,38,109,6,109
plastic,38,109,19,109
tea,38,109,15,109
darling,38,109,19,109
this,38,109,52,109
la,38,109,29,109
dance,37,109,20,109
outfit,37,109,13,109
featured,37,109,25,109
childhood,37,109,21,109
star,37,109,39,109
starred,37,109,11,109
turning,37,109,25,109
tiny,37,109,19,109
jewelry,37,109,21,109
beloved,37,109,22,109
wendy,37,109,12,109
florence,37,109,3,109
clad,37,109,9,109
floor,37,109,35,109
bright,37,109,19,109
raised,37,109,28,109
featuring,37,109,27,109
simply,37,109,40,109
dolls,37,109,10,109
debbie,37,109,16,109
wives,37,109,18,109
40s,37,109,8,109
friend,37,109,44,109
death,37,109,35,109
up,37,109,52,109
lives,37,109,31,109
involving,37,109,38,109
have,37,109,69,109
lesbian,37,109,6,109
movie,37,109,26,109
18,37,109,40,109
leslie,37,109,27,109
getting,37,109,30,109
be,37,109,62,109
divorced,37,109,19,109
pictures,37,109,35,109
tina,37,109,11,109
gone,37,109,37,109
lying,37,109,24,109
wo,37,109,39,109
episode,37,109,23,109
ca,37,109,35,109
travels,37,109,23,109
everyone,37,109,36,109
probably,37,109,51,109
playing,37,109,27,109
55,37,109,30,109
nonsense,37,109,12,109
small,37,109,38,109
sorry,37,109,25,109
ugly,37,109,0,109
seem,37,109,34,109
laughing,37,109,23,109
across,37,109,43,109
refers,37,109,33,109
emotional,37,109,27,109
presents,37,109,42,109
latest,37,109,21,109
falling,37,109,27,109
mae,37,109,5,109
widow,37,109,26,109
much,37,109,56,109
granddaughter,37,109,8,109
aged,37,109,14,109
what,37,109,41,109
film,36,109,25,109
white,36,109,28,109
likes,36,109,37,109
city,36,109,46,109
1930s,36,109,21,109
stealing,36,109,23,109
wish,36,109,30,109
photo,36,109,29,109
wanting,36,109,31,109
portrays,36,109,21,109
ceremony,36,109,42,109
reason,36,109,47,109
pair,36,109,44,109
then,36,109,48,109
kiss,36,109,27,109
child,36,109,25,109
victim,36,109,22,109
teenage,36,109,11,109
got,36,109,44,109
lover,36,109,25,109
not,36,109,61,109
stephanie,36,109,8,109
two,36,109,58,109
hot,36,109,7,109
took,36,109,62,109
sleeping,36,109,18,109
see,36,109,44,109
30,36,109,66,109
holiday,36,109,23,109
trip,36,109,41,109
saw,36,109,45,109
few,36,109,44,109
discovered,36,109,24,109
clothes,36,109,29,109
bar,36,109,15,109
birthday,36,109,32,109
including,36,109,60,109
now,36,109,60,109
face,36,109,49,109
both,36,109,54,109
stayed,36,109,13,109
carolyn,36,109,16,109
around,36,109,47,109
same,36,109,66,109
say,36,109,45,109
finding,36,109,30,109
away,36,109,45,109
could,36,109,64,109
room,36,109,35,109
lunch,36,109,20,109
happens,36,109,33,109
part,36,109,51,109
walk,36,109,45,109
accompany,36,109,14,109
letters,36,109,39,109
read,36,109,45,109
anymore,36,109,26,109
eyes,36,109,23,109
often,36,109,55,109
feels,36,109,44,109
street,36,109,37,109
cast,36,109,24,109
note,36,109,34,109
seemed,36,109,40,109
happily,36,109,24,109
whole,36,109,38,109
plain,36,109,10,109
barely,36,109,30,109
castle,36,109,6,109
delighted,36,109,30,109
lonely,36,109,24,109
role,35,109,27,109
royal,35,109,18,109
length,35,109,8,109
opposite,35,109,27,109
portrait,35,109,23,109
recalls,35,109,33,109
starring,35,109,17,109
wishes,35,109,27,109
follows,35,109,29,109
short,35,109,23,109
de,35,109,42,109
suddenly,35,109,33,109
marrying,35,109,16,109
skin,35,109,14,109
recipe,35,109,16,109
crystal,35,109,17,109
survive,35,109,30,109
50s,35,109,18,109
pre,35,109,40,109
filled,35,109,41,109
onto,35,109,43,109
apartment,35,109,16,109
lived,35,109,28,109
kelly,35,109,19,109
in,35,109,63,109
has,35,109,71,109
find,35,109,48,109
call,35,109,34,109
before,35,109,68,109
says,35,109,60,109
goodbye,35,109,20,109
staying,35,109,20,109
kathy,35,109,9,109
morning,35,109,45,109
well,35,109,52,109
visited,35,109,39,109
filed,35,109,38,109
evening,35,109,49,109
jo,35,109,13,109
foster,35,109,16,109
kay,35,109,19,109
watched,35,109,35,109
week,35,109,54,109
screaming,35,109,21,109
invited,35,109,34,109
happy,35,109,30,109
bonnie,35,109,9,109
hope,35,109,34,109
very,35,109,49,109
kids,35,109,24,109
looked,35,109,48,109
decides,35,109,37,109
really,35,109,52,109
arrive,35,109,34,109
appearance,35,109,24,109
place,35,109,47,109
cancer,35,109,18,109
revealed,35,109,34,109
moment,35,109,32,109
45,35,109,37,109
escorted,35,109,32,109
june,35,109,63,109
hoping,35,109,51,109
afraid,35,109,40,109
items,35,109,30,109
headline,35,109,31,109
certain,35,109,46,109
cake,35,109,13,109
soap,35,109,6,109
feed,35,109,23,109
40,35,109,44,109
explains,35,109,36,109
memoir,35,109,16,109
mothers,35,109,17,109
nina,34,109,11,109
alexandra,34,109,8,109
roles,34,109,17,109
dreamed,34,109,28,109
performed,34,109,26,109
born,34,109,31,109
flat,34,109,22,109
offered,34,109,37,109
teacher,34,109,34,109
natalie,34,109,9,109
wanted,34,109,40,109
inspiration,34,109,26,109
silent,34,109,17,109
grand,34,109,24,109
grows,34,109,24,109
glimpse,34,109,29,109
grade,34,109,18,109
dear,34,109,25,109
appearing,34,109,32,109
ends,34,109,30,109
walks,34,109,23,109
grown,34,109,16,109
speaks,34,109,40,109
audience,34,109,28,109
obsessed,34,109,25,109
appeared,34,109,46,109
purple,34,109,30,109
touching,34,109,26,109
comfort,34,109,26,109
required,34,109,28,109
stuck,34,109,33,109
was,34,109,65,109
new,34,109,70,109
accompanied,34,109,30,109
family,34,109,31,109
me,34,109,33,109
house,34,109,29,109
jackie,34,109,26,109
parker,34,109,24,109
telling,34,109,37,109
expecting,34,109,26,109
lopez,34,109,18,109
bought,34,109,44,109
spend,34,109,40,109
met,34,109,43,109
asks,34,109,32,109
tracy,34,109,24,109
later,34,109,51,109
loves,34,109,29,109
does,34,109,46,109
court,34,109,49,109
denise,34,109,9,109
walking,34,109,35,109
give,34,109,49,109
elaine,34,109,14,109
turner,34,109,36,109
gotten,34,109,34,109
hand,34,109,37,109
than,34,109,59,109
weekend,34,109,54,109
weeks,34,109,53,109
liked,34,109,34,109
closet,34,109,24,109
worried,34,109,30,109
portrayed,34,109,18,109
london,34,109,26,109
letter,34,109,53,109
window,34,109,28,109
book,34,109,35,109
remember,34,109,38,109
we,34,109,52,109
makes,34,109,43,109
good,34,109,49,109
everything,34,109,49,109
course,34,109,41,109
times,34,109,54,109
memories,34,109,29,109
flowers,34,109,16,109
horror,34,109,24,109
desperate,34,109,11,109
coat,34,109,30,109
secret,34,109,34,109
doris,34,109,4,109
hearted,34,109,15,109
putting,34,109,52,109
meal,34,109,19,109
dee,34,109,9,109
besides,34,109,29,109
determined,34,109,25,109
sure,34,109,50,109
warm,34,109,23,109
raising,34,109,34,109
gail,34,109,17,109
wash,34,109,35,109
instance,34,109,50,109
surrogate,34,109,13,109
crawford,34,109,35,109
constant,34,109,26,109
costume,34,109,14,109
always,34,109,28,109
mouth,34,109,31,109
wrapped,34,109,24,109
put,34,109,51,109
shoes,33,109,23,109
stage,33,109,16,109
female,33,109,27,109
rather,33,109,50,109
leather,33,109,10,109
unhappy,33,109,20,109
headlines,33,109,30,109
wonder,33,109,29,109
classic,33,109,24,109
half,33,109,28,109
rosemary,33,109,9,109
kissing,33,109,12,109
framed,33,109,31,109
slept,33,109,23,109
tennis,33,109,22,109
illness,33,109,26,109
kicking,33,109,20,109
shoulders,33,109,31,109
ghost,33,109,27,109
refuses,33,109,36,109
hate,33,109,25,109
posed,33,109,31,109
upper,33,109,21,109
dating,33,109,30,109
ad,33,109,40,109
answered,33,109,31,109
beginning,33,109,44,109
marry,33,109,16,109
relationship,33,109,27,109
judith,33,109,8,109
that,33,109,72,109
time,33,109,63,109
kill,33,109,32,109
been,33,109,61,109
you,33,109,39,109
gave,33,109,45,109
because,33,109,54,109
found,33,109,40,109
pop,33,109,8,109
one,33,109,63,109
back,33,109,55,109
sitting,33,109,36,109
companion,33,109,19,109
cruise,33,109,26,109
seeing,33,109,44,109
four,33,109,45,109
visits,33,109,36,109
waiting,33,109,42,109
jill,33,109,10,109
came,33,109,58,109
berry,33,109,25,109
only,33,109,53,109
cruz,33,109,32,109
tv,33,109,28,109
outside,33,109,37,109
drink,33,109,16,109
date,33,109,29,109
pregnancy,33,109,12,109
help,33,109,56,109
cried,33,109,24,109
mall,33,109,28,109
beside,33,109,24,109
manhattan,33,109,25,109
200,33,109,61,109
36,33,109,36,109
reported,33,109,56,109
seen,33,109,46,109
learns,33,109,25,109
stranger,33,109,32,109
used,33,109,57,109
piece,33,109,40,109
waited,33,109,22,109
purchased,33,109,35,109
here,33,109,65,109
joy,33,109,33,109
meredith,33,109,2,109
singing,33,109,12,109
thanks,33,109,40,109
sharon,33,109,22,109
touch,33,109,44,109
heading,33,109,44,109
felt,33,109,41,109
crowd,33,109,48,109
brief,33,109,51,109
mean,33,109,40,109
interviews,33,109,29,109
reads,33,109,24,109
claim,33,109,51,109
fell,33,109,51,109
virgin,33,109,13,109
depression,33,109,26,109
celebration,33,109,37,109
sad,33,109,26,109
titled,33,109,30,109
selling,33,109,34,109
moon,33,109,2,109
parts,33,109,57,109
screening,33,109,16,109
ones,33,109,41,109
people,33,109,55,109
turn,33,109,41,109
household,33,109,26,109
painting,33,109,24,109
between,33,109,55,109
10,33,109,50,109
added,33,109,71,109
tales,33,109,21,109
famous,32,109,47,109
lynn,32,109,21,109
moves,32,109,43,109
audiences,32,109,19,109
want,32,109,44,109
thought,32,109,40,109
toured,32,109,43,109
thrilled,32,109,31,109
fantasy,32,109,19,109
90,32,109,65,109
cold,32,109,29,109
devoted,32,109,29,109
class,32,109,27,109
decided,32,109,57,109
conversations,32,109,29,109
farewell,32,109,3,109
newest,32,109,21,109
sets,32,109,30,109
wondering,32,109,42,109
starts,32,109,45,109
break,32,109,45,109
murdering,32,109,20,109
live,32,109,29,109
murdered,32,109,29,109
by,32,109,82,109
said,32,109,64,109
birth,32,109,18,109
vacation,32,109,20,109
having,32,109,44,109
dinner,32,109,26,109
jenna,32,109,7,109
dead,32,109,31,109
wants,32,109,40,109
ago,32,109,48,109
learned,32,109,31,109
best,32,109,31,109
lost,32,109,44,109
it,32,109,73,109
nice,32,109,21,109
they,32,109,64,109
given,32,109,55,109
wrote,32,109,46,109
raise,32,109,36,109
knew,32,109,48,109
day,32,109,63,109
camilla,32,109,3,109
sat,32,109,29,109
divorce,32,109,17,109
somebody,32,109,41,109
first,32,109,36,109
sleep,32,109,33,109
six,32,109,61,109
thinking,32,109,52,109
20,32,109,47,109
forced,32,109,36,109
hannah,32,109,15,109
revealing,32,109,15,109
naked,32,109,13,109
other,32,109,66,109
38,32,109,32,109
taking,32,109,53,109
seated,32,109,24,109
worker,32,109,35,109
photograph,32,109,39,109
32,32,109,36,109
take,32,109,57,109
michele,32,109,10,109
present,32,109,48,109
different,32,109,58,109
eat,32,109,27,109
die,32,109,30,109
run,32,109,55,109
fall,32,109,62,109
question,32,109,49,109
initially,32,109,35,109
stars,32,109,40,109
describes,32,109,42,109
caring,32,109,20,109
settle,32,109,25,109
writes,32,109,41,109
windsor,32,109,2,109
tabloid,32,109,13,109
enjoy,32,109,44,109
arrival,32,109,55,109
sydney,32,109,21,109
pleased,32,109,24,109
nor,32,109,31,109
person,32,109,50,109
lets,32,109,26,109
cut,32,109,42,109
smoking,32,109,24,109
100,32,109,66,109
ma,32,109,31,109
reading,32,109,35,109
roof,32,109,29,109
garden,32,109,35,109
means,32,109,45,109
aware,32,109,38,109
pieces,32,109,16,109
occasion,32,109,46,109
discover,32,109,33,109
permission,32,109,44,109
twist,32,109,41,109
suit,32,109,37,109
matter,32,109,46,109
gathering,32,109,40,109
literally,32,109,39,109
choose,32,109,32,109
hated,32,109,24,109
receives,32,109,38,109
throughout,32,109,41,109
drama,32,109,20,109
goldberg,32,109,17,109
work,32,109,49,109
94,32,109,17,109
everywhere,32,109,48,109
poor,32,109,33,109
books,32,109,44,109
tough,32,109,28,109
sold,32,109,39,109
care,32,109,33,109
gathered,32,109,47,109
romantic,31,109,17,109
dreams,31,109,24,109
barbara,31,109,11,109
heels,31,109,9,109
sonia,31,109,9,109
debut,31,109,35,109
stunning,31,109,26,109
once,31,109,73,109
paris,31,109,20,109
interested,31,109,34,109
seeking,31,109,45,109
spends,31,109,38,109
inspired,31,109,45,109
resting,31,109,37,109
milk,31,109,18,109
cream,31,109,23,109
pearl,31,109,15,109
mourning,31,109,23,109
amazing,31,109,22,109
discovers,31,109,15,109
spending,31,109,46,109
nights,31,109,28,109
quality,31,109,26,109
introduce,31,109,33,109
hidden,31,109,33,109
pronounced,31,109,21,109
painted,31,109,38,109
account,31,109,40,109
marked,31,109,63,109
luck,31,109,22,109
concert,31,109,32,109
unlike,31,109,38,109
your,31,109,33,109
melissa,31,109,10,109
at,31,109,72,109
for,31,109,69,109
told,31,109,54,109
valentine,31,109,23,109
bedroom,31,109,18,109
visit,31,109,41,109
also,31,109,68,109
crazy,31,109,32,109
long,31,109,65,109
22,31,109,54,109
hugged,31,109,19,109
their,31,109,44,109
hollywood,31,109,13,109
going,31,109,51,109
character,31,109,29,109
song,31,109,16,109
aunt,31,109,12,109
gift,31,109,26,109
hours,31,109,56,109
trying,31,109,61,109
grabbed,31,109,43,109
recently,31,109,61,109
during,31,109,66,109
dated,31,109,32,109
traveling,31,109,46,109
buy,31,109,35,109
missing,31,109,41,109
again,31,109,57,109
month,31,109,47,109
kitchen,31,109,12,109
more,31,109,67,109
mansion,31,109,27,109
looking,31,109,48,109
messages,31,109,47,109
refused,31,109,43,109
apologized,31,109,42,109
way,31,109,74,109
sanchez,31,109,40,109
campbell,31,109,33,109
crush,31,109,13,109
intimate,31,109,36,109
five,31,109,38,109
thrown,31,109,27,109
april,31,109,40,109
attend,31,109,43,109
thing,31,109,37,109
inside,31,109,41,109
gives,31,109,36,109
actually,31,109,40,109
angel,31,109,40,109
earlier,31,109,73,109
why,31,109,44,109
passenger,31,109,16,109
bag,31,109,40,109
worries,31,109,43,109
carter,31,109,42,109
attended,31,109,44,109
screamed,31,109,16,109
lane,31,109,25,109
play,31,109,49,109
sang,31,109,20,109
enjoying,31,109,34,109
supposed,31,109,42,109
parent,31,109,34,109
jury,31,109,21,109
mention,31,109,31,109
celebrate,31,109,42,109
interesting,31,109,31,109
nursing,31,109,29,109
rest,31,109,40,109
bizarre,31,109,20,109
leaves,31,109,30,109
march,31,109,50,109
pointed,31,109,62,109
physical,31,109,24,109
yu,31,109,19,109
trapped,31,109,30,109
fate,31,109,36,109
anything,31,109,45,109
ok,31,109,26,109
gold,31,109,33,109
estate,31,109,38,109
somewhere,31,109,39,109
smile,31,109,35,109
favourite,31,109,34,109
upon,31,109,46,109
attraction,31,109,27,109
shock,31,109,36,109
convincing,31,109,21,109
1995,31,109,59,109
terms,31,109,61,109
receive,31,109,60,109
changed,31,109,52,109
sick,31,109,23,109
flanked,31,109,21,109
burn,31,109,17,109
scary,31,109,22,109
answers,31,109,41,109
clara,31,109,11,109
casino,31,109,30,109
laying,31,109,15,109
vulnerable,31,109,17,109
yesterday,31,109,26,109
laughed,31,109,29,109
normal,31,109,36,109
combination,31,109,31,109
excited,31,109,44,109
gong,31,109,6,109
as,31,109,66,109
title,31,109,29,109
remembered,31,109,38,109
60,31,109,50,109
color,31,109,34,109
doubt,31,109,32,109
originally,31,109,48,109
12,31,109,51,109
save,31,109,39,109
sell,31,109,46,109
extended,31,109,48,109
dirt,31,109,17,109
collins,30,109,36,109
became,30,109,59,109
en,30,109,38,109
body,30,109,39,109
thin,30,109,21,109
ying,30,109,20,109
blue,30,109,29,109
learn,30,109,45,109
frozen,30,109,27,109
chin,30,109,27,109
ice,30,109,37,109
sued,30,109,31,109
70s,30,109,23,109
sits,30,109,42,109
presence,30,109,50,109
struck,30,109,37,109
features,30,109,43,109
fit,30,109,55,109
thinks,30,109,47,109
carole,30,109,10,109
sofia,30,109,8,109
fragile,30,109,26,109
photographed,30,109,24,109
1920s,30,109,5,109
da,30,109,23,109
pain,30,109,31,109
entirely,30,109,36,109
bow,30,109,23,109
reed,30,109,38,109
recovering,30,109,34,109
signature,30,109,39,109
80s,30,109,24,109
monster,30,109,27,109
circle,30,109,39,109
sudden,30,109,39,109
bearing,30,109,48,109
considering,30,109,74,109
troubled,30,109,33,109
variety,30,109,44,109
feeling,30,109,40,109
represented,30,109,38,109
my,30,109,21,109
engagement,30,109,25,109
mom,30,109,15,109
get,30,109,65,109
last,30,109,75,109
but,30,109,74,109
talking,30,109,41,109
tried,30,109,53,109
25,30,109,69,109
upset,30,109,52,109
asked,30,109,57,109
there,30,109,65,109
supportive,30,109,30,109
shannon,30,109,15,109
las,30,109,11,109
vegas,30,109,5,109
friday,30,109,52,109
watching,30,109,45,109
heard,30,109,40,109
tell,30,109,39,109
27,30,109,38,109
works,30,109,42,109
throwing,30,109,42,109
26,30,109,52,109
fatal,30,109,29,109
rosa,30,109,16,109
talk,30,109,44,109
come,30,109,45,109
niece,30,109,11,109
stay,30,109,32,109
neighbor,30,109,30,109
door,30,109,44,109
calls,30,109,57,109
leave,30,109,46,109
some,30,109,70,109
fact,30,109,50,109
complained,30,109,45,109
through,30,109,49,109
might,30,109,55,109
happened,30,109,46,109
late,30,109,45,109
doctor,30,109,38,109
alongside,30,109,45,109
down,30,109,63,109
store,30,109,43,109
filming,30,109,28,109
dies,30,109,38,109
rode,30,109,25,109
admits,30,109,42,109
sitcom,30,109,21,109
oct,30,109,43,109
sort,30,109,32,109
mailed,30,109,30,109
mine,30,109,36,109
sent,30,109,41,109
comedy,30,109,21,109
case,30,109,44,109
cute,30,109,17,109
hopes,30,109,51,109
thoughts,30,109,46,109
unexpectedly,30,109,14,109
courtney,30,109,17,109
hide,30,109,45,109
lucky,30,109,31,109
setting,30,109,61,109
contest,30,109,26,109
supposedly,30,109,34,109
finger,30,109,30,109
keeping,30,109,10,109
neighbors,30,109,27,109
chat,30,109,2,109
prompted,30,109,44,109
listen,30,109,39,109
betsy,30,109,5,109
cooking,30,109,16,109
check,30,109,47,109
cause,30,109,48,109
prepared,30,109,58,109
survivor,30,109,28,109
dirty,30,109,33,109
referring,30,109,42,109
listening,30,109,36,109
dec,30,109,55,109
terrible,30,109,30,109
laugh,30,109,28,109
newly,30,109,35,109
sight,30,109,43,109
surviving,30,109,36,109
hoped,30,109,74,109
helps,30,109,36,109
peters,30,109,14,109
flying,30,109,25,109
regret,30,109,38,109
gray,30,109,41,109
prefers,30,109,50,109
1970,30,109,42,109
reminded,30,109,41,109
silver,30,109,40,109
meant,30,109,51,109
cleaning,30,109,18,109
touring,30,109,27,109
lesson,30,109,36,109
invite,30,109,42,109
experiences,30,109,35,109
reveal,30,109,50,109
realized,30,109,32,109
none,30,109,67,109
gender,30,109,28,109
chocolate,30,109,23,109
transform,30,109,28,109
absolutely,30,109,32,109
tested,30,109,38,109
seemingly,30,109,42,109
hosted,30,109,32,109
liu,30,109,41,109
include,30,109,49,109
south,30,109,62,109
1946,30,109,30,109
73,30,109,38,109
characters,30,109,32,109
75,30,109,57,109
frame,30,109,45,109
collection,30,109,28,109
paper,30,109,46,109
97,30,109,44,109
reply,30,109,42,109
those,30,109,63,109
matters,30,109,41,109
worth,30,109,40,109
spring,30,109,51,109
ill,30,109,34,109
sing,30,109,18,109
subject,30,109,31,109
former,29,109,52,109
theater,29,109,36,109
style,29,109,26,109
rare,29,109,35,109
york,29,109,45,109
1945,29,109,29,109
yet,29,109,60,109
french,29,109,26,109
legs,29,109,26,109
leigh,29,109,16,109
followed,29,109,75,109
able,29,109,65,109
idea,29,109,47,109
cries,29,109,27,109
persona,29,109,13,109
lawsuit,29,109,22,109
premiere,29,109,37,109
dramatic,29,109,18,109
ideal,29,109,31,109
quickly,29,109,41,109
usually,29,109,38,109
doing,29,109,47,109
front,29,109,63,109
recalled,29,109,49,109
lindsay,29,109,12,109
kissed,29,109,19,109
dame,29,109,22,109
sensation,29,109,28,109
schoolteacher,29,109,17,109
mode,29,109,20,109
cotton,29,109,27,109
rented,29,109,26,109
respectively,29,109,35,109
crying,29,109,18,109
hearts,29,109,36,109
addressing,29,109,54,109
circus,29,109,23,109
comments,29,109,64,109
fashioned,29,109,29,109
fort,29,109,47,109
arriving,29,109,40,109
touched,29,109,51,109
mostly,29,109,28,109
answer,29,109,56,109
above,29,109,49,109
dozen,29,109,57,109
stole,29,109,33,109
parents,29,109,26,109
brother,29,109,30,109
raped,29,109,20,109
infant,29,109,13,109
taylor,29,109,47,109
17,29,109,39,109
off,29,109,53,109
reportedly,29,109,51,109
three,29,109,48,109
town,29,109,50,109
williams,29,109,47,109
together,29,109,55,109
someone,29,109,41,109
jackson,29,109,48,109
domestic,29,109,16,109
money,29,109,54,109
shower,29,109,19,109
moore,29,109,37,109
asking,29,109,43,109
something,29,109,50,109
traveled,29,109,49,109
ward,29,109,50,109
days,29,109,62,109
planned,29,109,62,109
secretly,29,109,14,109
hit,29,109,32,109
mcdonald,29,109,44,109
seven,29,109,36,109
li,29,109,38,109
settled,29,109,33,109
afternoon,29,109,57,109
cole,29,109,41,109
though,29,109,67,109
conversation,29,109,52,109
suggested,29,109,52,109
stepmother,29,109,5,109
using,29,109,45,109
ll,29,109,48,109
showed,29,109,67,109
meet,29,109,62,109
andrews,29,109,25,109
embrace,29,109,35,109
