pair,label,prop-specific,non-specific,p,l,n,i,r,b,u
"('square', 'armrest')",pos,0.0,17.0,0.0,0.0,0.0,16.0,1.0,0.0,156.0
"('square', 'tray')",pos,0.0,39.0,0.0,0.0,0.0,38.0,1.0,0.0,555.0
"('square', 'lounge')",pos,0.0,26.0,0.0,0.0,0.0,25.0,1.0,0.0,487.0
"('square', 'toilet')",pos,0.0,41.0,0.0,0.0,0.0,39.0,2.0,0.0,629.0
"('square', 'marble')",pos,0.0,31.333333333333332,0.0,0.0,0.0,29.333333333333332,2.0,0.0,560.0
"('square', 'diskette')",pos,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,134.5
"('square', 'bookshelf')",pos,0.0,35.0,0.0,0.0,0.0,34.0,1.0,0.0,372.0
"('square', 'sunroom')",pos,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,114.5
"('square', 'balcony')",pos,0.0,28.0,0.0,0.0,0.0,26.0,2.0,0.0,565.0
"('square', 'cabinet')",pos,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,520.5
"('square', 'bookcase')",pos,0.0,37.0,0.0,0.0,0.0,35.0,2.0,0.0,282.5
"('square', 'washroom')",pos,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,155.0
"('square', 'window')",pos,0.0,47.0,0.0,0.0,0.0,45.0,2.0,0.0,992.3333333333334
"('square', 'page')",pos,0.0,40.333333333333336,0.0,0.0,0.0,38.333333333333336,2.0,0.0,1057.0
"('square', 'server')",pos,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,504.5
"('square', 'sideboard')",pos,0.0,13.5,0.0,0.0,0.0,13.5,0.0,0.0,115.0
"('square', 'luggage')",pos,0.0,29.5,0.0,0.0,0.0,28.5,1.0,0.0,634.0
"('square', 'lavatory')",pos,0.0,18.5,0.0,0.0,0.0,18.5,0.0,0.0,248.0
"('square', 'macintosh')",pos,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,293.0
"('square', 'phone')",pos,0.0,35.666666666666664,0.0,0.0,0.0,35.666666666666664,0.0,0.0,974.3333333333334
"('square', 'hardware')",pos,0.0,27.5,0.0,0.0,0.0,27.0,0.5,0.0,667.0
"('square', 'box')",pos,0.0,51.25,0.0,0.0,0.0,49.25,2.0,0.0,1060.0
"('square', 'kitchenette')",pos,0.0,11.5,0.0,0.0,0.0,11.5,0.0,0.0,103.5
"('square', 'hallway')",pos,0.0,46.0,0.0,0.0,0.0,44.0,2.0,0.0,724.0
"('square', 'locker')",pos,0.0,17.0,0.0,0.0,0.0,15.0,2.0,0.0,274.0
"('square', 'table')",pos,0.0,42.666666666666664,0.0,0.0,0.0,40.666666666666664,2.0,0.0,955.0
"('square', 'floppy')",pos,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,94.0
"('square', 'workroom')",pos,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,106.0
"('square', 'mainframe')",pos,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,269.5
"('square', 'notebook')",pos,0.0,36.5,0.0,0.0,0.0,35.0,1.5,0.0,523.0
"('square', 'photocopier')",pos,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,152.0
"('square', 'classroom')",pos,0.0,43.0,0.0,0.0,0.0,41.5,1.5,0.0,956.5
"('square', 'snack')",pos,0.0,27.0,0.0,0.0,0.0,26.5,0.5,0.0,706.5
"('square', 'computer')",pos,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,986.0
"('square', 'workspace')",pos,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,187.0
"('square', 'workstation')",pos,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,243.5
"('square', 'cafeteria')",pos,0.0,36.5,0.0,0.0,0.0,34.5,2.0,0.0,771.5
"('square', 'cubicle')",pos,0.0,42.5,0.0,0.0,0.0,41.5,1.0,0.0,541.0
"('square', 'bookmark')",pos,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,265.5
"('square', 'kitchen')",pos,0.0,47.0,0.0,0.0,0.0,45.0,2.0,0.0,897.5
"('square', 'folder')",pos,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,361.5
"('square', 'suite')",pos,0.0,29.666666666666668,0.0,0.0,0.0,28.666666666666668,1.0,0.0,605.6666666666666
"('square', 'pantry')",pos,0.0,21.5,0.0,0.0,0.0,21.5,0.0,0.0,474.0
"('square', 'parlor')",pos,0.0,20.0,0.0,0.0,0.0,18.5,1.5,0.0,274.5
"('square', 'dumbwaiter')",pos,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,51.0
"('square', 'rack')",pos,0.0,30.333333333333332,0.0,0.0,0.0,28.666666666666668,1.6666666666666667,0.0,352.6666666666667
"('square', 'couch')",pos,0.0,39.333333333333336,0.0,0.0,0.0,37.333333333333336,2.0,0.0,820.3333333333334
"('square', 'playroom')",pos,0.0,15.5,0.0,0.0,0.0,15.5,0.0,0.0,200.0
"('square', 'desk')",pos,0.0,62.0,0.0,0.0,0.0,60.0,2.0,0.0,1027.0
"('square', 'barrel')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
"('square', 'pen')",neg,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,179.33333333333334
"('square', 'ball')",neg,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,774.0
"('square', 'planet')",neg,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,651.5
"('square', 'frisbee')",neg,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,258.0
"('square', 'wheel')",neg,0.0,5.0,0.0,0.0,0.0,4.666666666666667,0.3333333333333333,0.0,206.0
"('square', 'apple')",neg,0.0,18.2,0.0,0.0,0.0,18.0,0.2,0.0,666.4
"('square', 'mug')",neg,0.0,15.333333333333334,0.0,0.0,0.0,15.333333333333334,0.0,0.0,341.6666666666667
"('square', 'door')",neg,0.0,16.0,0.0,0.0,0.0,15.0,1.0,0.0,909.0
"('square', 'bucket')",neg,0.0,8.333333333333334,0.0,0.0,0.0,8.0,0.3333333333333333,0.0,595.3333333333334
"('square', 'tortilla')",neg,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,144.5
"('square', 'egg')",neg,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,107.0
"('square', 'disk')",neg,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,208.5
"('square', 'tape')",neg,0.0,19.666666666666668,0.0,0.0,0.0,19.0,0.6666666666666666,0.0,621.6666666666666
"('square', 'orange')",neg,0.0,8.166666666666666,0.0,0.0,0.0,7.833333333333333,0.3333333333333333,0.0,223.66666666666666
"('square', 'sphere')",neg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,355.5
"('square', 'cds')",neg,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,593.0
"('square', 'circle')",neg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,123.33333333333333
"('square', 'bracelet')",neg,0.0,6.5,0.0,0.0,0.0,6.5,0.0,0.0,235.0
"('square', 'doorknob')",neg,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,180.0
"('square', 'globe')",neg,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,566.0
"('warm', 'linen')",pos,4.0,45.666666666666664,1.6666666666666667,1.3333333333333333,1.0,37.0,8.666666666666666,0.0,554.3333333333334
"('warm', 'head')",pos,4.666666666666667,74.0,2.0,1.5,1.1666666666666667,58.833333333333336,15.166666666666666,0.0,1417.6666666666667
"('warm', 'helmet')",pos,2.0,41.5,1.0,1.0,0.0,35.0,6.5,0.0,775.5
"('warm', 'scarf')",pos,4.0,42.0,2.0,1.0,1.0,35.0,7.0,0.0,616.0
"('warm', 'space')",pos,1.75,30.25,0.5,0.0,1.25,25.0,5.25,0.0,876.0
"('warm', 'glass')",pos,5.0,53.0,1.0,2.0,2.0,41.0,12.0,0.0,960.3333333333334
"('warm', 'shoe')",pos,3.0,42.5,0.0,2.0,1.0,36.0,6.5,0.0,1221.5
"('warm', 'chiffon')",pos,1.0,18.0,0.0,1.0,0.0,15.5,2.5,0.0,194.0
"('warm', 'mug')",pos,6.333333333333333,36.333333333333336,3.6666666666666665,1.0,1.6666666666666667,28.666666666666668,7.666666666666667,0.0,523.6666666666666
"('warm', 'brogue')",pos,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,125.0
"('warm', 'necktie')",pos,2.0,27.5,1.0,1.0,0.0,23.5,4.0,0.0,338.0
"('warm', 'footwear')",pos,1.0,30.5,1.0,0.0,0.0,26.0,4.5,0.0,554.5
"('warm', 'mitten')",pos,0.5,6.0,0.5,0.0,0.0,3.0,3.0,0.0,130.5
"('warm', 'robe')",pos,1.0,37.5,1.0,0.0,0.0,33.0,4.5,0.0,525.0
"('warm', 'topcoat')",pos,0.0,10.0,0.0,0.0,0.0,7.0,3.0,0.0,75.5
"('warm', 'corset')",pos,3.0,32.0,2.0,1.0,0.0,28.0,4.0,0.0,331.5
"('warm', 'cassock')",pos,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,113.0
"('warm', 'shawl')",pos,2.0,28.0,1.0,1.0,0.0,23.0,5.0,0.0,298.0
"('warm', 'drink')",pos,4.0,51.75,1.0,2.0,1.0,41.75,10.0,0.0,900.5
"('warm', 'glove')",pos,2.5,24.5,1.5,1.0,0.0,20.5,4.0,0.0,610.0
"('warm', 'juice')",pos,3.0,23.333333333333332,0.6666666666666666,0.6666666666666666,1.6666666666666667,18.666666666666668,4.666666666666667,0.0,146.33333333333334
"('warm', 'tunic')",pos,0.0,29.0,0.0,0.0,0.0,25.5,3.5,0.0,307.0
"('warm', 'kimono')",pos,0.0,26.5,0.0,0.0,0.0,21.5,5.0,0.0,352.0
"('warm', 'basement')",pos,7.0,40.5,3.0,2.0,2.0,33.0,7.5,0.0,959.0
"('warm', 'uniform')",pos,6.5,55.5,1.5,3.0,2.0,48.0,7.5,0.0,1361.0
"('warm', 'heat')",pos,9.0,59.666666666666664,4.0,3.0,2.0,45.0,14.666666666666666,0.0,690.3333333333334
"('warm', 'dress')",pos,3.5,51.0,1.0,1.5,1.0,42.5,8.5,0.0,968.0
"('warm', 'costume')",pos,2.0,27.0,1.0,0.0,1.0,23.5,3.5,0.0,741.0
"('warm', 'overcoat')",pos,2.5,30.5,2.5,0.0,0.0,26.0,4.5,0.0,330.0
"('warm', 'feather')",pos,0.6666666666666666,34.0,0.6666666666666666,0.0,0.0,29.333333333333332,4.666666666666667,0.0,554.6666666666666
"('warm', 'shalwar')",pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
"('warm', 'sleeve')",pos,4.0,32.5,1.0,2.0,1.0,26.0,6.5,0.0,557.5
"('warm', 'jacket')",pos,6.333333333333333,48.0,2.6666666666666665,2.6666666666666665,1.0,39.333333333333336,8.666666666666666,0.0,606.6666666666666
"('warm', 'fireplace')",pos,8.0,45.0,4.0,2.0,2.0,35.5,9.5,0.0,653.0
"('warm', 'flame')",pos,5.5,46.0,1.5,2.0,2.0,37.0,9.0,0.0,788.5
"('warm', 'flannel')",pos,3.5,25.0,1.0,1.5,1.0,20.0,5.0,0.0,230.0
"('warm', 'sweater')",pos,2.5,33.5,1.5,1.0,0.0,27.5,6.0,0.0,536.5
"('warm', 'candle')",pos,5.0,21.666666666666668,2.0,2.0,1.0,16.0,5.666666666666667,0.0,372.0
"('warm', 'lava')",pos,4.0,25.0,0.0,2.0,2.0,20.0,5.0,0.0,374.0
"('warm', 'cloak')",pos,1.5,21.5,0.5,0.0,1.0,14.5,7.0,0.0,322.0
"('warm', 'casserole')",pos,4.0,34.0,1.6666666666666667,0.3333333333333333,2.0,28.333333333333332,5.666666666666667,0.0,196.66666666666666
"('warm', 'slipper')",pos,2.5,20.5,1.5,1.0,0.0,19.5,1.0,0.0,237.5
"('warm', 'quesadilla')",pos,2.0,18.5,1.0,0.0,1.0,16.0,2.5,0.0,126.0
"('warm', 'leotard')",pos,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,106.5
"('warm', 'bathtub')",pos,2.5,42.5,1.0,1.5,0.0,34.5,8.0,0.0,636.5
"('warm', 'clothing')",pos,7.0,59.0,2.0,3.0,2.0,45.0,14.0,0.0,1175.5
"('warm', 'vest')",pos,0.5,12.0,0.0,0.5,0.0,11.0,1.0,0.0,273.5
"('warm', 'jean')",pos,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,125.0
"('warm', 'waist')",pos,3.0,42.0,1.0,2.0,0.0,37.0,5.0,0.0,629.0
"('warm', 'kettle')",pos,4.666666666666667,36.0,1.3333333333333333,1.3333333333333333,2.0,29.666666666666668,6.333333333333333,0.0,451.0
"('warm', 'coat')",pos,5.0,56.5,2.5,0.5,2.0,46.0,10.5,0.0,568.5
"('warm', 'blanket')",pos,7.0,66.5,4.0,1.0,2.0,52.5,14.0,0.0,1142.5
"('warm', 'cake')",pos,2.3333333333333335,35.333333333333336,1.0,0.6666666666666666,0.6666666666666666,29.0,6.333333333333333,0.0,445.0
"('warm', 'bodice')",pos,0.0,13.5,0.0,0.0,0.0,11.0,2.5,0.0,165.0
"('warm', 'undergarment')",pos,1.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,90.5
"('warm', 'atmosphere')",pos,8.0,40.333333333333336,4.0,2.0,2.0,28.666666666666668,11.666666666666666,0.0,973.6666666666666
"('warm', 'tile')",pos,4.0,21.5,1.0,1.0,2.0,16.5,5.0,0.0,446.5
"('warm', 'nose')",pos,3.75,38.5,0.0,2.75,1.0,30.25,8.25,0.0,598.25
"('warm', 'vinyl')",pos,4.5,38.0,2.0,2.0,0.5,30.5,7.5,0.0,702.0
"('warm', 'boot')",pos,2.5,37.0,1.5,0.0,1.0,30.0,7.0,0.0,951.0
"('warm', 'soup')",pos,6.666666666666667,43.333333333333336,2.6666666666666665,2.0,2.0,37.333333333333336,6.0,0.0,420.0
"('warm', 'dragon')",pos,1.3333333333333333,41.666666666666664,0.3333333333333333,0.0,1.0,35.0,6.666666666666667,0.0,957.3333333333334
"('warm', 'turtleneck')",pos,2.0,23.0,1.0,1.0,0.0,17.0,6.0,0.0,205.0
"('warm', 'headgear')",pos,2.5,19.5,0.5,1.0,1.0,15.0,4.5,0.0,378.0
"('warm', 'suit')",pos,3.0,33.333333333333336,1.0,1.0,1.0,27.333333333333332,6.0,0.0,913.0
"('warm', 'cloth')",pos,5.0,64.0,1.5,2.0,1.5,51.5,12.5,0.0,939.0
"('warm', 'vapor')",pos,8.0,32.0,3.0,3.0,2.0,23.0,9.0,0.0,367.5
"('warm', 'sheepskin')",pos,2.0,19.0,1.0,1.0,0.0,12.666666666666666,6.333333333333333,0.0,158.33333333333334
"('warm', 'poncho')",pos,2.0,31.5,1.0,1.0,0.0,26.0,5.5,0.0,265.5
"('warm', 'stove')",pos,9.0,57.5,4.0,3.0,2.0,44.0,13.5,0.0,581.0
"('warm', 'smoke')",pos,4.333333333333333,38.666666666666664,0.0,2.3333333333333335,2.0,33.333333333333336,5.333333333333333,0.0,518.6666666666666
"('warm', 'blouse')",pos,0.0,25.0,0.0,0.0,0.0,21.5,3.5,0.0,403.5
"('warm', 'comforter')",pos,3.0,27.5,2.0,0.0,1.0,22.5,5.0,0.0,219.0
"('warm', 'leather')",pos,3.5,44.0,0.5,2.0,1.0,35.0,9.0,0.0,529.5
"('warm', 'mask')",pos,6.5,46.5,2.5,3.0,1.0,36.5,10.0,0.0,953.5
"('warm', 'sun')",pos,8.0,33.0,4.0,2.0,2.0,27.5,5.5,0.0,740.0
"('warm', 'tea')",pos,5.4,67.4,3.0,1.2,1.2,53.0,14.4,0.0,1328.8
"('warm', 'heating')",pos,7.0,23.0,4.0,1.0,2.0,18.0,5.0,0.0,353.0
"('warm', 'toilet')",pos,3.0,45.0,1.0,0.5,1.5,36.0,9.0,0.0,816.5
"('warm', 'pullover')",pos,2.5,24.0,1.5,1.0,0.0,19.0,5.0,0.0,162.5
"('warm', 'frock')",pos,1.0,11.5,0.0,0.0,1.0,11.5,0.0,0.0,192.0
"('warm', 'outerwear')",pos,1.0,25.0,1.0,0.0,0.0,20.0,5.0,0.0,252.0
"('warm', 'parka')",pos,7.0,34.5,3.0,3.0,1.0,28.0,6.5,0.0,272.0
"('warm', 'dad')",pos,1.0,27.5,0.0,0.0,1.0,24.0,3.5,0.0,815.5
"('warm', 'underwear')",pos,4.5,48.0,1.0,2.0,1.5,39.5,8.5,0.0,927.0
"('warm', 'gown')",pos,1.5,30.0,0.5,0.0,1.0,20.5,9.5,0.0,523.5
"('warm', 'turban')",pos,0.0,16.5,0.0,0.0,0.0,13.5,3.0,0.0,274.5
"('warm', 'skirt')",pos,3.6666666666666665,58.666666666666664,2.0,0.6666666666666666,1.0,47.333333333333336,11.333333333333334,0.0,1067.0
"('warm', 'calfskin')",pos,0.0,8.5,0.0,0.0,0.0,6.5,2.0,0.0,48.0
"('warm', 'jungle')",pos,3.0,33.5,0.0,2.0,1.0,27.0,6.5,0.0,843.0
"('warm', 'coverall')",pos,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,64.5
"('warm', 'nightgown')",pos,3.0,16.0,1.0,2.0,0.0,15.0,1.0,0.0,199.0
"('warm', 'deerskin')",pos,1.0,10.0,0.0,1.0,0.0,7.0,3.0,0.0,55.0
"('warm', 'waistcoat')",pos,0.0,18.0,0.0,0.0,0.0,15.0,3.0,0.0,123.5
"('warm', 'coffee')",pos,6.8,62.6,3.2,1.8,1.8,51.6,11.0,0.0,1306.6
"('warm', 'winter')",pos,6.5,56.0,4.0,0.5,2.0,43.5,12.5,0.0,984.0
"('warm', 'cape')",pos,0.0,16.0,0.0,0.0,0.0,11.5,4.5,0.0,295.0
"('warm', 'legging')",pos,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,53.5
"('warm', 'sock')",pos,4.666666666666667,29.666666666666668,1.3333333333333333,2.3333333333333335,1.0,25.0,4.666666666666667,0.0,475.3333333333333
"('warm', 'loincloth')",pos,0.0,20.5,0.0,0.0,0.0,17.5,3.0,0.0,118.0
"('warm', 'taffeta')",pos,0.0,12.0,0.0,0.0,0.0,10.5,1.5,0.0,168.0
"('warm', 'headdress')",pos,1.0,18.0,1.0,0.0,0.0,15.5,2.5,0.0,274.0
"('warm', 'cheesecloth')",pos,1.0,15.5,1.0,0.0,0.0,14.0,1.5,0.0,134.0
"('warm', 'garment')",pos,1.0,20.5,0.0,1.0,0.0,15.0,5.5,0.0,645.5
"('warm', 'sandal')",pos,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,263.0
"('warm', 'hat')",pos,0.0,17.5,0.0,0.0,0.0,15.5,2.0,0.0,165.5
"('warm', 'people')",pos,1.5,43.5,0.5,1.0,0.0,36.0,7.5,0.0,1394.5
"('warm', 'bed')",pos,5.0,66.0,2.5,1.5,1.0,52.5,13.5,0.0,1226.0
"('warm', 'water')",pos,8.25,77.25,4.0,2.25,2.0,58.0,19.25,0.0,1277.0
"('warm', 'outfit')",pos,5.0,55.5,2.0,2.0,1.0,46.5,9.0,0.0,1412.5
"('warm', 'wool')",pos,4.666666666666667,51.666666666666664,2.6666666666666665,2.0,0.0,42.333333333333336,9.333333333333334,0.0,650.3333333333334
"('warm', 'toe')",pos,1.0,18.5,0.0,0.0,1.0,12.5,6.0,0.0,263.5
"('warm', 'trouser')",pos,0.0,20.0,0.0,0.0,0.0,16.5,3.5,0.0,228.0
"('warm', 'tortilla')",pos,6.5,36.5,3.0,1.5,2.0,32.0,4.5,0.0,303.5
"('warm', 'river')",pos,1.5,43.0,0.5,0.0,1.0,33.5,9.5,0.0,860.0
"('warm', 'sunglass')",pos,0.0,9.5,0.0,0.0,0.0,8.5,1.0,0.0,94.5
"('warm', 'undershirt')",pos,1.0,16.0,0.0,1.0,0.0,13.0,3.0,0.0,152.5
"('warm', 'attire')",pos,2.5,42.5,0.5,2.0,0.0,36.5,6.0,0.0,740.5
"('warm', 'jumpsuit')",pos,1.0,22.5,0.0,1.0,0.0,20.5,2.0,0.0,302.5
"('warm', 'denim')",pos,1.5,20.5,0.5,1.0,0.0,17.5,3.0,0.0,498.0
"('warm', 'stocking')",pos,0.5,43.0,0.5,0.0,0.0,37.5,5.5,0.0,669.5
"('warm', 'towel')",pos,6.5,53.5,3.5,1.0,2.0,42.5,11.0,0.0,640.0
"('warm', 'wig')",pos,1.3333333333333333,29.0,0.0,1.3333333333333333,0.0,24.666666666666668,4.333333333333333,0.0,442.3333333333333
"('warm', 'bathrobe')",pos,1.0,19.0,1.0,0.0,0.0,15.5,3.5,0.0,276.0
"('warm', 'forest')",neg,3.0,27.5,1.0,2.0,0.0,20.5,7.0,0.0,839.0
"('warm', 'beer')",neg,1.6666666666666667,45.666666666666664,1.0,0.6666666666666666,0.0,36.333333333333336,9.333333333333334,0.0,1219.3333333333333
"('warm', 'lace')",neg,0.0,23.5,0.0,0.0,0.0,18.5,5.0,0.0,555.0
"('warm', 'candy')",neg,0.5,35.5,0.0,0.5,0.0,31.0,4.5,0.0,963.5
"('warm', 'surfboard')",neg,1.0,26.0,1.0,0.0,0.0,21.0,5.0,0.0,360.0
"('warm', 'necklace')",neg,0.0,12.5,0.0,0.0,0.0,10.5,2.0,0.0,546.0
"('warm', 'telephone')",neg,0.0,22.0,0.0,0.0,0.0,18.0,4.0,0.0,1038.0
"('warm', 'miniskirt')",neg,2.0,20.5,0.0,1.0,1.0,17.5,3.0,0.0,225.5
"('warm', 'cuff')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"('warm', 'icicle')",neg,1.0,12.0,0.0,1.0,0.0,7.0,5.0,0.0,102.5
"('warm', 'grosgrain')",neg,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,47.0
"('warm', 'bikini')",neg,1.0,16.0,0.0,1.0,0.0,13.0,3.0,0.0,479.5
"('warm', 'ice')",neg,2.3333333333333335,34.666666666666664,2.3333333333333335,0.0,0.0,25.333333333333332,9.333333333333334,0.0,805.0
"('warm', 'fridge')",neg,4.0,48.0,2.0,1.0,1.0,37.5,10.5,0.0,674.0
"('warm', 'cummerbund')",neg,0.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,65.0
"('warm', 'anklet')",neg,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,46.5
"('warm', 'earring')",neg,0.0,7.5,0.0,0.0,0.0,6.0,1.5,0.0,271.0
"('warm', 'collar')",neg,0.0,13.5,0.0,0.0,0.0,12.5,1.0,0.0,704.5
"('warm', 'feeling')",neg,6.0,36.5,3.0,2.0,1.0,31.5,5.0,0.0,1116.0
"('warm', 'garter')",neg,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,156.0
"('warm', 'sword')",neg,0.0,5.333333333333333,0.0,0.0,0.0,4.666666666666667,0.6666666666666666,0.0,150.66666666666666
"('warm', 'pomade')",neg,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,45.5
"('warm', 'bandana')",neg,1.0,19.0,0.0,1.0,0.0,14.0,5.0,0.0,206.0
"('warm', 'lemonade')",neg,0.0,18.333333333333332,0.0,0.0,0.0,12.0,6.333333333333333,0.0,409.0
"('warm', 'moon')",neg,0.0,3.6666666666666665,0.0,0.0,0.0,2.3333333333333335,1.3333333333333333,0.0,58.666666666666664
"('warm', 'bag')",neg,1.6666666666666667,45.0,0.0,1.6666666666666667,0.0,40.666666666666664,4.333333333333333,0.0,1059.6666666666667
"('warm', 'handkerchief')",neg,1.0,26.0,0.0,1.0,0.0,19.0,7.0,0.0,398.5
"('warm', 'shoelace')",neg,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,117.0
"('warm', 'can')",neg,4.25,57.0,1.75,1.5,1.0,46.0,11.0,0.0,1505.5
