,weapon,vegetable,cutlery,mammal,animal,no-cat,tool,bird,all,communication,relation,used_in_cooking,object,food,plant,measure,vehicle,mean
turnip,0.0,0.015522388937542217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608925086628183,0.015522388937542217,0.0,0.0,0.002772589925962721
broccoli,0.0,0.0038846206069874612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004028656464115497,0.0038846206069874612,0.0,0.0,0.0006939939810641423
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0,0.014416149768073275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014794527221155158,0.014416149768073275,0.0,0.0,0.0025662839269001004
chickpea,0.0,0.011204681490526313,0.0,0.0,0.0,0.011209198873340957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333602679892184,0.011204681490526313,0.0,0.0,0.0026442449726050456
lentil,0.0,0.02050502617606543,0.0,0.0,0.0,0.020550941609155705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02304385503609523,0.02050502617606543,0.0,0.0,0.0049767558233754
artichoke,0.0,0.012778712807179021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013210576219626251,0.012778712807179021,0.0,0.0,0.002280470696116723
celery,0.0,0.005018618922832163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005072915534812272,0.005018618922832163,0.0,0.0,0.0008888325517927412
carrot,0.0,0.003325011000426383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034654646691671806,0.003325011000426383,0.0,0.0,0.000595028627648232
asparagus,0.0,0.005513132430988833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005638470101301899,0.005513132430988833,0.0,0.0,0.000980278527251739
tomato,0.0,0.012889607730905748,0.0,0.0,0.0,0.0,0.0,0.0,0.012295675742726978,0.0,0.0,0.0,0.01229184411619875,0.01490522187594991,0.012889607730905748,0.0,0.0,0.0038395268939227724
vegetable,0.0,0.002095506770314945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021634307965693435,0.002095506770314945,0.0,0.0,0.0003737908433646608
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.0,0.009074313533911546,0.0,0.0,0.0,0.0,0.0,0.0,0.00810973090991056,0.0,0.0,0.0,0.008102112256290834,0.009488964814160774,0.009074313533911546,0.0,0.0,0.002579378532246192
cauliflower,0.0,0.004694819975365406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085400059257733,0.004694819975365406,0.0,0.0,0.000851472941764032
pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0012090423746501408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012693137609688838,0.0,0.0,0.0,0.00014578565503641321
potato,0.0,0.012653065144943793,0.0,0.0,0.0,0.0,0.0,0.0,0.013976098058343874,0.0,0.0,0.0,0.013979339502083937,0.014300334170250516,0.012653065144943793,0.0,0.0,0.003974229530621524
bean,0.0,0.005536956729359268,0.0,0.0,0.0,0.005641156178906694,0.0,0.0,0.005511348402474918,0.0,0.0,0.0,0.005511920639995262,0.005667265440683852,0.005536956729359268,0.0,0.0,0.001965035536516427
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02221813113890561,0.0,0.0013069488905238596
cleaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003550321929941,0.0,0.00020884246646711764
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.0015232816583535677,0.0,0.0,0.0,0.0,0.0,0.0007578491589555115,0.0,0.0,0.0,0.000860784635801704,0.0,0.0,0.0,0.0,0.00018481855606534018
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beef,0.0,0.0,0.0,0.009507218810551474,0.010258395686177438,0.0,0.0,0.0,0.008428514552559808,0.0,0.0,0.0,0.008425270235998749,0.009182204076192172,0.0,0.0,0.0,0.002694211962439979
drill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scallop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015682418269183342,0.0,0.01154053408577738,0.0,0.0016013501385271013
prawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005787917002652441,0.0,0.0,0.0,0.0003404657060383789
bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster,0.0,0.0,0.0,0.0,0.01846848942390635,0.0,0.0,0.0,0.014488003970819672,0.0,0.0,0.0,0.014481285170496037,0.016784968954954647,0.0,0.0,0.0,0.0037778086776574533
chicken,0.0,0.0,0.0,0.0,0.047938235740710385,0.0,0.0,0.0456070027374344,0.03728243449393909,0.0,0.0,0.0,0.037280862041267654,0.04245688093725265,0.0,0.0,0.0,0.012386200938270834
shrimp,0.0,0.0,0.0,0.0,0.009477476318180614,0.0,0.0,0.0,0.007469116508292086,0.0,0.0,0.0,0.00746497994550891,0.009048627490163243,0.0,0.0,0.0,0.0019682470742438153
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0.0,0.0,0.0,0.0,0.0,0.009583899718223021,0.0,0.0,0.010702770230257265,0.0,0.0,0.0,0.010727229385800714,0.0,0.009376851641431696,0.0,0.0,0.0023759265279831
pineapple,0.0,0.0,0.0,0.0,0.0,0.007927117340631873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008680992619910104,0.007880230991963208,0.0,0.0,0.0014404906442650107
coconut,0.0,0.0,0.0,0.0,0.0,0.003165711741271438,0.0,0.0,0.003477150771785728,0.0,0.0,0.0,0.003478770840571178,0.0035681133491781715,0.0031514394663666244,0.0,0.0,0.000990658009951361
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.0033208238062331905,0.0,0.0,0.0034334670203617452,0.0,0.003190459174551824,0.0,0.003433843186396179,0.003441184132591541,0.003282795484331304,0.0,0.0,0.0011825042826156345
lime,0.0,0.0,0.0,0.0,0.0,0.005588060004327748,0.0,0.0,0.005676575864064546,0.0,0.00536948114544503,0.0,0.005677802555480154,0.005852385207021824,0.005540096126087104,0.0,0.0,0.0019826118177897886
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0038430249313192435,0.0,0.0,0.0028213552751001018,0.0,0.0,0.0,0.0,0.0,0.0030592000865989626,0.0,0.0005719753113540182
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009088710196172497,0.0,0.0,0.0,0.0010387526307856715,0.0,0.0,0.0,0.0,0.00011456609708252477
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.038316416387066,0.0,0.01695040157692793,0.0,0.0,0.0,0.018947691027846388,0.0,0.0,0.0,0.0,0.004365559352461195
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011314565539433875,0.0,0.00017136670594637178,0.0,0.00012213119621144232,0.0,0.0,0.00013962828455812824,0.0,3.213363777119301e-05
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006921406498633733,0.0012725512664392236,0.0,0.0,0.0007901439007137021,0.0,0.0,0.0,0.0,0.00016204916570684112
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008998555322963348,0.0,0.0,0.0,0.0010119288114853317,0.0,0.0,0.0,0.0,0.00011245790257539215
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015809501278251217,0.0,0.0,0.0,0.015828559537643068,0.012713430448740699,0.0,0.0,0.0,0.0026089112508608818
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02149544743529723,0.0,0.0,0.0,0.0,0.018739801210573927,0.0,0.0,0.0,0.002366779332110068
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02319705102212765,0.0,0.0,0.0,0.0,0.022632529079836143,0.0,0.0,0.0,0.0026958576530566936
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022604272335778695,0.0,0.0,0.0,0.0013296630785752173
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025692949853764996,0.0,0.02343277266295066,0.0,0.0,0.026747546435909965,0.0,0.0,0.0,0.004463133467801507
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04680112219696387,0.0,0.0,0.0,0.0,0.04930897153068267,0.0,0.0,0.0,0.005653534925155679
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06303357041712251,0.0,0.0,0.0,0.003707857083360148
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162019724885252,0.0,0.0,0.0,9.530572052073647e-05
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022733592270325335,0.0,0.0,0.0,0.0,0.02428279578394405,0.0,0.0,0.0,0.002765669885545258
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007413169550207063,0.0,0.0,0.0,0.0074119898868142,0.0,0.0,0.0,0.0,0.0008720682021777214
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004455625905885453,0.0,0.0,0.0,0.0002620956415226737
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019000015032181242,0.0,0.0,0.0,0.018999979056546056,0.01948232852092493,0.01837863030289211,0.0,0.0,0.00446240899485555
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021173016404217874,0.0,0.0,0.0,0.0,0.026127497410282377,0.0,0.0,0.0,0.002782383165558838
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016353952945941008,0.0,0.0,0.0,0.0009619972321141769
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02215442871619489,0.0,0.0,0.0,0.0013032016891879345
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014644808341662704,0.0,0.0,0.0,0.014641181233643144,0.017196742038393338,0.017024343649980817,0.0,0.0,0.0037357103096282355
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009269273880870059,0.0,0.0,0.0,0.009271948881568445,0.009363224547742617,0.008573667499711715,0.0,0.0,0.002145771459405461
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033779170797985265,0.0,0.0,0.0,0.03376140742539449,0.03757847783413847,0.0,0.0,0.039224809944740986,0.008490815647191717
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02266743483888937,0.0,0.0,0.0,0.0,0.027078577092691816,0.0,0.0,0.0,0.002926235995975364
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018287878787895204,0.0,0.0,0.0,0.0,0.020687992509476404,0.0,0.0,0.0,0.0022926983116100946
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252349139436505,0.0,0.0,0.0,0.0014844067025676765
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021180913228753564,0.0,0.0,0.0,0.0,0.022198134535701308,0.0,0.016476682166634286,0.0,0.003520925290064068
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01918828272905979,0.0,0.0,0.0,0.0,0.016351349836253925,0.0,0.0,0.0,0.002090566621489042
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02372274212869572,0.0,0.0,0.0,0.0013954554193350423
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027306220030511044,0.0,0.0,0.0,0.001606248237088885
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029365799489790255,0.0,0.0,0.0,0.0,0.029855182145707027,0.0,0.0,0.0,0.0034835871550292523
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013227285698614517,0.0,0.0,0.0,0.013228593379156762,0.013495835127278435,0.0,0.0,0.0,0.0023501008355911596
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027979919321752818,0.0,0.0,0.0,0.0,0.030001777852522067,0.0,0.0,0.0,0.0034106880690749934
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028108619544388733,0.0,0.0,0.0,0.0,0.037012254919146705,0.0,0.0,0.0,0.0038306396743256143
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01958056578350679,0.0,0.0,0.0,0.01958343548817047,0.018905516797855418,0.0,0.0,0.0,0.0034158540040901573
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587994900390317,0.0,0.0,0.0,0.0,0.016577995642777472,0.0,0.0,0.0,0.0019092908615694496
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07906610621351963,0.0,0.0,0.0,0.07907476974109076,0.0694656781178528,0.0,0.0,0.0,0.013388620827791953
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011907847471766358,0.0,0.0007004616159862563
cornmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04714820815933724,0.0,0.0,0.0,0.0,0.042546376843401235,0.0,0.0,0.0,0.005276152058984616
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noodle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014588695431398287,0.0,0.0,0.0,0.0,0.01518666455085047,0.0,0.0,0.0,0.0017514917636616916
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220767762726712,0.0,0.0,0.0,0.0,0.022619741210011216,0.0,0.018565884536179876,0.0,0.0037213177658154293
