pair,label,prop-specific,non-specific,p,l,n,i,r,b,u
"('square', 'sunroom')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8329680668510455
"('square', 'couch')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'dresser')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8167819883090819
"('square', 'dumbwaiter')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.7985147573081793
"('square', 'footrest')",pos,,0.8363588274177424,,,,0.8363588274177424,,,0.8329680668510455
"('square', 'gameboard')",pos,,0.7837342669341074,,,,0.7837342669341074,,,0.8561118379725579
"('square', 'kitchen')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'floor')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'photocopier')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.7518480334502733
"('square', 'closet')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8561118379725579
"('square', 'newspaper')",pos,,0.8323791193659558,,,,0.8323791193659558,,,0.8823106446532378
"('square', 'luggage')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'cabinet')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8561118379725579
"('square', 'classroom')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'pantry')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'mainframe')",pos,,0.8168580564076694,,,,0.8168580564076694,,,0.8823106446532378
"('square', 'wallpaper')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8334317563119996
"('square', 'armoire')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.7985147573081793
"('square', 'doorbell')",pos,,0.8363588274177424,,,,0.8363588274177424,,,0.8561118379725579
"('square', 'cube')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'blackboard')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'balcony')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'sharpener')",pos,,0.8323791193659558,,,,0.8323791193659558,,,0.6659845677058792
"('square', 'kitchenette')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8167819883090819
"('square', 'foyer')",pos,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'egg')",neg,,0.8168580564076694,,,,0.8168580564076694,,,0.8334317563119996
"('square', 'barrel')",neg,,0.6930234846991078,,,,0.6930234846991078,,,0.7813709501994929
"('square', 'wheel')",neg,,0.7311022965695629,,,,0.7311022965695629,,,0.8329680668510455
"('square', 'circle')",neg,,,,,,,,,0.8123490018156685
"('square', 'apple')",neg,,0.8433323329703067,,,,0.8433323329703067,,,0.8823106446532378
"('square', 'tape')",neg,,0.6890761589914133,,,,0.6890761589914133,,,0.7985147573081793
"('square', 'doorknob')",neg,,0.8529709553210362,,,,0.8529709553210362,,,0.7985147573081793
"('square', 'disk')",neg,,0.7393089102391427,,,,0.7393089102391427,,,0.8329680668510455
"('square', 'tortilla')",neg,,0.692625141113096,,,,0.692625141113096,,,0.8329680668510455
"('square', 'door')",neg,,0.8529709553210362,,,,0.8529709553210362,,,0.8561118379725579
"('square', 'planet')",neg,,0.6354129087979803,,,,0.6354129087979803,,,0.7856395120792474
"('square', 'sphere')",neg,,,,,,,,,0.8561118379725579
"('square', 'cds')",neg,,0.7393089102391427,,,,0.7393089102391427,,,0.8167819883090819
"('square', 'frisbee')",neg,,0.7837342669341074,,,,0.7837342669341074,,,0.8113559886686083
"('square', 'bracelet')",neg,,,,,,,,,0.7985147573081793
"('square', 'orange')",neg,,0.8529709553210362,,,,0.8529709553210362,,,0.8823106446532378
"('square', 'pen')",neg,,0.8323791193659558,,,,0.8323791193659558,,,0.8123490018156685
"('square', 'mug')",neg,,0.8363588274177424,,,,0.8363588274177424,,,0.8334317563119996
"('square', 'ball')",neg,,0.8529709553210362,,,,0.8529709553210362,,,0.8561118379725579
"('square', 'globe')",neg,,0.8433323329703067,,,,0.8433323329703067,,,0.7533114201864202
"('square', 'bucket')",neg,,0.8363588274177424,,,,0.8363588274177424,,,0.8334317563119996
"('warm', 'uniform')",pos,0.513769616133413,0.6358673331306575,,0.513769616133413,,0.6358673331306575,0.631207262574667,0.5685296898273304,0.756256191265322
"('warm', 'gown')",pos,0.5048420224285775,0.7204081164083388,,0.5048420224285775,,0.7204081164083388,0.7179880211559562,,0.756256191265322
"('warm', 'flannel')",pos,,0.7204081164083388,,,,0.7204081164083388,0.5489183888464172,,0.7539482128718499
"('warm', 'turtleneck')",pos,,0.6170570937618091,,,,0.6170570937618091,0.5489183888464172,,0.7206313162291974
"('warm', 'calfskin')",pos,,0.7039213079105041,,,,0.6358673331306575,0.7039213079105041,,0.6878272730929493
"('warm', 'salwar')",pos,,0.6031302491685787,,,,0.6031302491685787,0.5025077780268191,,0.6656398086254897
"('warm', 'attire')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,0.4254491650353824,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7206313162291974
"('warm', 'bodice')",pos,,0.6358673331306575,,,,0.6358673331306575,,,0.7206313162291974
"('warm', 'chiffon')",pos,,0.6089814355689848,,,,0.6031302491685787,0.6089814355689848,,0.7539482128718499
"('warm', 'jean')",pos,,0.6170570937618091,,,,0.6170570937618091,0.5348658072669287,0.5685296898273304,0.756256191265322
"('warm', 'hat')",pos,0.513769616133413,0.7179880211559562,,0.513769616133413,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'greatcoat')",pos,,0.6534038019030443,,,,0.6206995661015194,0.6534038019030443,,0.6558752913752939
"('warm', 'robe')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'frock')",pos,,0.6031302491685787,,,,0.6031302491685787,0.5025077780268191,,0.7539482128718499
"('warm', 'tortilla')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.6534038019030443,,0.7588637931940465
"('warm', 'bed')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,,0.7588637931940465
"('warm', 'lava')",pos,0.5287434114632098,0.7179880211559562,,0.5287434114632098,,0.6626875229970816,0.7179880211559562,0.47996525539356893,0.7588637931940465
"('warm', 'trouser')",pos,0.4254491650353824,0.631207262574667,,0.4254491650353824,,0.6042757905557675,0.631207262574667,,0.6839408692703082
"('warm', 'costume')",pos,,0.7179880211559562,,,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'river')",pos,0.4254491650353824,0.7179880211559562,,0.4254491650353824,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'heating')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,,0.756256191265322
"('warm', 'blanket')",pos,0.4706995487133653,0.7179880211559562,0.4706995487133653,0.4254491650353824,,0.6626875229970816,0.7179880211559562,0.47996525539356893,0.7588637931940465
"('warm', 'sun')",pos,0.513769616133413,0.631207262574667,0.4706995487133653,0.513769616133413,,0.6206995661015194,0.631207262574667,0.5685296898273304,0.756256191265322
"('warm', 'necktie')",pos,,0.7204081164083388,,,,0.7204081164083388,0.6089814355689848,0.5685296898273304,0.6878272730929493
"('warm', 'bootie')",pos,,0.6170570937618091,,,,0.6170570937618091,,,0.696415086355198
"('warm', 'shalwar')",pos,,0.6031302491685787,,,,0.6031302491685787,0.5025077780268191,,0.6994827792352976
"('warm', 'shoe')",pos,0.513769616133413,0.6626875229970816,,0.513769616133413,,0.6626875229970816,0.5489183888464172,0.5685296898273304,0.756256191265322
"('warm', 'atmosphere')",pos,0.5287434114632098,0.631207262574667,0.4706995487133653,0.5287434114632098,,0.6206995661015194,0.631207262574667,0.5685296898273304,0.7588637931940465
"('warm', 'outerwear')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,,0.756256191265322
"('warm', 'flame')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'dragon')",pos,0.513769616133413,0.7204081164083388,,0.513769616133413,,0.7204081164083388,0.7039213079105041,0.4370708838627919,0.7588637931940465
"('warm', 'turban')",pos,0.5048420224285775,0.7204081164083388,,0.5048420224285775,,0.7204081164083388,0.7179880211559562,0.47996525539356893,0.7539482128718499
"('warm', 'undergarment')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,,0.7206313162291974
"('warm', 'garment')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'nose')",pos,0.4254491650353824,0.7204081164083388,,0.4254491650353824,,0.7204081164083388,0.7179880211559562,0.4370708838627919,0.7588637931940465
"('warm', 'glass')",pos,0.513769616133413,0.7179880211559562,0.4706995487133653,0.513769616133413,,0.6358673331306575,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'loincloth')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,,0.7588637931940465
"('warm', 'comforter')",pos,,0.7179880211559562,,,,0.6626875229970816,0.7179880211559562,,0.6563900569052724
"('warm', 'toe')",pos,,0.7179880211559562,,,,0.6626875229970816,0.7179880211559562,0.4370708838627919,0.756256191265322
"('warm', 'blouse')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7539482128718499
"('warm', 'pullover')",pos,,0.6031302491685787,,,,0.6031302491685787,0.5489183888464172,0.5685296898273304,0.7035299706944319
"('warm', 'tile')",pos,0.513769616133413,0.7179880211559562,,0.513769616133413,,0.6358673331306575,0.7179880211559562,0.4370708838627919,0.756256191265322
"('warm', 'skirt')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,,0.756256191265322
"('warm', 'drink')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'soup')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'slipper')",pos,,0.6626875229970816,,,,0.6626875229970816,0.5489183888464172,0.5685296898273304,0.7154868717881516
"('warm', 'coffee')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'fireplace')",pos,0.513769616133413,0.6626875229970816,,0.513769616133413,,0.6626875229970816,0.6534038019030443,,0.7588637931940465
"('warm', 'footwear')",pos,,0.6206995661015194,,,,0.6206995661015194,0.6150527905765079,0.5685296898273304,0.756256191265322
"('warm', 'stove')",pos,0.5287434114632098,0.6626875229970816,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.631207262574667,0.5685296898273304,0.7588637931940465
"('warm', 'tunic')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,,0.7588637931940465
"('warm', 'waistcoat')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,,0.7206313162291974
"('warm', 'cloak')",pos,0.4254491650353824,0.7204081164083388,,0.4254491650353824,,0.7204081164083388,0.7179880211559562,,0.756256191265322
"('warm', 'feather')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,0.3825825787675745,0.756256191265322
"('warm', 'overcoat')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,0.4370708838627919,0.7588637931940465
"('warm', 'heat')",pos,0.5287434114632098,0.6626875229970816,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.631207262574667,0.5685296898273304,0.756256191265322
"('warm', 'helmet')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,0.4370708838627919,0.7588637931940465
"('warm', 'headgear')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7039213079105041,,0.7588637931940465
"('warm', 'water')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'topcoat')",pos,,0.5553644163718192,,,,0.5553644163718192,,,0.7539482128718499
"('warm', 'kimono')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,,0.7539482128718499
"('warm', 'headdress')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7039213079105041,,0.756256191265322
"('warm', 'vest')",pos,,0.7039213079105041,,,,0.6358673331306575,0.7039213079105041,,0.756256191265322
"('warm', 'undershirt')",pos,,0.6031302491685787,,,,0.6031302491685787,0.5025077780268191,,0.6878272730929493
"('warm', 'stocking')",pos,0.5048420224285775,0.7179880211559562,,0.5048420224285775,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'vinyl')",pos,0.5048420224285775,0.7204081164083388,,0.5048420224285775,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'dress')",pos,0.513769616133413,0.7204081164083388,,0.513769616133413,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'sheepskin')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,,0.7539482128718499
"('warm', 'candle')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'jumpsuit')",pos,0.4254491650353824,0.6534038019030443,,0.4254491650353824,,0.6135497624413692,0.6534038019030443,,0.7539482128718499
"('warm', 'jacket')",pos,0.513769616133413,0.7204081164083388,0.4706995487133653,0.513769616133413,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'brogue')",pos,,0.7179880211559562,,,,,0.7179880211559562,,0.7539482128718499
"('warm', 'waist')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,0.4254491650353824,,0.7204081164083388,0.7179880211559562,,0.756256191265322
"('warm', 'parka')",pos,,0.7039213079105041,,,,0.6358673331306575,0.7039213079105041,,0.7154868717881516
"('warm', 'mitten')",pos,,0.6042757905557675,,,,0.6042757905557675,,,0.6994827792352976
"('warm', 'corset')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7039213079105041,0.4370708838627919,0.7206313162291974
"('warm', 'linen')",pos,0.5287434114632098,0.7204081164083388,,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'dad')",pos,0.513769616133413,0.6626875229970816,,0.513769616133413,,0.6626875229970816,0.4599077482532524,0.5685296898273304,0.756256191265322
"('warm', 'sock')",pos,0.5287434114632098,0.7204081164083388,,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.4370708838627919,0.7588637931940465
"('warm', 'basement')",pos,0.513769616133413,0.7179880211559562,0.4706995487133653,0.513769616133413,,0.6358673331306575,0.7179880211559562,,0.7588637931940465
"('warm', 'towel')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,0.4254491650353824,,0.7204081164083388,0.7179880211559562,0.4370708838627919,0.7539482128718499
"('warm', 'pyjama')",pos,,0.5243990523335785,,,,0.5243990523335785,,,0.6878272730929493
"('warm', 'jungle')",pos,0.4254491650353824,0.7039213079105041,,0.4254491650353824,,0.6206995661015194,0.7039213079105041,0.5685296898273304,0.7539482128718499
"('warm', 'toilet')",pos,0.513769616133413,0.7039213079105041,,0.513769616133413,,0.6626875229970816,0.7039213079105041,0.47996525539356893,0.7588637931940465
"('warm', 'cheesecloth')",pos,0.513769616133413,0.5948877715594529,,0.513769616133413,,0.5948877715594529,,,0.7539482128718499
"('warm', 'tea')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'bathrobe')",pos,,0.6626875229970816,,,,0.6626875229970816,0.6089814355689848,,0.7154868717881516
"('warm', 'leotard')",pos,,0.6534038019030443,,,,0.6206995661015194,0.6534038019030443,,0.7539482128718499
"('warm', 'glove')",pos,0.4706995487133653,0.7179880211559562,0.4706995487133653,,,0.6206995661015194,0.7179880211559562,,0.756256191265322
"('warm', 'denim')",pos,,0.7204081164083388,,,,0.7204081164083388,0.6089814355689848,0.4370708838627919,0.756256191265322
"('warm', 'mug')",pos,0.4706995487133653,0.6626875229970816,0.4706995487133653,0.4254491650353824,,0.6626875229970816,0.631207262574667,,0.7588637931940465
"('warm', 'casserole')",pos,0.5287434114632098,0.6534038019030443,,0.5287434114632098,,0.6358673331306575,0.6534038019030443,,0.7588637931940465
"('warm', 'cloth')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'space')",pos,0.4706995487133653,0.7179880211559562,0.4706995487133653,0.4254491650353824,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'bathtub')",pos,0.513769616133413,0.6626875229970816,,0.513769616133413,,0.6626875229970816,0.6534038019030443,,0.7588637931940465
"('warm', 'deerskin')",pos,,0.7204081164083388,,,,0.7204081164083388,0.6534038019030443,,0.756256191265322
"('warm', 'boot')",pos,0.5048420224285775,0.7039213079105041,,0.5048420224285775,,0.6358673331306575,0.7039213079105041,0.5685296898273304,0.7588637931940465
"('warm', 'nightgown')",pos,,0.6626875229970816,,,,0.6626875229970816,0.6089814355689848,,0.7206313162291974
"('warm', 'taffeta')",pos,,0.7204081164083388,,,,0.7204081164083388,0.6534038019030443,,0.7154868717881516
"('warm', 'winter')",pos,0.513769616133413,0.6534038019030443,0.4706995487133653,0.513769616133413,,0.6206995661015194,0.6534038019030443,0.5685296898273304,0.756256191265322
"('warm', 'sunglass')",pos,,0.6626875229970816,,,,0.6626875229970816,,,0.6128980686566511
"('warm', 'sweater')",pos,,0.7179880211559562,,,,0.6626875229970816,0.7179880211559562,,0.7539482128718499
"('warm', 'outfit')",pos,0.5048420224285775,0.6626875229970816,0.4706995487133653,0.5048420224285775,,0.6626875229970816,0.6534038019030443,0.5685296898273304,0.756256191265322
"('warm', 'clothing')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.756256191265322
"('warm', 'wool')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'sleeve')",pos,0.513769616133413,0.7179880211559562,,0.513769616133413,,0.6206995661015194,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'poncho')",pos,0.4706995487133653,0.7179880211559562,0.4706995487133653,,,0.6206995661015194,0.7179880211559562,,0.7063342182122663
"('warm', 'smoke')",pos,0.5287434114632098,0.7204081164083388,,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.47996525539356893,0.7588637931940465
"('warm', 'vapor')",pos,0.5287434114632098,0.6626875229970816,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.631207262574667,,0.7588637931940465
"('warm', 'kettle')",pos,0.5287434114632098,0.7179880211559562,0.4706995487133653,0.5287434114632098,,0.6626875229970816,0.7179880211559562,0.3825825787675745,0.756256191265322
"('warm', 'juice')",pos,0.5287434114632098,0.7204081164083388,,0.5287434114632098,,0.7204081164083388,0.6089814355689848,0.47996525539356893,0.7588637931940465
"('warm', 'leather')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'sealskin')",pos,,0.6534038019030443,,,,0.6135497624413692,0.6534038019030443,,0.7063342182122663
"('warm', 'head')",pos,0.513769616133413,0.7204081164083388,,0.513769616133413,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'shawl')",pos,,0.7204081164083388,,,,0.7204081164083388,0.7179880211559562,,0.7539482128718499
"('warm', 'sandal')",pos,0.4706995487133653,0.7179880211559562,0.4706995487133653,,,0.6626875229970816,0.7179880211559562,0.4370708838627919,0.7588637931940465
"('warm', 'underwear')",pos,0.5048420224285775,0.7204081164083388,,0.5048420224285775,,0.7204081164083388,0.7039213079105041,0.4370708838627919,0.7588637931940465
"('warm', 'people')",pos,0.513769616133413,0.7204081164083388,,0.513769616133413,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'mask')",pos,0.4254491650353824,0.7179880211559562,,0.4254491650353824,,0.6626875229970816,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'scarf')",pos,0.5048420224285775,0.7204081164083388,,0.5048420224285775,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'suit')",pos,0.4706995487133653,0.7204081164083388,0.4706995487133653,,,0.7204081164083388,0.7179880211559562,0.5685296898273304,0.7588637931940465
"('warm', 'cape')",pos,0.4706995487133653,0.6296867850492092,0.4706995487133653,,,0.6206995661015194,0.6296867850492092,0.5685296898273304,0.7035299706944319
"('warm', 'cake')",pos,0.5287434114632098,0.7204081164083388,0.4706995487133653,0.5287434114632098,,0.7204081164083388,0.7179880211559562,0.47996525539356893,0.7588637931940465
