,weapon,vegetable,cutlery,mammal,animal,no-cat,tool,bird,all,communication,relation,used_in_cooking,object,food,plant,measure,vehicle,mean
canary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0.0,0.0,0.0,0.0,0.0,0.007187924788667265,0.0,0.0,0.006774041724049647,0.0,0.0,0.0,0.006783327119314939,0.0,0.007032638731073772,0.0,0.0,0.0016339960213591544
pineapple,0.0,0.0,0.0,0.0,0.0,0.002642372446877291,0.0,0.0,0.0022828276645049774,0.0,0.0,0.0,0.0022804879772563434,0.002893664206636701,0.002626743663987736,0.0,0.0,0.00074859387995665
coconut,0.0,0.0,0.0,0.0,0.0,0.017094843402865767,0.0,0.0,0.015845563353733397,0.0,0.0,0.0,0.015838480384780463,0.019267812085562126,0.01701777311837977,0.0,0.0,0.005003792490901266
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.010377574394478721,0.0,0.0,0.0090546841120341,0.0,0.012357787222893095,0.0,0.00904741288579605,0.010753700414348566,0.010258735888535325,0.0,0.0,0.00363822911282858
lime,0.0,0.0,0.0,0.0,0.0,0.0034925375027048426,0.0,0.0,0.0029940349496460927,0.0,0.004159583424355656,0.0,0.0029919493241256094,0.0036577407543886406,0.00346256007880444,0.0,0.0,0.00122108270788384
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.012790493040617102,0.0,0.012381105327295925,0.0,0.0,0.0,0.012386699371798593,0.0,0.0,0.0,0.0,0.002209311631747742
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.03033124200582383,0.0,0.030415489392505705,0.0,0.0,0.0,0.030348592863114653,0.0,0.0,0.0,0.0,0.005358548485967306
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.00123480735230843,0.0,0.0012690883963832262,0.0,0.0,0.0,0.001270545843902473,0.0,0.0,0.0,0.0,0.00022202597603494876
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.007473685257406062,0.0,0.005313060246825448,0.0,0.0,0.0,0.005431198156586769,0.0,0.0,0.0,0.0,0.0010716437447540164
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.00041495660481971874,0.0,0.00027308290473589407,0.0,0.0,0.0,0.00028922230335656036,0.0,0.0,0.0,0.0,5.748598899483372e-05
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0012487303865386826,0.0,0.0008909516575576242,0.0,0.0,0.0,0.0009320095130838797,0.0,0.0,0.0,0.0,0.00018068773865765803
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.02205125137363809,0.0,0.018672794818384186,0.0,0.0,0.0,0.01908627147142237,0.0,0.0,0.0,0.0,0.003518253980202626
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.001974218871322631,0.0,0.0013945789861580325,0.0,0.0,0.0,0.0014934765936005445,0.0,0.0,0.0,0.0,0.0002860161441812475
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.004600447733627786,0.0,0.0029849292592000172,0.0,0.0,0.0,0.0031284990440212305,0.0,0.0,0.0,0.0,0.0006302280021675901
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.002059800326097192,0.0,0.0013818743602843266,0.0,0.0,0.0,0.0014436044866533023,0.0,0.0,0.0,0.0,0.00028736936311969533
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003723242835049983,0.0,0.0,0.0,0.0037243296517233764,0.0035479340787183344,0.0,0.0,0.0,0.0006467945038524526
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011694080529263594,0.0,0.0,0.0,0.011691422096634792,0.0,0.0,0.0,0.0,0.0013756178015234344
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018139983657959217,0.0,0.0,0.0,0.0,0.018739801210573927,0.0,0.0,0.0,0.0021693991099137147
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03224276586714494,0.0,0.0,0.0,0.0,0.03727710671973011,0.0,0.0,0.0,0.00408940426981618
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045804486348734505,0.0,0.0,0.0,0.04575408545317935,0.04520854467155739,0.0,0.0,0.0,0.008045124498439485
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01939990894858917,0.0,0.025987021122718997,0.0,0.0,0.02393201523212997,0.0,0.0,0.0,0.004077585017849302
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035904921659787804,0.0,0.0,0.0,0.0,0.004482633775516606,0.0,0.0,0.0,0.00047488976126443456
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028931755244677282,0.0,0.0,0.0,0.0,0.03151678520856126,0.0,0.0,0.0,0.003555796497249326
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061545166678955475,0.0,0.0,0.0,0.006159113285825574,0.005400657496175068,0.0,0.0,0.0,0.001042016908817423
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050578247966395325,0.0,0.0,0.0,0.0,0.06401827979403432,0.0,0.0,0.0,0.006740972221201743
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10947939375238723,0.0,0.0,0.0,0.10936208887794234,0.0,0.0,0.0,0.0,0.012873028390019386
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023245363355924326,0.0,0.0,0.0,0.002327734893649623,0.0022278129529427265,0.0,0.0,0.0,0.00040471083424616365
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093221459822034,0.0,0.0,0.0,0.009313621950001834,0.011326935186584262,0.010685250176100064,0.0,0.0,0.002391056076169974
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03566805461756679,0.0,0.0,0.0,0.0,0.032707905891882015,0.0,0.0,0.0,0.004022115324085224
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007401965994740673,0.0,0.0,0.0,0.007397394502114034,0.0,0.0,0.0,0.0,0.0008705506174620417
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713872985494891,0.0,0.0,0.0,0.2713707987752514,0.0,0.0,0.0,0.0,0.031926946901455325
garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015448421391980254,0.0,0.0,0.0,0.015430502159367412,0.021495927547991674,0.021280429562476024,0.0,0.0,0.0043326635683420805
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03639083813325256,0.0,0.0,0.0,0.03636812410558669,0.04355934898297652,0.03988619228126754,0.0,0.0,0.009188500206063724
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012827791728675729,0.0,0.0,0.0,0.012809346887541633,0.01691031502536231,0.0,0.0,0.013424165550103142,0.003292448187746048
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007651608998286905,0.0,0.0,0.0,0.0,0.010831430837076725,0.0,0.0,0.0,0.0010872376373743313
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015433120122282807,0.0,0.0,0.0,0.0,0.020687992509476404,0.0,0.0,0.0,0.0021247713312799537
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03217418747742723,0.0,0.0,0.0,0.0,0.03995664216426236,0.0,0.04168332338866654,0.0,0.006694950178256243
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01711828255535171,0.0,0.0,0.0,0.0,0.017285712684039865,0.0,0.0,0.0,0.0020237644258465633
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220697868742176,0.0,0.0,0.0,0.0,0.21350467915826146,0.0,0.0,0.0,0.025541326347084555
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012054943771232843,0.0,0.0,0.0,0.012034920660578895,0.0,0.015179539475715006,0.0,0.0,0.002309964935736867
stew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731064191181613,0.0,0.0,0.0,0.0,0.056996256823622506,0.0,0.0,0.0,0.006135699925614037
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06985559113126119,0.0,0.0,0.0,0.06979874814716035,0.08445780692554891,0.0,0.0,0.0,0.013183067423762967
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03541833316859695,0.0,0.0,0.0,0.0,0.045002666778783104,0.0,0.0,0.0,0.004730647055728239
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03755691807855845,0.0,0.0,0.0,0.037526087138548075,0.0,0.0,0.0,0.0,0.004416647365712149
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02584962470691652,0.0,0.0,0.0,0.0,0.04033386754009576,0.0,0.0,0.0,0.0038931466027654284
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027540028680922497,0.0,0.0,0.0,0.02751893113593679,0.03150919466309236,0.0,0.0,0.0,0.005092244381173626
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013900791075731736,0.0,0.0,0.0,0.013889628459276193,0.014472016274552668,0.0,0.0,0.0,0.0024860256358565057
