,food,communication,cutlery,no-cat,vehicle,all,mammal,relation,bird,tool,object,measure,animal,weapon,mean
taco,0.02310430117797329,0.0,0.0,0.0,0.0,0.023430422577493854,0.0,0.0,0.0,0.0,0.023430422577493854,0.0,0.0,0.0,0.004997510452354357
radish,0.005472971918430147,0.0,0.0,0.005439725261845274,0.0,0.003288172601597674,0.0,0.0,0.0,0.0,0.003288172601597674,0.0,0.0,0.0,0.0012492173131050549
rhubarb,0.00985544115212692,0.0,0.0,0.009410591978019344,0.0,0.00704470693528001,0.0,0.0,0.0,0.0,0.007044729477845708,0.0,0.0,0.0,0.0023825335388051416
cheese,0.031354677914354576,0.0,0.0,0.03043022880126672,0.0,0.021433344344821345,0.0,0.0,0.0,0.0,0.021433539438870233,0.0,0.0,0.0,0.0074751278928080625
chutney,0.06489231400552499,0.0,0.0,0.0,0.0,0.04877726725555374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008119255804362766
chickpea,0.054699627545001094,0.0,0.0,0.04708553941778902,0.0,0.041808195192251665,0.0,0.0,0.0,0.0,0.041808195192251665,0.0,0.0,0.0,0.01324296838194953
flatbread,0.14760219855671394,0.0,0.0,0.0,0.0,0.15845943508404786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02186154526005441
lentil,0.03703453299546025,0.0,0.0,0.03686848765272899,0.0,0.028429849686349103,0.0,0.0,0.0,0.0,0.028429849686349103,0.0,0.0,0.0,0.009340194287206244
slaw,0.03469701902093492,0.0,0.0,0.0,0.0,0.031173868526213566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004705063396224891
garlic,0.028237091380556315,0.0,0.0,0.027818218789217714,0.0,0.018056554061997264,0.0,0.0,0.0,0.0,0.018056554061997264,0.0,0.0,0.0,0.006583458449554898
rice,0.01886915590458546,0.0,0.0,0.018801326570077773,0.0,0.014406851583934382,0.0,0.0,0.0,0.0,0.01440685481634088,0.0,0.0,0.0,0.004748870633924178
prawn,0.036069901060833964,0.0,0.0,0.0,0.0,0.03227002066482438,0.0,0.0,0.0,0.0,0.0322699044171299,0.0,0.03539131067003239,0.0,0.009714366915201474
bass,0.0023255013971225738,0.0021308017859793488,0.0,0.0021193847057783474,0.0,0.0018092925288586586,0.0,0.0,0.0,0.0,0.0018093972845455864,0.0,0.001814091999571586,0.0,0.0008577478358468643
sausage,0.20644140117411225,0.0,0.0,0.0,0.18357046570457866,0.1588742307799332,0.0,0.0,0.0,0.0,0.1588742307799332,0.0,0.0,0.0,0.050554309174182674
mayonnaise,0.05755720748658869,0.0,0.0,0.0,0.0,0.04101922050935607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007041173428281769
lobster,0.03980858010605089,0.0,0.0,0.0,0.0,0.03175083000670052,0.0,0.0,0.0,0.0,0.03175366250403517,0.0,0.03350824448719007,0.0,0.009772951221712619
artichoke,0.046340193671224036,0.0,0.0,0.04606819956075742,0.0,0.03937273539661922,0.0,0.0,0.0,0.0,0.03937273539661922,0.0,0.0,0.0,0.012225276001801422
steak,0.26857588221274353,0.0,0.0,0.0,0.0,0.19861039808398598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03337044859262354
chorizo,0.08834888095380815,0.0,0.0,0.0,0.0,0.06499945668704972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010953452688632705
celery,0.03282578281914388,0.0,0.0,0.03262322671928409,0.0,0.023691408526881945,0.0,0.0,0.0,0.0,0.023691408526881945,0.0,0.0,0.0,0.008059416185156562
chicken,0.12875488968586107,0.0,0.0,0.0,0.0,0.09164933203104861,0.0,0.0,0.09252184524457492,0.0,0.09164856518633427,0.0,0.09475809432245577,0.0,0.03566662331930533
pineapple,0.029774806870060875,0.0,0.0,0.025827668010915312,0.0,0.02243795688026456,0.0,0.0,0.0,0.0,0.02243795688026456,0.0,0.0,0.0,0.007177027760107522
dough,0.005128400279554823,0.0,0.0,0.0,0.0,0.0041326319438364425,0.0,0.0,0.0,0.0,0.0,0.005712293328513162,0.0,0.0,0.001069523253707459
flour,0.020261593826920554,0.0,0.0,0.0,0.0,0.015856396653685094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025798564629004035
shrimp,0.14501936000218865,0.0,0.0,0.0,0.0,0.11014110451785543,0.0,0.0,0.0,0.0,0.11012867792800755,0.0,0.11441514505387237,0.0,0.03426459196442315
marinade,0.31266776633455906,0.0,0.0,0.0,0.0,0.25245291516572493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040365762964306
coconut,0.03045958606926218,0.0,0.0,0.029442700108637077,0.0,0.024856377139736267,0.0,0.0,0.0,0.0,0.024852670713208628,0.0,0.0,0.0,0.007829381002203154
carrot,0.015766278869371323,0.0,0.0,0.013333250786010858,0.0,0.01206221338801894,0.0,0.0,0.0,0.0,0.012062181087475478,0.0,0.0,0.0,0.0038017088664911857
confit,0.02923747721223528,0.0,0.0,0.0,0.0,0.02855943039536382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041283505433999355
beef,0.13842274372442104,0.0,0.0,0.0,0.0,0.1119318819738642,0.11741077024323403,0.0,0.0,0.0,0.1119318819738642,0.0,0.11953076738291646,0.0,0.042802003235592856
asparagus,0.061707319716424985,0.0,0.0,0.06252774079652446,0.0,0.047597541953142336,0.0,0.0,0.0,0.0,0.047565252892309194,0.0,0.0,0.0,0.015671275382742926
stew,0.18496984849798334,0.0,0.0,0.0,0.0,0.1525061990479568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02410543196756715
meat,0.15168689626393625,0.0,0.0,0.0,0.0,0.12342698855358493,0.0,0.0,0.0,0.0,0.12342699359939002,0.0,0.0,0.0,0.028467205601207943
tomato,0.026581227330641933,0.0,0.0,0.023554545326150273,0.0,0.01883653886665499,0.0,0.0,0.0,0.0,0.01883623217259064,0.0,0.0,0.0,0.006272038835431274
vegetable,0.10540357126286345,0.0,0.0,0.10296708057422327,0.0,0.08643199333578655,0.0,0.0,0.0,0.0,0.08643066045758546,0.0,0.0,0.0,0.027230950402175623
aubergine,0.03207763348740617,0.0,0.0,0.03069567890208795,0.0,0.044204093807135296,0.0,0.0,0.0,0.0,0.044204093807135296,0.0,0.0,0.0,0.010798678571697482
condiment,0.019664274514,0.0,0.0,0.0,0.0,0.016542970813740777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025862318091243413
onion,0.024753927742340802,0.0,0.0,0.024143191206965117,0.0,0.01849485495964882,0.0,0.0,0.0,0.0,0.018494405124260222,0.0,0.0,0.0,0.006134741359515354
sauce,0.07171779317554731,0.0,0.0,0.0,0.0,0.04922474955978537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008638753052523764
butter,0.00795176701859155,0.0,0.0,0.0,0.0,0.005998175375108156,0.0,0.0,0.0,0.0,0.005998174527363647,0.0,0.0,0.0,0.0014248654943616681
cauliflower,0.021061611032808663,0.0,0.0,0.020817258630966805,0.0,0.013010361676592353,0.0,0.0,0.0,0.0,0.013010361676592353,0.0,0.0,0.0,0.004849970929782869
tortilla,0.04931402801445124,0.0,0.0,0.0,0.0,0.043598081215532825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066365792307131475
pimento,0.015082520253412156,0.0,0.0,0.014516598972257886,0.0,0.014223486680630223,0.0,0.0,0.0,0.0,0.014228703380155337,0.0,0.0,0.0,0.004146522091889686
cake,0.00671445708359753,0.0,0.0,0.0,0.0,0.005353117717432945,0.0,0.0,0.0,0.0,0.005352931084187808,0.0,0.0,0.0,0.001244321848944163
cornmeal,0.01463538897255157,0.0,0.0,0.0,0.0,0.010662278447483483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806976244288218
pepperoni,0.020033951723237756,0.0,0.0,0.0,0.0,0.015808300383387985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025601608647589816
mushroom,0.06869023428432855,0.0,0.0,0.05752432551198552,0.0,0.053031648078325465,0.0,0.0,0.0,0.0,0.053031648078325465,0.0,0.0,0.0,0.01659127542521179
noodle,0.25398005666280565,0.0,0.0,0.0,0.0,0.19988602016918247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241900548799915
potato,0.031654769342948065,0.0,0.0,0.029969745628891663,0.0,0.024124260602615806,0.0,0.0,0.0,0.0,0.024124260602615806,0.0,0.0,0.0,0.007848074012647952
corn,0.017611344445285136,0.0,0.0,0.017664605959448947,0.0,0.012241036622262202,0.0,0.018561066038218204,0.0,0.0,0.012241036622262202,0.0,0.0,0.0,0.0055942206919626205
lime,0.019188828185102737,0.0,0.0,0.015179229794245033,0.0,0.013580553700937853,0.0,0.018804542651647282,0.0,0.0,0.013580553107615325,0.0,0.0,0.0,0.005738121959967731
bean,0.03360300525656237,0.0,0.0,0.03290586840538085,0.0,0.02230627270821913,0.0,0.0,0.0,0.0,0.022306323874965086,0.0,0.0,0.0,0.00793724787465196
bread,0.02150676613063738,0.0,0.0,0.0,0.0,0.014871857458797206,0.0,0.0,0.0,0.0,0.0,0.022073817717492714,0.0,0.0,0.004175174379066235
vinegar,0.012359384682041702,0.0,0.0,0.0,0.0,0.007738182761031161,0.0,0.013056878328578218,0.0,0.0,0.0,0.0,0.0,0.0,0.0023681746979750773
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.013789368661651053,0.0,0.0,0.0,0.012991708420817247,0.0,0.0,0.0,0.012670707535194283,0.013025223209295278,0.015035361264040538,0.0,0.0,0.0048223120779284576
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.00013811789539472206,0.0,0.0,0.0,8.220578136286414e-05,0.0,0.0,0.0,0.00011397182184216737,8.683508977087647e-05,0.0,0.0,0.0,3.008075631218786e-05
knife,0.0,0.0,0.006686343173167678,0.0,0.0,0.006702931632134031,0.0,0.0,0.0,0.00671474211217969,0.006702931632134031,0.0,0.0,0.004807446595228642,0.0022581710817745765
fork,0.0,0.0,0.024862736956146863,0.0,0.0,0.028530044835568164,0.0,0.0,0.0,0.028055107023204746,0.02853006275992167,0.0,0.0,0.0,0.007855567969631532
tablespoon,0.0,0.0,0.012960567276175172,0.0,0.0,0.013191150897150887,0.0,0.0,0.0,0.0,0.013191150897150887,0.01889019241346619,0.0,0.0,0.004159504391710224
cleaver,0.0,0.0,0.0021979131007184463,0.0,0.0,0.0020218600306129778,0.0,0.0,0.0,0.002014454143580139,0.0020218662448038332,0.0,0.0,0.0,0.0005897209656939569
cutlery,0.0,0.0,0.01765889110346564,0.0,0.0,0.020737019954178353,0.0,0.0,0.0,0.02051437394243563,0.020737019954178353,0.0,0.0,0.0,0.005689093211018427
slicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.025052642762345714,0.0,0.0,0.029441674007746783,0.0,0.0,0.0,0.0,0.029441674007746783,0.03536260355603481,0.0,0.0,0.008521328166705292
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.014794516088223892,0.0,0.0,0.011137564931819131,0.0,0.0,0.0,0.016950242415441963,0.011945646477125918,0.0,0.0,0.0,0.0039162835651864935
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatchet,0.0,0.0,0.0013709743959904165,0.0,0.0,0.0008762663990409531,0.0,0.0,0.0,0.001478621290766024,0.0009594924610989617,0.0,0.0,0.0014443272068319379,0.00043783441098059234
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.00021938900266088031,0.0,0.0003040052894544306,0.0001438723152617548,0.0,0.0,0.0,0.0002625128763568438,0.00015899246729185324,0.0,0.0,0.0,7.776942507326877e-05
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lance,0.0,0.0,0.00023148697820161906,0.0,0.0,0.00014866921532288486,0.0,0.0,0.0,0.00026792830531980455,0.0001633308704782646,0.0,0.0,0.00031314982798973025,8.032608552230738e-05
almond,0.0,0.0,0.0,0.02181524284290554,0.0,0.018416753654543514,0.0,0.0,0.0,0.0,0.018410525969163677,0.0,0.0,0.0,0.004188751604758052
spiciness,0.0,0.0,0.0,0.051594349406543984,0.0,0.07139540618898829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00878498254253802
galangal,0.0,0.0,0.0,0.015032295651063173,0.0,0.014163772437537902,0.0,0.0,0.0,0.0,0.014163772437537902,0.0,0.0,0.0,0.003097131466152784
blender,0.0,0.0,0.0,0.0,0.0,0.004447047387814842,0.0,0.0,0.0,0.0,0.004446298375788011,0.0,0.0,0.0,0.0006352389831144895
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.023088586593606318,0.0,0.0,0.0,0.0,0.023088586593606318,0.0,0.0,0.0,0.003298369513372331
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.018195978086489612,0.0,0.0,0.0,0.0,0.018195978086489612,0.0,0.0,0.0,0.0025994254409270876
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spatula,0.0,0.0,0.0,0.0,0.0,0.0038915724177809156,0.0,0.0,0.0,0.0038792540608249384,0.0038920592130023864,0.0,0.0,0.0,0.0008330632636863029
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microwave,0.0,0.0,0.0,0.0,0.0,0.00623999409408384,0.0,0.0,0.0,0.0,0.00623999409408384,0.0,0.0,0.0,0.0008914277277262629
toaster,0.0,0.0,0.0,0.0,0.0,0.0014516972016822127,0.0,0.0,0.0,0.0,0.0014516972016822127,0.0,0.0,0.0,0.0002073853145260304
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlet,0.0,0.0,0.0,0.0,0.0,0.14384866680478803,0.0,0.0,0.0,0.0,0.0,0.21366878896377106,0.0,0.0,0.025536961126325648
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scraper,0.0,0.0,0.0,0.0,0.0,0.0085331914829818,0.0,0.0,0.0,0.01288705497214856,0.009065817777387575,0.0,0.0,0.0,0.002177576016608424
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0,0.0,0.0,0.0,0.00011080015173544841,0.0,0.0,0.0,0.00021462787584666042,0.00012179059329998925,0.0,0.0,0.0,3.1944187205864144e-05
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.019550976344959736,0.0,0.0,0.0,0.02716513189144871,0.017361030795234225,0.0,0.0,0.0,0.00457693850226019
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0044979314168357805,0.0,0.0,0.0,0.00607135575965306,0.004776601500994581,0.0,0.0,0.0,0.00109613490553453
drill,0.0,0.0,0.0,0.0,0.0,0.0003596544798857054,0.0007503036551538553,0.0,0.0,0.0006812443974151726,0.0003858898392192606,0.0,0.00048348305247412383,0.0,0.00019004110172486554
canary,0.0,0.0,0.0,0.0,0.0,0.00017636235406005824,0.0,0.0,0.0003754785493678448,0.0,0.00019580642528933148,0.0,0.0002855598709529891,0.0,7.380051426215884e-05
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.001609914500550209,0.0,0.0,0.0,0.0025752269282885275,0.0017529301698158953,0.0,0.0,0.0,0.00042414797133247375
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gutter,0.0,0.0,0.0,0.0,0.0,0.002716150729982605,0.0,0.0,0.0,0.004556600883949426,0.0029473792675406897,0.0,0.0,0.0,0.0007300093486766228
flannel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
