,animal,tool,plant,vegetable,used_in_cooking,mammal,no-cat,measure,relation,object,weapon,bird,communication,vehicle,food,all,cutlery,mean
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparrow,0.005475391390027736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004676833573734931,0.0,0.005551480928399328,0.0,0.0,0.0,0.004703950571925174,0.0,0.0012004503802404217
knife,0.0,0.0038730815506668697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038456268841757495,0.0032031023587498434,0.0,0.0,0.0,0.0,0.0038471230939305153,0.0035895632604138997,0.0010799115969374635
fork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleaver,0.0,0.0030567561816853667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030766443988104178,0.0,0.0,0.0,0.0,0.0,0.003085314079146505,0.002961974724503376,0.0007165111402438626
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.004721017192201641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004860114016460439,0.0,0.0,0.0,0.0,0.0,0.004863211296357145,0.0,0.0008496672061776015
cutlery,0.0,0.0050570445953485015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005124881691234429,0.0,0.0,0.0,0.0,0.0,0.005036344277854049,0.004508513516010505,0.0011603990635557344
slicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutter,0.0,0.0008526456112235047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008613424184953811,0.0,0.0,0.0,0.0010722727618535668,0.0,0.0008630279244088903,0.0007224100407792559,0.0002571587503976823
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.0025388969177212515,0.0,0.0,0.0,0.0,0.0,0.0030592000865989626,0.0,0.002549721159616512,0.0,0.0,0.0028213552751001018,0.0,0.0,0.0025494422548279316,0.0,0.0007952126878743976
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0028693918097019355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026766319933543203,0.0,0.0,0.0,0.0,0.0,0.002716395880817002,0.0,0.00048602468728666225
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.04062542450904507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03634669924560223,0.0,0.0,0.0,0.0,0.0,0.03560270672392326,0.0,0.006622048851680621
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0013721762557064462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012574103898853855,0.0,0.0,0.0,0.0,0.0,0.001230736357545711,0.0,0.0002270778237139731
gang,0.0,0.00958856740751653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009186357812430296,0.0,0.0,0.0,0.0,0.0,0.009110295385950748,0.0,0.0016403070944645633
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.018196308191168326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018851244982235064,0.0,0.0,0.0,0.0,0.0,0.01911449008562259,0.0,0.003303649603472116
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0069716063758160415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070325689763544585,0.0,0.0,0.0,0.0,0.0,0.007126800259272053,0.0,0.0012429985653789736
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.001344346414595626,0.0,0.0,0.0,0.0,0.0,0.0011861188165300169,0.0010282002356782308,0.0009720762688695805,0.0,0.0,0.001250315664960723,0.0,0.0,0.0010207293312555618,0.0,0.000400105101875867
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0017376683018182249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012876641487519212,0.0,0.0,0.0,0.0,0.0,0.0012814242592995913,0.001668917387677357,0.000351510241032182
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sickle,0.0,0.0012391203411751769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011645582239793672,0.0,0.0,0.0,0.0,0.0,0.0011332058715446418,0.001201212352650267,0.0002787115758440855
hatchet,0.0,0.0030267671210345353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002742639348263882,0.004290210524313392,0.0,0.0,0.0,0.0,0.002684624411076715,0.002626608998149323,0.0009041676707551674
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0005928064984094378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005240813149451704,0.0,0.0,0.00049412478967586,0.0,0.0,0.0005203383345472967,0.0,0.00012537358456339795
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.008991716752048162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00802706049177781,0.0,0.0,0.0,0.0,0.0,0.007952436665777534,0.007754047897706151,0.0019250154004299797
lancet,0.0,0.001196809586547562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011418708501276258,0.0,0.0,0.0,0.0,0.0,0.0011394735139073876,0.0010995134742479925,0.00026927455440179813
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.004744947624976122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004268669096567519,0.0,0.0,0.0,0.0,0.0,0.004239046025114231,0.0,0.0007795683968622278
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.014196973969617792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012116261981972722,0.0,0.0,0.0,0.0,0.0,0.011982133387479737,0.012316150029814054,0.0029771481981696645
plane,0.0,0.0016567126359551508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013857369474108124,0.0,0.0,0.0,0.0014151175620946332,0.0,0.0013609180658449827,0.0014488829877734532,0.00042749224700464896
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.000689713580024005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006711853140612866,0.0,0.0,0.0,0.0,0.0,0.0006764944799885301,0.0,0.00011984666906316597
lance,0.0,0.00046881395817290994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040379423498855993,0.000625874989905708,0.0,0.0,0.0,0.0,0.0004043445654993374,0.00042457870896641666,0.0001369062622078195
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0031979989618772485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002803677548893726,0.0,0.0,0.0,0.0,0.0,0.002811214644793336,0.0,0.0005184053620920183
lettuce,0.0,0.0,0.0029543701474086894,0.0029543701474086894,0.0,0.0,0.0,0.002151094663236543,0.0,0.0017481654366271876,0.0,0.0,0.0,0.0,0.0031673697810826107,0.0017471836306268787,0.0,0.0008660325768465058
almond,0.0,0.0,0.002344212910357924,0.0,0.0,0.0,0.0023959749295557552,0.0,0.0,0.0017298467095348852,0.0,0.0,0.0,0.0,0.0,0.001730564833165748,0.0,0.00048238819897731254
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0,0.0,0.0034290347982060716,0.0034290347982060716,0.0,0.0,0.0,0.0025523906000113725,0.0,0.00208004185963611,0.0,0.0,0.0,0.0,0.003572806048412657,0.002086141273274052,0.0,0.0010087911398674314
mustard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cucumber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turnip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0017096400281760103,0.0,0.0,0.0,0.0,0.0,0.0,0.0011400521072218366,0.0,0.0,0.0,0.0,0.0018123096298534819,0.0011431340045631173,0.0,0.00034147857469496744
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.001064021478123801,0.0,0.0,0.0,0.0,0.0,0.0,0.000590250247054613,0.0,0.0,0.0,0.0,0.0010747963773995836,0.0005919913667044283,0.0,0.00019535643936955446
rice,0.0,0.0,0.005218754130259304,0.0,0.0,0.0,0.0,0.0,0.0,0.0036404181581016523,0.0,0.0,0.0,0.0,0.005699354072538984,0.0036491992563737856,0.0,0.0010710426833690427
artichoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0,0.0,0.0012605757865466497,0.0,0.0,0.0,0.0012662846965085753,0.0,0.0,0.0008975648902973506,0.0,0.0,0.0,0.0,0.0014272453396712685,0.0008995704425392119,0.0,0.000338308303268415
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.0,0.0,0.005513132430988833,0.005513132430988833,0.0,0.0,0.0,0.0,0.0,0.0034662503613935255,0.0,0.0,0.0,0.0,0.005638470101301899,0.0034732190236729725,0.0,0.001388482608726239
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetable,0.0,0.0,0.001397004513543297,0.001397004513543297,0.0,0.0,0.0,0.0,0.0,0.0010054373580497518,0.0,0.0,0.0,0.0,0.0014422871977128957,0.001007930842260374,0.0,0.000367627319124095
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.0,0.0,0.0011342891917389432,0.0011342891917389432,0.0,0.0,0.0,0.0,0.0,0.0006532633787704171,0.0,0.0,0.0,0.0,0.0011861206017700968,0.000655644044354633,0.0,0.00028021214166900195
cauliflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.0006326532572471896,0.0006326532572471896,0.0,0.0,0.0,0.0,0.0,0.0004508548026606016,0.0,0.0,0.0,0.0,0.0,0.00045196791642353363,0.0,0.00012753701373991263
corn,0.0,0.0,0.003693144919872717,0.0,0.0,0.0,0.003735926782012339,0.0,0.003589266571370802,0.0024917990988511662,0.0,0.0,0.0,0.0,0.0038713321491654837,0.0024982567307794273,0.0,0.001169395661885408
lime,0.0,0.0,0.000692512015760888,0.0,0.0,0.0,0.0006985075005409685,0.0,0.0006711851431806287,0.0004577942595777252,0.0,0.0,0.0,0.0,0.0,0.00045893176961678256,0.0,0.0001752312169809996
bean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005925592054511359,0.0,0.0,0.0,0.0,0.0,0.0005940982582673555,0.0,6.980338021873479e-05
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017751609649705,0.0,0.0019399689503283313,0.0,0.0,0.0,0.0,0.0,0.0019390838928962607,0.001695905710297193,0.0004323599716760168
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005925282298780811,0.0,0.0,0.0,0.0,0.0,0.0,0.0072190663436206,0.0045570177597346676,0.0,0.001041256847184475
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036999114730974733,0.0,0.0,0.0,0.0,0.0,0.004223296805669995,0.002623815459124881,0.0,0.0006204131610524912
vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018314928390707425,0.0,0.0,0.0,0.0,0.0,0.0020652090767189603,0.001248002317601908,0.0,0.0003026296607877418
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007123185215680189,0.0,0.0,0.0,0.0,0.0008869835196795836,0.0007133827976876457,0.0,0.0001360402846432499
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001413596823116584,0.0,0.0,0.0,0.0,0.00162019724885252,0.0014150652579392013,0.0,0.000261697607641665
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001597003523043891,0.0,0.0,0.0,0.0,0.0,0.001599953744817704,0.0,0.00018805630987421147
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010888563569152387,0.0,0.0,0.0,0.0014915739500114603,0.0018789238917069236,0.0010923722329613636,0.0,0.0003265721430349992
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001651517832939094,0.0,0.0,0.0,0.0,0.0026120971214087293,0.001655815539760732,0.0,0.0003482017937710915
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009716851667055915,0.0,0.0,0.0,0.0,0.0014542705229119552,0.000974167300885538,0.0,0.00020000723473547556
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026565423940553908,0.0,0.0,0.0,0.0,0.003618004068638167,0.002663426928355007,0.0,0.0005257631406499156
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flannel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048310541185476004,0.0,0.0,0.0,0.0,0.0,0.0005146259357516047,0.0,5.8690079270962626e-05
snip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025554274378055356,0.001895818369079339,0.0,0.0002618379886402867
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004415053778898919,0.002673357506729309,0.0,0.0004169653697428369
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006531874352570594,0.0034235321148532393,0.0,0.0005856121451425785
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
