,weapon,vegetable,cutlery,mammal,animal,no-cat,tool,bird,all,communication,relation,used_in_cooking,object,food,plant,measure,vehicle,mean
lancet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.010184429702414673,0.0,0.0,0.0,0.01152675168585725,0.0,0.01061485128682945,0.0,0.0,0.0,0.01154556211725379,0.0,0.0,0.0,0.0,0.0025806820466091275
plane,0.0,0.0,0.001916968780053233,0.0,0.0,0.0,0.002152178649939854,0.0,0.0019289977723130722,0.0,0.0,0.0,0.002112745601349273,0.0,0.0,0.0,0.0029155544241934866,0.0006486144251675834
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beef,0.0,0.0,0.0,0.003560244466481176,0.0032030984590886357,0.0,0.0,0.0,0.0036378869132852364,0.0,0.0,0.0,0.0036325507116395815,0.004832738987469564,0.0,0.0,0.0,0.0011097952669390702
drill,0.0,0.0,0.0,0.0023571791673155703,0.00211961514513289,0.0,0.002194731537461122,0.0,0.0020588656556495785,0.0,0.0,0.0,0.002261111383159476,0.0,0.0,0.0,0.0,0.0006465589934540374
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scallop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prawn,0.0,0.0,0.0,0.0,0.0036816752707937977,0.0,0.0,0.0,0.004124599008759307,0.0,0.0,0.0,0.004117158697297285,0.005787917002652441,0.0,0.0,0.0,0.001041844116441343
bass,0.0,0.0,0.0,0.0,0.0003913554953351534,0.0004291244639382114,0.0,0.0,0.00047863620642232444,0.00034429330830689154,0.0,0.0,0.00047892885688083847,0.0,0.0,0.0,0.0,0.00012484343122843642
lobster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.0,0.0,0.0,0.0,0.0028127271594458932,0.0,0.0,0.002664022797371922,0.0030238283542759325,0.0,0.0,0.0,0.003020428158428116,0.004199032180607405,0.0,0.0,0.0,0.000924708155889957
shrimp,0.0,0.0,0.0,0.0,0.0007028249392868532,0.0,0.0,0.0,0.0007656512597321461,0.0,0.0,0.0,0.0007643989919958971,0.0011310784362704054,0.0,0.0,0.0,0.0001978796251344295
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,0.0,0.0,0.0,0.0,0.0003730845170969879,0.0,0.0,0.0003872982682649165,0.00030696621997685177,0.0,0.0,0.0,0.00033299876456551684,0.0,0.0,0.0,0.0,8.23733982296631e-05
sparrow,0.0,0.0,0.0,0.0,0.002632373508599006,0.0,0.0,0.0033308885570395965,0.0025003094607721336,0.0,0.0,0.0,0.0026739272863835766,0.0,0.0,0.0,0.0,0.0006551469889879007
almond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pineapple,0.0,0.0,0.0,0.0,0.0,0.002642372446877291,0.0,0.0,0.00221837253365953,0.0,0.0,0.0,0.0022157221751232074,0.002893664206636701,0.002626743663987736,0.0,0.0,0.0007409926486049686
coconut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.0008302059515582976,0.0,0.0,0.0007039221697694116,0.0,0.000797614793637956,0.0,0.0007032373266943256,0.0008602960331478852,0.000820698871082826,0.0,0.0,0.00027741030269945303
lime,0.0,0.0,0.0,0.0,0.0,0.002794030002163874,0.0,0.0,0.0023275992315615656,0.0,0.002684740572722515,0.0,0.0023255824298747695,0.002926192603510912,0.002770048063043552,0.0,0.0,0.0009310701707574816
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0042634976802057006,0.0,0.00401050919166002,0.0,0.0,0.0,0.004011639138698512,0.0,0.0,0.0,0.0,0.0007226850594449549
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.00123480735230843,0.0,0.0012332559680684689,0.0,0.0,0.0,0.0012344623733698784,0.0,0.0,0.0,0.0,0.00021779562904392807
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0019402609459570157,0.0,0.001855298782641409,0.0,0.0,0.0,0.0020373351728912243,0.0,0.0,0.0,0.0,0.00034311146479350875
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.003114044887764842,0.0,0.0032282875702920556,0.0,0.0,0.0,0.0035014648878519904,0.0,0.0,0.0,0.0,0.0005790469027005228
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0005457482465622024,0.0,0.0004521269170106286,0.0008050045333377751,0.0005141001178391154,0.0,0.00046314477854805873,0.0,0.0,0.0006524620845664028,0.0,0.00020191686340377546
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0,0.0,0.0021658911214446895,0.0,0.002074331204343249,0.002863240349488253,0.0,0.0,0.0022472822256050743,0.0,0.0,0.0,0.0,0.000550043817698898
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006030196504277494,0.0,0.0,0.0,0.0006030931302928464,0.0005913223464530557,0.0,0.0,0.0,0.00010573147806903833
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681950384578514,0.0,0.0,0.0,0.005679692999172359,0.0,0.0,0.0,0.0,0.0006683319637500513
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024037916261136537,0.0,0.0,0.0,0.0,0.0025554274378055356,0.0,0.0,0.0,0.00029171876846583464
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022380284679714654,0.0,0.0,0.0,0.0,0.0026626504799807226,0.0,0.0,0.0,0.0002882752322324816
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011127801718712915,0.0,0.0,0.0,0.011113667639574668,0.011302136167889347,0.0,0.0,0.0,0.0019731532662457018
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044358016091136,0.0,0.004933215297463297,0.0,0.0,0.005631062407559993,0.0,0.0,0.0,0.0008823576067139347
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961490520108846,0.0,0.0,0.0,0.001196838924177821,0.0010801314992350134,0.0,0.0,0.0,0.00020430114561315992
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779335502909725,0.0,0.0,0.0,0.0,0.008830107557797838,0.0,0.0,0.0,0.0009182025329827978
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002026443189426838,0.0,0.0,0.0,0.0020239277763715625,0.0,0.0,0.0,0.0,0.00023825711563520003
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014494299625491139,0.0,0.0,0.0,0.0014478584507276186,0.0018123096298534819,0.0017096400281760103,0.0,0.0,0.00037760223948860147
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004340847184328018,0.0,0.0,0.0,0.0,0.006531874352570594,0.0,0.0,0.0,0.0006395718551116831
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00608595550611161,0.0,0.0,0.0,0.006084550957014156,0.0,0.0,0.0,0.0,0.0007159121448897509
garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023134902471567877,0.0,0.0,0.0,0.002311653195937706,0.002849677036269492,0.002609377065129652,0.0,0.0,0.0005931880908525669
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018746711764685718,0.0,0.0,0.0,0.0,0.0025859990636845505,0.0,0.0,0.0,0.00026239236706783074
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006947945879432843,0.0,0.0,0.0,0.0,0.008879253814280523,0.0,0.006590672866653714,0.0,0.0013186983859039458
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035967463045868137,0.0,0.0,0.0,0.0,0.0037374513911437542,0.0,0.0,0.0,0.000431423393866504
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023829612617297838,0.0,0.0,0.0,0.0,0.02372274212869572,0.0,0.0,0.0,0.002797197337999621
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008757111708752152,0.0,0.0,0.0,0.0,0.010856429871166192,0.0,0.0,0.0,0.0011537377399951968
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009447666597192947,0.0,0.0,0.0,0.009438374054224928,0.011754437046339283,0.0,0.0,0.0,0.0018023810410445387
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007299301371699622,0.0,0.0,0.0,0.0007292069438447244,0.0,0.0,0.0,0.0,8.583159300086392e-05
sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265973996208976,0.0,0.0,0.0,0.0,0.004270644798363081,0.0,0.0,0.0,0.0004076696917913436
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020586493925220514,0.0,0.0,0.0,0.0020567226286549783,0.0024237842048532585,0.0,0.0,0.0,0.00038465624859001694
tortilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004727906867131119,0.0,0.0,0.0,0.004723307174135319,0.0050652056960934335,0.0,0.0,0.0,0.00085390704337411
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cornmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noodle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019939623867603123,0.0,0.0,0.0,0.0,0.0025311107584750784,0.0,0.0,0.0,0.00026618077324914064
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005392840662160204,0.0,0.0,0.0,0.0,0.006737795254045893,0.0,0.005530263478862091,0.0,0.001038876435004011
