,animal,fruit,vegetable,plant,mammal,no-cat,measure,relation,fish,object,bird,yellow,vehicle,food,all,mean
tomato,0.0,0.0,0.004876301418007381,0.003964364343366348,0.0,0.0,0.0,0.0,0.0,0.0035039359799465737,0.0,0.0,0.0,0.004257628607219274,0.003598519365646071,0.0013467166476123762
vegetable,0.0,0.0,0.007964399934776928,0.006945775600234659,0.0,0.0,0.0,0.0,0.0,0.006682668140212551,0.0,0.0,0.0,0.006500847502303319,0.0065719146453937305,0.002311040388194746
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.01713206306465155,0.0,0.0,0.0,0.0,0.0,0.0,0.011538874835380849,0.0,0.0,0.0,0.011602607069993852,0.011340451482672828,0.003440933096846605
marigold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.016902824474608936,0.0,0.0,0.0,0.0,0.0,0.01757549865377974,0.0,0.0,0.0,0.01961554102534041,0.018026503464931187,0.004808024507910685
flower,0.0,0.0,0.0,0.00955986393262228,0.0,0.0,0.011185393220705699,0.0,0.0,0.010371259428922613,0.0,0.0,0.0,0.0,0.010622338345613738,0.0027825903285242887
pansy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orchid,0.0,0.0,0.0,0.0006163087640950924,0.0,0.0,0.0,0.0,0.0,0.000553033799026657,0.0,0.0,0.0,0.0,0.0005606475174088545,0.0001153326720353736
sunflower,0.0,0.0,0.0,0.003696384476880542,0.0,0.0,0.0,0.0,0.0,0.0037021751149453144,0.0,0.0,0.0,0.0,0.003809640403098241,0.0007472133329949397
daisy,0.0,0.0,0.0,0.002657573661518833,0.0,0.0,0.0,0.0,0.0,0.0027097211481664453,0.0,0.0,0.0,0.0,0.0028865134771294187,0.0005502538857876466
dandelion,0.0,0.0,0.0,0.0075821052686633325,0.0,0.0,0.0,0.0,0.0,0.010486302692769409,0.0,0.0,0.0,0.0,0.010751737621262842,0.0019213430388463724
herb,0.0,0.0,0.0,0.0013380110414992275,0.0,0.0,0.0,0.0,0.0,0.001185451329330852,0.0,0.0,0.0,0.0009416601943469186,0.0010738906828260907,0.00030260088320020593
eucalyptus,0.0,0.0,0.0,0.005539282756452043,0.0,0.0,0.0,0.004918713393780823,0.0,0.0050388919029804155,0.0,0.0,0.0,0.0,0.004755364147426184,0.0013501501467092978
allspice,0.0,0.0,0.0,0.009265446586535454,0.0,0.0,0.0,0.0,0.0,0.008240121027742684,0.0,0.0,0.0,0.009334693174720554,0.008054698515607727,0.0023263306203070945
garlic,0.0,0.0,0.0,0.01690111267203539,0.0,0.0,0.0,0.0,0.0,0.014487210048393387,0.0,0.0,0.0,0.01600838351130717,0.014216911456665362,0.004107574512560087
gentianella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir,0.0,0.0,0.0,0.003802539678390865,0.0,0.0,0.0,0.003668176759586664,0.0,0.0035409509448021455,0.0,0.0,0.0,0.0,0.0034123088959390033,0.0009615984185812452
cactus,0.0,0.0,0.0,0.002176474928523218,0.0,0.0,0.0,0.0,0.0,0.002116261717298954,0.0,0.0,0.0,0.0,0.00205811842217837,0.00042339033786670277
lemongrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0,0.002066850344529636,0.0,0.0,0.0,0.0,0.0,0.002037548310751051,0.0,0.0,0.0,0.0,0.0019588563144170208,0.0004042169979798472
vanilla,0.0,0.0,0.0,0.0338494814862692,0.0,0.0,0.0,0.0,0.0,0.03184947203156567,0.0,0.0,0.0,0.03382778746691753,0.032104216315241574,0.00877539715333293
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0006056543998629884,0.0,0.0,0.00046544262603987797,0.0,0.0,0.0,0.0,0.0004559382056199217,0.00010180234876818585
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0038144123172718924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030453875346892717,0.0004573199901307443
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0031955130176947264,0.0,0.0,0.0026212068928206773,0.0,0.0,0.0,0.0,0.0026592527733964775,0.0005650648455941254
lemonade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008150333555410507,0.0,0.0,0.0,0.0,0.0,0.007945988202940558,0.008625794183260233,0.0016481410627740866
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002147656421213256,0.0,0.0,0.0,0.0,0.0,0.0,0.002138512993654744,0.0002857446276578667
champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023397629361215358,0.0,0.0,0.0,0.0,0.0,0.002344850125713897,0.0026118799009572165,0.00048643286418617663
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008737941619562741,0.0,0.000935923279855177,0.0,0.0,0.0,0.0,0.0009441499960012898,0.0001835911625208494
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016389052215794165,0.0,0.0,0.0,0.0,0.0,0.017090742206844884,0.01624056392360754,0.0033146905564164397
beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005953751042300553,0.0,0.0,0.0,0.0,0.0,0.005925697718412385,0.006335825265221692,0.0012143516017289753
chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012696770232029274,0.0,0.0,0.0,0.0,0.0,0.012166171200978303,0.0118381438203219,0.002446739016888632
water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004211268526148221,0.0,0.003828357422373757,0.0,0.0,0.0,0.003482494232025486,0.003853947884169133,0.0010250712043144397
milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09017298188796234,0.0,0.0,0.0,0.0,0.0,0.09342685319968054,0.09020961849523436,0.018253963572191816
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002938098449549861,0.0,0.003148069516658579,0.0,0.0,0.0,0.0,0.0030807478161708067,0.0006111277188252831
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001512271679457566,0.0,0.0,0.0,0.0,0.0015407499315933445,0.00020353477407006071
corncob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046401440727307446,0.0,0.0,0.0,0.05094917734729253,0.047720956799660735,0.009671438324950713
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003615016199507762,0.0,0.0,0.0004908945664897928,0.0,0.0003655983824985325,8.119963792927345e-05
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009426454137336069,0.0,0.0,0.0,0.009965792818461562,0.009548180776920403,0.0019293618488478688
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004670384731364911,0.0,0.0,0.0,0.0,0.0004587384271045792,6.171846001607136e-05
seaweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016485395618181134,0.0,0.0,0.0,0.0,0.0001603989516756888,2.168352719050001e-05
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015212221788853363,0.0,0.0,0.0,0.0,0.0015324833354966292,0.00020358036762546436
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013593827343210633,0.0,0.0,0.0,0.0,0.00013344987119473495,1.7959209641789417e-05
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006971812613176953,0.0,0.0,0.0,0.0,0.0006857324619682627,9.219424821906387e-05
jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021524454543303062,0.0,0.0,0.0,0.0,0.00020966251396926477,2.832713729348636e-05
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005612219663919258,0.0,0.0,0.0,0.0,0.0005478741858722146,7.393974348427603e-05
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunbeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
photinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026036854740820485,0.0,0.0,0.0013378897635440423,0.00026277168250840604
crassula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echinocereus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platanthera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thundercloud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colocasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plumeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actinidia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lavandula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030802057188866923,0.003642343016318358,0.0004481699156803366
syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08706066402848871,0.08136557991628494,0.01122841626298491
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002152423117913895,0.0020710576388779257,0.0002815653837861213
