,animal,fruit,vegetable,plant,mammal,no-cat,measure,relation,fish,object,bird,yellow,vehicle,food,all,mean
cricket,0.0007638671164594429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005587683323236595,0.0,0.0,0.0,0.0,0.0005259312760832244,0.00012323778165775512
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.003922293664407642,0.0,0.0,0.0,0.0035984534259223917,0.0024964382352122617,0.0,0.0,0.0,0.002728497194908566,0.0,0.0,0.0,0.001938209414030181,0.00254052726932613,0.0011482946135871449
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plum,0.0,0.004133856727552412,0.0,0.0032044870561215226,0.0,0.0,0.0,0.0,0.0,0.0028698765332697985,0.0,0.0,0.0,0.0029403362770066372,0.00291241909735456,0.0010707317127536622
lemon,0.0,0.008530489651445943,0.0,0.006936363587744753,0.0,0.0,0.0,0.0,0.0,0.006361559212389145,0.0,0.0,0.0,0.006838421706982084,0.006421495455566161,0.002339221974275206
banana,0.0,0.02385805932301657,0.0,0.019946791726414257,0.0,0.0,0.0,0.0,0.0,0.01806298099886131,0.0,0.0,0.0,0.01813767360981095,0.018347239642430513,0.006556849686702239
apple,0.0,0.0026058278358854813,0.0,0.002150702736357212,0.0,0.0,0.0,0.0,0.0,0.0021736135136255458,0.0,0.0,0.0,0.0019532546759252517,0.0021832663831227585,0.0007377776763277499
pineapple,0.0,0.00935474264496642,0.0,0.007751611996204098,0.0,0.0,0.0,0.0,0.0,0.006942108064547157,0.0,0.0,0.0,0.007134860203997402,0.007085594509768305,0.0025512611612988918
peach,0.0,0.012066778427697244,0.0,0.00932410529772195,0.0,0.008942324460065447,0.0,0.0,0.0,0.008811844411667786,0.0,0.0,0.0,0.008819920505599394,0.008932751830861214,0.0037931816622408685
grapefruit,0.0,0.016395671255436887,0.0,0.01404147400196893,0.0,0.0,0.0,0.0,0.0,0.01158990553067461,0.0,0.0,0.0,0.013340587656754204,0.01164164334114475,0.004467285452398625
corn,0.0,0.013763268418425942,0.0,0.011612591841924364,0.0,0.0,0.0,0.010738936251793752,0.0,0.010169685330090425,0.0,0.0,0.0,0.011153144399552057,0.010392017578095198,0.0045219762546587815
guava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mamey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berry,0.0,0.000920643985507275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011989089499237693,0.0,0.0,0.0,0.0008828154344935975,0.0011283648768869025,0.000275382216454103
pecan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cherry,0.0,0.0035733514910112683,0.0,0.004008946601130371,0.0,0.0,0.0,0.0034129553008832286,0.0,0.004033741507095808,0.0,0.0,0.0,0.003204336599392525,0.0037263354573509157,0.0014639777971242743
orange,0.0,0.003064474160136884,0.0,0.0036872708998202134,0.0,0.0,0.0,0.0032874720024615735,0.0,0.003952973524537134,0.0,0.0,0.0,0.002990559864470853,0.0037371089061615076,0.0013813239571725442
walnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistachio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huckleberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.005701718216899332,0.0,0.006646298476662859,0.0,0.0060129747842190395,0.0,0.0,0.0,0.0065582323734307635,0.0,0.0,0.0,0.0056499472337108204,0.006295766416908178,0.0024576625001220664
serviceberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0,0.003726013305105409,0.0,0.00432692591133109,0.0,0.0,0.0,0.004596830832357517,0.0,0.004743480751267459,0.0,0.0,0.0,0.003787238295100487,0.004425130717167024,0.0017070413208219322
bean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pawpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mustard,0.0,0.0,0.01349528789518044,0.011123741386082424,0.0,0.0,0.0,0.0,0.0,0.010752124621628775,0.0,0.0,0.0,0.010899324754915715,0.011132724667660033,0.003826880221697826
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gherkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0,0.0,0.0027349113057567338,0.0028220424833089496,0.0,0.0,0.0,0.0,0.0,0.0028610240891317994,0.0,0.0,0.0,0.002302937162708286,0.002708864094356212,0.0008953186090174655
tomato,0.0,0.0,0.005851561701608857,0.005479622540352593,0.0,0.0,0.0,0.0,0.0,0.005171405450191359,0.0,0.0,0.0,0.005401185486153021,0.00510962853568198,0.0018008935809325206
vegetable,0.0,0.0,0.004645899961953208,0.004666952475074511,0.0,0.0,0.0,0.0,0.0,0.004794439787762458,0.0,0.0,0.0,0.004008914953254382,0.004536207857676237,0.0015101610023813864
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.0,0.011840345386358912,0.0,0.0,0.0,0.0,0.0,0.014846576718590482,0.0,0.0,0.0,0.0,0.014971007218582346,0.0027771952882354495
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.0293750385282176,0.0,0.0,0.0,0.0,0.0,0.027117605181743443,0.0,0.0,0.0,0.03113758955939979,0.02762849259749899,0.0076839150577906554
flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pansy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orchid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daisy,0.0,0.0,0.0,0.0008456477113411888,0.0,0.0,0.0,0.0,0.0,0.0007655142545187406,0.0,0.0,0.0,0.0,0.0008100359383144706,0.00016141319361162668
dandelion,0.0,0.0,0.0,0.009650592283381838,0.0,0.0,0.0,0.0,0.0,0.01184980114126511,0.0,0.0,0.0,0.0,0.012068946071524134,0.002237955966411405
herb,0.0,0.0,0.0,0.0012329501574879647,0.0,0.0,0.0,0.0,0.0,0.001166392974552698,0.0,0.0,0.0,0.000796387197945605,0.0010165630026533691,0.00028081955550930915
eucalyptus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allspice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.0,0.005840262771867389,0.0,0.0,0.0,0.0,0.0,0.005345362859873864,0.0,0.0,0.0,0.005077019196286523,0.005046737914053104,0.0014206255161387253
gentianella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir,0.0,0.0,0.0,0.00048666160171852846,0.0,0.0,0.0,0.00044678083201335055,0.0,0.00048389215462400764,0.0,0.0,0.0,0.0,0.0004486318135737188,0.00012439776012864036
cactus,0.0,0.0,0.0,0.002506972123791754,0.0,0.0,0.0,0.0,0.0,0.0026027985484288647,0.0,0.0,0.0,0.0,0.002435311941574826,0.000503005507586363
lemongrass,0.0,0.0,0.0,0.012388737713558319,0.0,0.0,0.0,0.01134640240403064,0.0,0.011991563132723407,0.0,0.0,0.0,0.0,0.011209359968007187,0.0031290708812213037
willow,0.0,0.0,0.0,0.0005951752682606086,0.0,0.0,0.0,0.0,0.0,0.0006264971556005501,0.0,0.0,0.0,0.0,0.0005794644908333154,0.00012007579431296494
vanilla,0.0,0.0,0.0,0.010965801690513682,0.0,0.0,0.0,0.0,0.0,0.011017065937089454,0.0,0.0,0.0,0.010057874102505401,0.0106841220955157,0.002848324255041616
bus,0.0,0.0,0.0,0.0,0.0,0.00041399831723970093,0.0,0.0,0.0,0.00039680977640701667,0.0,0.0,0.00046999947411210735,0.0,0.0004004994822947412,0.00011208713667023773
cannon,0.0,0.0,0.0,0.0,0.0,0.002103264233702584,0.0,0.0,0.0,0.0019891376575580963,0.0,0.0,0.0,0.0,0.0018513499005252015,0.00039625011945239216
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0025536783797388608,0.0,0.0,0.0017173491088518008,0.0,0.0,0.0023908381380194276,0.0,0.0016184954346667281,0.0005520240707517878
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0043558315286392185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292785910514224,0.0004855793755854306
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.2892321239475735,0.0,0.0,0.20761481887413644,0.0,0.0,0.0,0.0,0.20264212289321842,0.04663260438099523
lemonade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14161738744321536,0.0,0.0,0.0,0.0,0.0,0.13395089251811598,0.14039698540739673,0.02773101769124854
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056618802395505645,0.0,0.0,0.0,0.0,0.0,0.0,0.005281110606139476,0.0007295327230460027
champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025234084893163367,0.0,0.0,0.0,0.0,0.0,0.024535069489307986,0.02638678035339106,0.0050770623157241615
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010470859495850813,0.0,0.0010576182163243928,0.0,0.0,0.0,0.0,0.001059818960112506,0.00021096820840146535
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18002734276809734,0.0,0.0,0.0,0.0,0.0,0.18213862598275735,0.16711030562111726,0.035285084958131464
beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39502629244729615,0.0,0.0,0.0,0.0,0.0,0.38144447242469415,0.3937821441535974,0.07801686060170585
chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013074581644782363,0.0,0.0,0.0,0.0,0.0,0.012082081143311394,0.013158779334889247,0.002554362808198867
water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003217463417458215,0.0,0.0032816900009375737,0.0,0.0,0.0,0.0025659274486757927,0.0031783664806128223,0.0008162298231789602
milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007406398774469387,0.0,0.0,0.0,0.0,0.0,0.007400408018456577,0.00799799185700793,0.0015203199099955928
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010735737309247914,0.0,0.0012906076630840157,0.0,0.0,0.0,0.0,0.0012151198986500157,0.00023862008617725486
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017089072476894629,0.0,0.0,0.0,0.0,0.0017295090792887554,0.00022922775513188124
corncob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004993796478142212,0.0,0.0,0.0,0.005641278887868811,0.005101648499677503,0.0010491149243792351
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010745318155138569,0.0,0.0,0.0,0.009764537211893909,0.010471396660877836,0.0020654168018606877
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00402088709067669,0.0,0.0,0.0,0.0,0.00379968329462409,0.0005213713590200519
seaweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003997345954248399,0.0,0.0,0.0,0.0,0.0038669810276385896,0.0005242884654591326
brick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004055090486638141,0.0,0.0,0.0,0.0,0.00037959087117877665,5.233999465617272e-05
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009354785484883431,0.0,0.0,0.0,0.0,0.0009066715809407191,0.00012281000862860415
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041797753306311637,0.0,0.0,0.0,0.0,0.00039476842223949845,5.418306368684099e-05
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021436648880857195,0.0,0.0,0.002919313454844033,0.0,0.0020285184216820604,0.00047276645097412085
jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026473010678725083,0.0,0.0,0.0,0.0,0.00024808758255490603,3.418784595614379e-05
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005119157713269395,0.0,0.0,0.0,0.0,0.0004796913514847431,6.610714152077883e-05
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005678551061006852,0.0,0.0,0.0,0.0,0.0005400476027169561,7.386018058784275e-05
miner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunbeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032962003753154124,0.00021974669168769417
photinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crassula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echinocereus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platanthera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thundercloud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colocasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plumeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actinidia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lavandula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yolk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006845720838263537,0.007161138966142258,0.0009337906536270531
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004550904418492579,0.004901245084149059,0.0006301433001761091
