,mammal,animal,no-cat,bird,all,communication,relation,fish,object,food,measure,vehicle,mean
mammal,0.0018072556422122428,0.0016710296892846488,0.0,0.0,0.0015366978857522511,0.0,0.0,0.0,0.00150077780213891,0.0,0.0,0.0,0.0005429800849490044
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.002362623281088901,0.001264561762229893,0.0,0.0,0.0012298867390941853,0.0,0.0,0.0,0.0011915224710209325,0.0,0.0,0.0,0.0005040495211194926
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.004519209887274333,0.003765811944043549,0.0,0.0,0.0036714079196992952,0.0,0.0035330743063820584,0.0,0.0036000340431662343,0.004050355149478901,0.0,0.0,0.0019283244375036975
jade,0.0029744286107366335,0.0018346066350068673,0.0,0.0,0.0018263508906086008,0.0,0.0,0.0,0.0017072614510070558,0.0,0.0,0.0,0.0006952206322799298
lion,0.004582851148384199,0.003406850814210931,0.0,0.0,0.003270593908582992,0.0,0.0,0.0,0.0031625493877669056,0.0,0.0,0.0,0.0012019037715787523
ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.005319167065909885,0.0052090109467749415,0.0,0.0,0.00471369651371859,0.0,0.0,0.0,0.004653064433926863,0.0,0.0,0.0,0.0016579115800275234
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wren,0.0,0.0024182342497509664,0.0,0.002262955835679217,0.0024321817952063464,0.0,0.0,0.0,0.002426755040710424,0.0,0.0,0.0,0.0007950105767789128
flycatcher,0.0,0.0011416828877128364,0.0,0.0013422576544815947,0.0010236581249913573,0.0,0.0,0.0,0.0010204604683359767,0.0,0.0,0.0,0.0003773382612934804
stork,0.0,0.004527114336827909,0.0,0.004606641382845656,0.004231221905983193,0.0,0.0,0.0,0.004219749657573772,0.0,0.0,0.0,0.001465393940269211
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caracara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelican,0.0,0.016418030436645498,0.0,0.016632429339909327,0.015885185642092747,0.0,0.0,0.0,0.015848298428305374,0.0,0.0,0.0,0.005398661987246079
vulture,0.0,0.0047855375339565945,0.0,0.0045524911681983846,0.004645144802535484,0.0,0.0,0.0,0.004517280169488259,0.0,0.0,0.0,0.0015417044728482266
avocet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babbler,0.0,0.0033151807513168764,0.0,0.003704840437288793,0.0033527859587800645,0.0,0.0,0.0,0.0033425660059463644,0.0,0.0,0.0,0.0011429477627776749
kite,0.0,0.06137705776928506,0.0,0.06117800396057256,0.059874289499878705,0.08140568123675598,0.0,0.0,0.05973818083765895,0.0,0.0,0.0,0.026964434442012606
nightingale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tit,0.0,0.0018311173909325898,0.0,0.0017308426415118291,0.0017189129149908365,0.0,0.0,0.0,0.0017139714979017347,0.0,0.0,0.0,0.0005829037037780825
gallinule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
towhee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellowhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
titmouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merganser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hawk,0.0,0.009806362609133042,0.0,0.008464773823359587,0.009704409055528843,0.0,0.0,0.0,0.009683638050249169,0.0,0.0,0.0,0.003138265294855887
chinook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flicker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marabou,0.0,0.013015979575122618,0.0,0.011312335449880109,0.011965444515677404,0.0,0.012060989827529262,0.0,0.011943289743325636,0.0,0.0,0.0,0.005024836592627919
pigeon,0.0,0.007503049851948894,0.0,0.007716718555877422,0.007608904982943923,0.0,0.0,0.0,0.007592169729717522,0.0,0.0,0.0,0.002535070260040647
ouzel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seagull,0.0,0.00445612818653607,0.0,0.004975935693317882,0.0043199297735509404,0.0,0.0,0.0,0.004298742556733275,0.0,0.0,0.0,0.001504228017511514
albatross,0.0,0.0043844245982143405,0.0,0.004611326575969899,0.004986713056680777,0.0,0.0,0.0,0.0049758552800505,0.0,0.0,0.0,0.0015798599592429597
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fowl,0.0,0.0016315555917074352,0.0,0.0013794037607019114,0.0015474097766757556,0.0,0.0,0.0,0.0015434133278975429,0.001728842759295732,0.0,0.0,0.0006525521013565315
goldcrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.004138174565152524,0.0,0.004001675743782043,0.0038774489335133087,0.0,0.0,0.0,0.003867066582574205,0.0,0.0,0.0,0.0013236971520851732
skylark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,0.0,0.004726036183581459,0.0,0.004673290467162858,0.004184020734278686,0.0,0.0,0.0,0.00417399965620928,0.0,0.0,0.0,0.0014797789201026902
moorcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0,0.0008385097330020351,0.0,0.0009649644534780967,0.0008285221891037384,0.0,0.0,0.0,0.0008263222517344091,0.0,0.0,0.0,0.0002881932189431899
nuthatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butterfly,0.0,0.0036736567615014417,0.0,0.0,0.003270222020636364,0.0,0.0,0.0,0.003258992885963869,0.0,0.0,0.0,0.0008502393056751396
loon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.0,0.0034371818925320965,0.0,0.003507242446859839,0.003373550131822028,0.0,0.0,0.0,0.0033581601948424623,0.003928818937770803,0.003237260134601458,0.0,0.0017368511448690573
robin,0.0,0.0061059282002950185,0.0,0.004525298615464432,0.006435665643489846,0.0,0.0,0.0,0.006425168061496156,0.0,0.0,0.0,0.001957671710062121
pheasant,0.0,0.002536740888626538,0.0,0.0022995757311720408,0.002374266669077795,0.0,0.0,0.0,0.0023692861200243567,0.0027242287348075247,0.0,0.0,0.001025341511975688
woodpecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quail,0.0,0.0023270038984672223,0.0,0.002147516859926981,0.0021274005997654493,0.0,0.0,0.0,0.002121633904575168,0.0025576508662794265,0.0,0.0,0.0009401005107511872
puffin,0.0,0.009023037373035411,0.0,0.008770978148290974,0.008801706789191474,0.0,0.0,0.0,0.008768061330056877,0.0,0.0,0.0,0.0029469819700478944
whitethroat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.0,0.008408771269152251,0.0,0.008060560215694642,0.008811875459323656,0.0,0.0,0.0,0.008612914256000798,0.0,0.0,0.0,0.002824510100014279
chick,0.0,0.0016762525012981473,0.0024789398915183447,0.0017104739659734546,0.0014657855457328945,0.0,0.0,0.0,0.001437124062258992,0.0,0.0,0.0,0.000730714663898486
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0,0.0005063567346243264,0.0,0.0,0.00047194032999492685,0.0,0.0,0.001136315236296037,0.0004621333856316735,0.0006096616192043776,0.0,0.0,0.00026553394214594506
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunfish,0.0,0.00144905399738039,0.0,0.0,0.0012804228896466797,0.0,0.0,0.0036464719589079484,0.0012580273617085914,0.0017909093335421703,0.0,0.0,0.0007854071284321483
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0,0.004780868686405301,0.0,0.004713740867238508,0.004633430078959298,0.0,0.0,0.0,0.004543119571844325,0.0,0.0,0.0,0.0015559299337039526
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emu,0.0,0.003013103969081206,0.0,0.0029391761026204026,0.0032047686398215627,0.0,0.0,0.0,0.003127430455903161,0.0,0.0037428631422588487,0.0,0.0013356118591404318
minnow,0.0,0.003432079822052064,0.0,0.0,0.003680261065919806,0.0,0.0,0.007093487619364092,0.0035174894984127915,0.0,0.0,0.0,0.0014769431671457294
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.002717142587793871,0.0031357383395843753,0.0,0.00257041860295063,0.0,0.0,0.0,0.0025157780458087277,0.0,0.0,0.0,0.0009115897980114671
shark,0.0,0.0007419368773427759,0.0,0.0,0.0007526908171697604,0.0,0.0,0.0013286548151063558,0.0007371438856170655,0.0,0.0,0.0,0.00029670219960299644
ostrich,0.0,0.01104477343580714,0.0,0.011070636524021142,0.010583364789690198,0.0,0.0,0.0,0.010247871258811027,0.0,0.0,0.0,0.0035788871673607925
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0,0.001833163542454608,0.0,0.0017046774089501328,0.001974620757831942,0.0,0.0025937169060967474,0.0,0.0019105774013246115,0.0,0.00269959552219835,0.0,0.001059695961571366
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0035015232059065747,0.004087567963277568,0.0,0.003225799085698391,0.0,0.0,0.0,0.0031802426696469726,0.0,0.0,0.0,0.0011662610770441257
steamer,0.0,0.0024981855066314386,0.0,0.0,0.0024805753397370784,0.0,0.0,0.0,0.002449226675881982,0.0027375258028727784,0.0,0.00221343498603788,0.0010315790259300965
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.02759814271793504,0.0,0.025634107811292373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004436020877435618
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.010390350309152996,0.0,0.009522143197012426,0.013342658303769276,0.0,0.0,0.00950039575487028,0.0,0.0,0.009567282296835854,0.004360235821803403
arrow,0.0,0.0,0.011783417865510449,0.0,0.011135543561178156,0.013452198114338757,0.0,0.0,0.011116748889191322,0.0,0.0,0.0,0.0039573257025182235
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.05055211807858225,0.0,0.04544204558957279,0.0,0.0,0.0,0.045330812988433535,0.0,0.0,0.04715393441697918,0.015706575922797315
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twinjet,0.0,0.0,0.0,0.0,0.02974005528503822,0.0,0.0,0.0,0.02965740324092739,0.0,0.0,0.030151441280087114,0.0074624083171710605
autogyro,0.0,0.0,0.0,0.0,0.05010154982056939,0.0,0.0,0.0,0.049967593162220214,0.0,0.0,0.03083588434070263,0.010908752276957687
bomber,0.0,0.0,0.0,0.0,0.019661175053572615,0.0,0.0,0.0,0.019604808382354486,0.02247763808884149,0.0,0.021274731923903327,0.00691819612072266
balloon,0.0,0.0,0.0,0.0,0.03228865223019757,0.0,0.0,0.0,0.0321584149758241,0.0,0.0,0.033026381318806204,0.008122787377068988
jet,0.0,0.0,0.0,0.0,0.04048733154710267,0.0,0.04248724592703546,0.0,0.04043308045973901,0.0,0.0,0.04417547298984926,0.013965260910310534
airship,0.0,0.0,0.0,0.0,0.03946125147164018,0.0,0.0,0.0,0.03936797950014768,0.0,0.0,0.044231421920587204,0.010255054407697922
helicopter,0.0,0.0,0.0,0.0,0.04158079015516057,0.0,0.0,0.0,0.04144764719369735,0.0,0.0,0.044074400000063456,0.010591903112410116
craft,0.0,0.0,0.0,0.0,0.01640672376326454,0.0,0.0,0.0,0.01637707355924688,0.0,0.0,0.01761215736364536,0.004199662890513065
wing,0.0,0.0,0.0,0.0,0.013255110959259042,0.0,0.0,0.0,0.013221140414676109,0.0,0.01154963065475569,0.0,0.003168823502390904
machine,0.0,0.0,0.0,0.0,0.0029268347001062548,0.0,0.0,0.0,0.002920744342093069,0.0,0.0,0.003163184274789996,0.0007508969430824433
truck,0.0,0.0,0.0,0.0,0.0017672425615242828,0.0,0.0,0.0,0.001718358707885452,0.0,0.0,0.0017834753512922718,0.00043908971839183385
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.00036950050880099996,0.0,0.0,0.0,0.0003533216405675659,0.0,0.0,0.00032868117534649117,8.762527705958808e-05
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schooner,0.0,0.0,0.0,0.0,0.0023742822577434725,0.0,0.0,0.0,0.00233925383575964,0.0,0.0,0.0021337501993751212,0.0005706071910731861
van,0.0,0.0,0.0,0.0,0.0004083661471348846,0.0,0.0,0.0,0.0003966511506061892,0.0,0.0,0.0004045717712246549,0.00010079908908047738
tower,0.0,0.0,0.0,0.0,0.0027509964552734113,0.0,0.0,0.0,0.0026905217677559816,0.0,0.0,0.002666417380815287,0.0006756613003203899
tractor,0.0,0.0,0.0,0.0,0.0005778032849795293,0.0,0.0,0.0,0.000565779983583833,0.0,0.0,0.000638695783967029,0.0001485232543775326
car,0.0,0.0,0.0,0.0,0.002648718288773552,0.0,0.0,0.0,0.002597228577301422,0.0,0.0,0.0026669107797667384,0.0006594048038201427
heap,0.0,0.0,0.0,0.0,0.0020218870915760107,0.002548190337988062,0.0,0.0,0.0019804762805520912,0.0,0.0030694991441979767,0.0019011830286304507,0.0009601029902453827
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0016931637477856669,0.0,0.0,0.0,0.0016610533890651007,0.0,0.0,0.0016143077304581258,0.00041404373894240776
sloop,0.0,0.0,0.0,0.0,0.0068504202944465135,0.0,0.0,0.0,0.006779862749052145,0.0,0.0,0.0063521477055958715,0.0016652025624245444
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrier,0.0,0.0,0.0,0.0,0.005814614222539089,0.0,0.005593624483466503,0.0,0.005754149432942613,0.0,0.0,0.0063754705111364164,0.001961488220840385
clarence,0.0,0.0,0.0,0.0,0.001764063897158311,0.0,0.0,0.0,0.001727789247496074,0.0,0.0,0.0016735308086503955,0.00043044866277539836
bark,0.0,0.0,0.0,0.0,0.00038964283527552767,0.0,0.0,0.0,0.0003822876240447262,0.0,0.0,0.0003497197366994303,9.347084966830701e-05
submarine,0.0,0.0,0.0,0.0,0.0007022833089578712,0.0,0.0,0.0,0.0006915161802706333,0.000707828581438754,0.0,0.0007472741268467572,0.0002374085164595013
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.002992803182879144,0.0,0.0,0.0,0.002924083555945461,0.0,0.0,0.0032363976797290966,0.0007627737015461418
junk,0.0,0.0,0.0,0.0,0.0017946993333346943,0.0,0.0017459756814572232,0.0,0.0017471065241732014,0.0,0.0,0.0017088281608037448,0.0005830508083140719
interceptor,0.0,0.0,0.0,0.0,0.00633923954397831,0.0,0.0,0.0,0.006223645780181332,0.0,0.0,0.006881006752563049,0.001620324339726891
boat,0.0,0.0,0.0,0.0,0.00393160765915349,0.0,0.0,0.0,0.0038479745357487775,0.0,0.0,0.004167145884948713,0.000995560673320915
shell,0.0,0.0,0.0,0.0,0.0012463258673606724,0.0,0.0013485875517457754,0.0,0.0012132406502555336,0.0,0.0,0.0012220570552168156,0.0004191842603815665
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferry,0.0,0.0,0.0,0.0,0.0023352065546644067,0.0,0.0,0.0,0.0022861118109706226,0.0,0.0,0.0023934502315011113,0.000584564049761345
ship,0.0,0.0,0.0,0.0,0.006593400187665242,0.0,0.0,0.0,0.006496098932811676,0.0,0.0,0.006500721753562845,0.0016325184061699801
cart,0.0,0.0,0.0,0.0,0.000751159430569803,0.0,0.0,0.0,0.0007333184809485829,0.0,0.0,0.000732191501562603,0.0001847224510900824
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
