,mammal,animal,no-cat,bird,all,communication,relation,fish,object,food,measure,vehicle,mean
stock,0.0004325853468368676,0.0002550987657094575,0.00039622703890172686,0.0,0.0002828731024126887,0.0003143923150700713,0.0004410220293353575,0.0,0.0002745218487963615,0.00023816062585390707,0.0,0.0,0.0002195734227430365
mammal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.020960755793091135,0.01330534028243225,0.0,0.0,0.01451213971147509,0.0,0.0,0.0,0.01423798723778248,0.0,0.0,0.0,0.005251351918731746
rabbit,0.0006456014124677618,0.00047853757064758373,0.0,0.0,0.0004908357702378187,0.0,0.0006499252064240267,0.0,0.00047919472598641227,0.0005104597613936024,0.0,0.0,0.00027121287059643376
jade,0.0029744286107366335,0.0016319182972456487,0.0,0.0,0.0017091722195033965,0.0,0.0,0.0,0.0015907557300154666,0.0,0.0,0.0,0.0006588562381250954
lion,0.0035644397820765988,0.0023570245108237363,0.0,0.0,0.002380585361042601,0.0,0.0,0.0,0.002291903400134181,0.0,0.0,0.0,0.0008828294211730932
ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.00026595835329549426,0.00023167582936826906,0.0,0.0,0.00022056328753269105,0.0,0.0,0.0,0.00021677666610565735,0.0,0.0,0.0,7.79145113585093e-05
chow,0.0012006977658687757,0.0006368660202076379,0.0,0.0,0.0006696828619046292,0.0,0.0,0.0,0.0006427173888983121,0.0007076390621953209,0.0,0.0,0.00032146692492288965
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wren,0.0,0.0028735966616701505,0.0,0.0027261561107478367,0.0026970077587085283,0.0,0.0,0.0,0.0027252493028362443,0.0,0.0,0.0,0.0009185008194968966
flycatcher,0.0,0.001356665978556626,0.0,0.0016170019093036177,0.0011351182345037195,0.0,0.0,0.0,0.0011459785323410464,0.0,0.0,0.0,0.00043789705455875077
stork,0.0,0.002689793316476155,0.0,0.002774783174701063,0.0023459673803466643,0.0,0.0,0.0,0.0023693923819109192,0.0,0.0,0.0,0.0008483280211195668
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caracara,0.0,0.01058461577909563,0.0,0.011508888801091252,0.017455494074980357,0.0,0.0,0.0,0.017646741877545433,0.0,0.0,0.0,0.00476631171105939
pelican,0.0,0.016722519437644093,0.0,0.01717447779707591,0.015098425740221808,0.0,0.0,0.0,0.015255138246634336,0.0,0.0,0.0,0.005354213435131345
vulture,0.0,0.005686671869481232,0.0,0.00548433222674208,0.0051509272857212214,0.0,0.0,0.0,0.005072911944589986,0.0,0.0,0.0,0.0017829036105445433
avocet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babbler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kite,0.0,0.02214085576786468,0.0,0.022373340955264682,0.02015521473935333,0.018794446793410382,0.0,0.0,0.02036541124832758,0.0,0.0,0.0,0.008652439125351722
nightingale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallinule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
towhee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellowhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
titmouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merganser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hawk,0.0,0.02395325895804726,0.0,0.020961348606055936,0.022119967051280047,0.0,0.0,0.0,0.022353630302785657,0.0,0.0,0.0,0.007449017076514075
chinook,0.0,0.0037029743942723656,0.0,0.0,0.003385157978796498,0.0,0.0,0.00550448137774548,0.0034213420994552743,0.003916758244251238,0.0,0.0,0.0016608928412100716
flicker,0.0,0.0061046139083873446,0.0,0.005222619256971423,0.006384753783269863,0.0,0.0,0.0,0.00645296607949597,0.0,0.0,0.0,0.00201374608567705
marabou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pigeon,0.0,0.00713272140914402,0.0,0.007436991606939529,0.006749915097538081,0.0,0.0,0.0,0.006820813775046707,0.0,0.0,0.0,0.0023450368240556948
ouzel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seagull,0.0,0.0026476167646130645,0.0,0.002997225417118069,0.002395150752979466,0.0,0.0,0.0,0.0024137469499971214,0.0,0.0,0.0,0.0008711449903923101
albatross,0.0,0.007815041836871692,0.0,0.00833281581915697,0.008294530345652149,0.0,0.0,0.0,0.008381838652121576,0.0,0.0,0.0,0.0027353522211501988
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fowl,0.0,0.0019387835161720063,0.0,0.0016617513838034638,0.0017158981215225626,0.0,0.0,0.0,0.0017332553246122446,0.0016085765764733578,0.0,0.0,0.0007215220768819696
goldcrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0013411112919258662,0.0,0.0013147558375733181,0.0011726295084624125,0.0,0.0,0.0,0.0011843785029864238,0.0,0.0,0.0,0.00041773959507900173
skylark,0.0,0.004721194091870489,0.0,0.004431373548522107,0.004664293327327149,0.0,0.0,0.0,0.004711053716556694,0.0,0.0,0.0,0.0015439928903563701
owl,0.0,0.00561596619577718,0.0,0.005629857712416089,0.00463959413115729,0.0,0.0,0.0,0.004687407448340158,0.0,0.0,0.0,0.0017144021239742264
moorcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0,0.003985616810746461,0.0,0.004649925022887922,0.0036749403793401537,0.0,0.0,0.0,0.0037118441749242697,0.0,0.0,0.0,0.0013351938656582338
nuthatch,0.0,0.0036948301309132213,0.0,0.0040884878031889615,0.0031150629634840296,0.0,0.0,0.0,0.0031453696860821913,0.0,0.0,0.0,0.0011703125486390337
butterfly,0.0,0.001455139951400442,0.0,0.0,0.0012087657509455044,0.0,0.0,0.0,0.0012199511887860022,0.0,0.0,0.0,0.00032365474092766237
loon,0.0,0.004017295903892605,0.0,0.003633888799070378,0.0036466799904869415,0.0,0.0,0.0,0.003678550047560457,0.0,0.0,0.0,0.001248034561750865
snowbird,0.0,0.11423030386655118,0.0,0.09167346533859252,0.11811422967531071,0.0,0.0,0.0,0.1193420900816731,0.0,0.0,0.0,0.036946674080177294
duck,0.0,0.0022691199426814277,0.0,0.0023472963687658443,0.00207826453000819,0.0,0.0,0.0,0.0020951214404693005,0.0020308402133040176,0.0021379106681667127,0.0,0.0010798794302829577
robin,0.0,0.0005374590340213704,0.0,0.0004038202726160251,0.0005286227707203128,0.0,0.0,0.0,0.000534479460308203,0.0,0.0,0.0,0.0001670317948054926
pheasant,0.0,0.0030144185369263047,0.0,0.0027702716654125366,0.0026327865952974956,0.0,0.0,0.0,0.0026607116245757276,0.0025347189663171895,0.0,0.0,0.0011344089490441045
woodpecker,0.0,0.001059189285528615,0.0,0.001147242817347419,0.0009576604573485167,0.0,0.0,0.0,0.0009626412111146908,0.0,0.0,0.0,0.0003438944809449368
quail,0.0,0.002765187299376584,0.0,0.002587088143002469,0.002359040732381526,0.0,0.0,0.0,0.0023825978404579972,0.0023797290136263432,0.0,0.0,0.0010394702524037433
puffin,0.0,0.005361054264273555,0.0,0.0052831467806843824,0.004880036423904114,0.0,0.0,0.0,0.0049232725648254375,0.0,0.0,0.0,0.0017039591694739573
whitethroat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chick,0.0,0.00037276480356536923,0.0006197349728795862,0.00038657732858305506,0.000342935186688228,0.0,0.0,0.0,0.0003347632161777411,0.0,0.0,0.0,0.00017139795899116493
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0,0.0012150502047220872,0.0,0.001217524090374586,0.0012388997743597698,0.0,0.0,0.0,0.0012094546397337618,0.0,0.0,0.0,0.0004067440590991838
haddock,0.0,0.0013287711399999982,0.0,0.0,0.0014052351512539548,0.0,0.0,0.0022758804320159812,0.0013742292982571276,0.001461356233629138,0.0,0.0,0.0006537893545963499
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emu,0.0,0.001340107302792105,0.0,0.0013285426947021817,0.0014995753437318433,0.0,0.0,0.0,0.0014570052861611403,0.0,0.0018714315711294244,0.0,0.0006247218498763913
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0007786682549428084,0.001021891990819392,0.0,0.0007547079549891263,0.0,0.0,0.0,0.0007408047031397095,0.0,0.0,0.0,0.0002746727419909197
steamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.011226363139499,0.0,0.011562815579761528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018990982266050439
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.017002391414977627,0.0,0.01727828727818328,0.016604894541405988,0.0,0.0,0.017458294438429292,0.0,0.0,0.016543567789902583,0.007073952955241564
arrow,0.0,0.0,0.013550930545337016,0.0,0.014200231478294679,0.011765354912826457,0.0,0.0,0.014356743222787747,0.0,0.0,0.0,0.004489438346603825
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.04399906573506233,0.0,0.04385793035020971,0.0,0.0,0.0,0.04430756700783355,0.0,0.0,0.04336933869809923,0.014627825149267068
fryer,0.0,0.0,0.0,0.005557183480070955,0.005965241667499745,0.0,0.0,0.0,0.0,0.005696508544679989,0.0,0.0,0.0014349111410208908
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.11111362551575514,0.0,0.0,0.0,0.11222735393176002,0.0,0.0,0.06516991739101836,0.02404257473654446
bomber,0.0,0.0,0.0,0.0,0.016527295827743843,0.0,0.0,0.0,0.016689720632232233,0.01585415456237913,0.0,0.017042410879171584,0.005509465158460566
balloon,0.0,0.0,0.0,0.0,0.07160874713783158,0.0,0.0,0.0,0.07222788993777225,0.0,0.0,0.06979941027440724,0.017803003945834256
jet,0.0,0.0,0.0,0.0,0.03963453709343055,0.0,0.04198904454597984,0.0,0.040085342685332356,0.0,0.0,0.04121074340064087,0.0135766389771153
airship,0.0,0.0,0.0,0.0,0.05505033040157702,0.0,0.0,0.0,0.05561940465425901,0.0,0.0,0.058802336218722745,0.01412267260621323
helicopter,0.0,0.0,0.0,0.0,0.07610104088541329,0.0,0.0,0.0,0.07682310849308811,0.0,0.0,0.07687035244070699,0.019149541818267366
craft,0.0,0.0,0.0,0.0,0.009356479903775838,0.0,0.0,0.0,0.009458473628010498,0.0,0.0,0.009571451096263416,0.002365533719004146
wing,0.0,0.0,0.0,0.0,0.025129491792586427,0.0,0.0,0.0,0.02538419470349068,0.0,0.02347289911998265,0.0,0.006165548801338314
machine,0.0,0.0,0.0,0.0,0.0032455205076371424,0.0,0.0,0.0,0.003279999978787249,0.0,0.0,0.0033426065489635818,0.0008223439196156646
truck,0.0,0.0,0.0,0.0,0.0007087955488916686,0.0,0.0,0.0,0.000686183869623073,0.0,0.0,0.00082552694891945,0.00018504219728618265
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0013831734262731718,0.0,0.0,0.0,0.0013168420664328533,0.0,0.0,0.0014199588263301788,0.000343331193253017
trailer,0.0,0.0,0.0,0.0,0.00029499493992460134,0.00034025479711221083,0.0,0.0,0.00028292010962434317,0.0,0.0,0.0003514788750112683,0.00010580406013936863
schooner,0.0,0.0,0.0,0.0,0.0007406494369112658,0.0,0.0,0.0,0.0007265400467320158,0.0,0.0,0.0007681804476106848,0.0001862808276044972
van,0.0,0.0,0.0,0.0,0.00038216537559000784,0.0,0.0,0.0,0.0003695831650576029,0.0,0.0,0.00043695479124175477,9.905861099078046e-05
tower,0.0,0.0,0.0,0.0,0.004462453711335052,0.0,0.0,0.0,0.004345322966316561,0.0,0.0,0.0049917307227901045,0.0011499589500368098
tractor,0.0,0.0,0.0,0.0,0.0005407314268594497,0.0,0.0,0.0,0.0005271704285732856,0.0,0.0,0.000689818723895422,0.00014647671494401313
car,0.0,0.0,0.0,0.0,0.0014872659157913772,0.0,0.0,0.0,0.0014519942118057278,0.0,0.0,0.001728226523821806,0.0003889572209515759
heap,0.0,0.0,0.0,0.0,0.0009460814090173726,0.001274095168994031,0.0,0.0,0.0009226630137960451,0.0,0.0015347495720989884,0.0010266794330125032,0.0004753557164099117
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0015845303636154884,0.0,0.0,0.0,0.0015477009657532525,0.0,0.0,0.0017435212922223154,0.00040631271846592134
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrier,0.0,0.0,0.0,0.0,0.014510796214676899,0.0,0.019207493246365785,0.0,0.014297276965859605,0.0,0.0,0.01836208115610816,0.005531470631917537
clarence,0.0,0.0,0.0,0.0,0.002201175412644576,0.0,0.0,0.0,0.0021465102442997227,0.0,0.0,0.0024099796612664748,0.0005631387765175645
bark,0.0,0.0,0.0,0.0,0.0007292867027973443,0.0,0.0,0.0,0.0007123996481083007,0.0,0.0,0.0007554245027034579,0.0001830925711340919
submarine,0.0,0.0,0.0,0.0,0.00021907493754604236,0.0,0.0,0.0,0.00021477540840137986,0.00020814850123673616,0.0,0.0002690293237779831,7.591901424684512e-05
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.008402354802007106,0.0,0.0,0.0,0.0081736209804078,0.0,0.0,0.010486343139368894,0.0022551932434819832
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interceptor,0.0,0.0,0.0,0.0,0.009492022307047097,0.0,0.0,0.0,0.009278297878108998,0.0,0.0,0.011890849863292932,0.002555097504037419
boat,0.0,0.0,0.0,0.0,0.0018396778580628242,0.0,0.0,0.0,0.0017926918979179467,0.0,0.0,0.0022503477624253214,0.0004902264598671744
shell,0.0,0.0,0.0,0.0,0.0006998169606602225,0.0,0.001041931208108804,0.0,0.0006782685271116233,0.0,0.0,0.0007919242865087507,0.00026766174853245004
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferry,0.0,0.0,0.0,0.0,0.008013058917309298,0.0,0.0,0.0,0.007810383517364726,0.0,0.0,0.009478437718611813,0.00210849001277382
ship,0.0,0.0,0.0,0.0,0.004434951740513845,0.0,0.0,0.0,0.004350447680086335,0.0,0.0,0.00504638480827051,0.0011526486857392241
cart,0.0,0.0,0.0,0.0,0.002811860169367722,0.0,0.0,0.0,0.00273310353210892,0.0,0.0,0.003163192367532904,0.0007256796724174622
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
