,animal,tool,plant,vegetable,used_in_cooking,mammal,no-cat,measure,relation,object,weapon,bird,communication,vehicle,food,all,cutlery,mean
opener,0.0,0.0045112963355933055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004448385458572193,0.0,0.0,0.0,0.0,0.0,0.004446965167703715,0.0,0.0007886262918746596
cutlery,0.0,0.04832396456766221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04690723121922395,0.0,0.0,0.0,0.0,0.0,0.04605279559404965,0.0518136160163581,0.011358682788076113
slicer,0.0,0.023595360318633383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027591928345391845,0.0,0.0,0.0,0.0,0.0,0.027621684193882695,0.022897620921049803,0.0059827408105269245
cutter,0.0,0.0010184608699969813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009854663584818407,0.0,0.0,0.0,0.0010722727618535668,0.0,0.0009864508461406892,0.0010377776490625794,0.0003000252050315093
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.012130559893199194,0.0,0.0,0.0,0.0,0.0,0.01223680034639585,0.0,0.011668597168130084,0.0,0.0,0.011285421100400407,0.0,0.0,0.011656167307375868,0.0,0.003469267400911847
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.00034089570983722515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002671601238782349,0.0,0.0,0.0,0.0,0.0,0.0002524218644244791,0.0,5.0616335184702305e-05
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0030775760156850126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025827445609982705,0.0,0.0,0.0,0.0,0.0,0.002470630800528634,0.0,0.00047829125748305397
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.004326179932375875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003925946410410206,0.0,0.0,0.0,0.0,0.0,0.0038397623088957215,0.0,0.0007112875677459884
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.004972507051861913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004393792922647727,0.0,0.0,0.0,0.0,0.0,0.0042949436102139825,0.0,0.000803602563807272
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.011186662409536124,0.0,0.0,0.0,0.0,0.0,0.012637390955046427,0.011995669416246024,0.0070855360996234336,0.0,0.0,0.014587016091208434,0.0,0.0,0.007176625160618945,0.0,0.003804052948957611
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0004131313702468676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002681679882347561,0.0,0.0,0.0,0.0,0.0,0.00025741542413753194,0.0004600185331940183,8.22784303419514e-05
gutter,0.0,0.004528893444822587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004407587685580853,0.0,0.0,0.0,0.0,0.0,0.004315009837974632,0.0,0.0007794994687281219
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0002114099918173779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001637171835953808,0.0,0.0,0.00024706239483793,0.0,0.0,0.0001567901248674512,0.0,4.58223350069494e-05
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.003384339885819707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026669696562785766,0.0,0.0,0.0,0.0,0.0,0.0025546476646767973,0.0,0.0005062327768691224
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0009453219038610967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006926221371060134,0.0,0.0,0.0,0.0011320940496757066,0.0,0.0006561223705767455,0.0009584843900266165,0.00025792028536742226
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0004919390819784842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000419341679068223,0.0,0.0,0.0,0.0,0.0,0.00040768725633802774,0.0,7.758635396380794e-05
lance,0.0,0.0003343821477231954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002522816708750422,0.0004860477623284957,0.0,0.0,0.0,0.0,0.00024367697209652287,0.00035109120984585254,9.808704487465346e-05
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lettuce,0.0,0.0,0.020680591031860825,0.020680591031860825,0.0,0.0,0.0,0.015057662642655801,0.0,0.014000596428378908,0.0,0.0,0.0,0.0,0.017480335013492936,0.013979356929648197,0.0,0.005992890181052792
almond,0.0,0.0,0.004688425820715848,0.0,0.0,0.0,0.0047919498591115104,0.0,0.0,0.003958253305473958,0.0,0.0,0.0,0.0,0.0,0.003956111026527724,0.0,0.0010232200006958258
spinach,0.0,0.0,0.017724892173610025,0.017724892173610025,0.0,0.0,0.0,0.0,0.0,0.01244116152201862,0.0,0.0,0.0,0.0,0.014518182497892346,0.012434404897123006,0.0,0.004402560780250237
pea,0.0,0.0,0.0070967741128199514,0.0070967741128199514,0.0,0.0,0.007133395076197017,0.0,0.0,0.00495381447267608,0.0,0.0,0.0,0.0,0.005855813126244964,0.004963896626948522,0.0,0.002182380442806264
cabbage,0.0,0.0,0.008572586995515179,0.008572586995515179,0.0,0.0,0.0,0.006380976500028432,0.0,0.005949466881260955,0.0,0.0,0.0,0.0,0.007042103315670633,0.005961208687423686,0.0,0.002498760551494945
mustard,0.0,0.0,0.012880771577586736,0.012880771577586736,0.0,0.0,0.0,0.0,0.0,0.009546382446190835,0.0,0.0,0.0,0.0,0.010490604860825665,0.009565283543531101,0.0,0.0032566949415130044
cucumber,0.0,0.0,0.011619148778900865,0.011619148778900865,0.0,0.0,0.0,0.0,0.0,0.00934950930050113,0.0,0.0,0.0,0.0,0.009745416999560868,0.009360111826535573,0.0,0.0030407844520234885
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turnip,0.0,0.0,0.023283583406313327,0.023283583406313327,0.0,0.0,0.0,0.0,0.0,0.017356831751184944,0.0,0.0,0.0,0.0,0.019027425279204,0.0173929557264366,0.0,0.005902610562908952
broccoli,0.0,0.0,0.011653861820962385,0.011653861820962385,0.0,0.0,0.0,0.0,0.0,0.007444824489429621,0.0,0.0,0.0,0.0,0.009528717089890774,0.007464429284085164,0.0,0.002808570265019431
radish,0.0,0.0,0.01584992852757264,0.01584992852757264,0.0,0.0,0.0,0.0,0.0,0.011740660696001432,0.0,0.0,0.0,0.0,0.01288767668369068,0.011768511898989963,0.0,0.004005688607872197
rhubarb,0.0,0.0,0.014416149768073275,0.014416149768073275,0.0,0.0,0.0,0.0,0.0,0.00867012708746098,0.0,0.0,0.0,0.0,0.011664175192959472,0.008697701577997955,0.0,0.0034037825526214683
cheese,0.0,0.0,0.021797910359244128,0.0,0.0,0.0,0.0,0.0,0.0,0.016630329500039398,0.0,0.0,0.0,0.0,0.018217783039559142,0.016659345306850173,0.0,0.004312080482687814
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentil,0.0,0.0,0.010252513088032714,0.010252513088032714,0.0,0.0,0.010275470804577852,0.0,0.0,0.009365953270048227,0.0,0.0,0.0,0.0,0.009084019997537617,0.009345244505313129,0.0,0.003445630279620133
garlic,0.0,0.0,0.007448150346866608,0.0,0.0,0.0,0.0,0.0,0.0,0.004727158727440809,0.0,0.0,0.0,0.0,0.005931672664317589,0.004736570598170154,0.0,0.0013437383727526566
rice,0.0,0.0,0.033921901846685476,0.0,0.0,0.0,0.0,0.0,0.0,0.02707263924982986,0.0,0.0,0.0,0.0,0.02920733539286917,0.027111998755120794,0.0,0.006900816190853253
artichoke,0.0,0.0,0.03833613842153706,0.03833613842153706,0.0,0.0,0.0,0.0,0.0,0.03449382720208995,0.0,0.0,0.0,0.0,0.031246110089680874,0.03456332447605035,0.0,0.010410325800640899
celery,0.0,0.0,0.010037237845664326,0.010037237845664326,0.0,0.0,0.0,0.0,0.0,0.006378363695842217,0.0,0.0,0.0,0.0,0.007999089751583954,0.006393749480770664,0.0,0.0024026869776191465
pineapple,0.0,0.0,0.007880230991963208,0.0,0.0,0.0,0.007927117340631873,0.0,0.0,0.005988266542187748,0.0,0.0,0.0,0.0,0.006844194292510387,0.005999378256582786,0.0,0.0020375992602280004
coconut,0.0,0.0,0.011975469972193174,0.0,0.0,0.0,0.012029704616831465,0.0,0.0,0.009755632437250795,0.0,0.0,0.0,0.0,0.010689937883505234,0.009768083965221204,0.0,0.00318934287500011
carrot,0.0,0.0,0.009975033001279148,0.009975033001279148,0.0,0.0,0.0,0.0,0.0,0.007665071584842771,0.0,0.0,0.0,0.0,0.008196636449803604,0.007676934051772123,0.0,0.0025581592993515765
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.0,0.0,0.011026264861977665,0.011026264861977665,0.0,0.0,0.0,0.0,0.0,0.007931510274847006,0.0,0.0,0.0,0.0,0.008890869184086587,0.007939858602097507,0.0,0.0027538098697050843
tomato,0.0,0.0,0.0059490497219564994,0.0059490497219564994,0.0,0.0,0.0,0.0,0.0,0.0041866914289708694,0.0,0.0,0.0,0.0,0.0054237452908857155,0.004195295582034982,0.0,0.0015119901026943861
vegetable,0.0,0.0,0.04400564217661385,0.04400564217661385,0.0,0.0,0.0,0.0,0.0,0.036235273133262566,0.0,0.0,0.0,0.0,0.035819147478524535,0.03629041126997309,0.0,0.011550359778528701
aubergine,0.0,0.0,0.017645287049395768,0.017645287049395768,0.0,0.0,0.0,0.0,0.0,0.012284867021542502,0.0,0.0,0.0,0.0,0.014392289974429859,0.012316623936178652,0.0,0.004369667942996621
onion,0.0,0.0,0.0034028675752168294,0.0034028675752168294,0.0,0.0,0.0,0.0,0.0,0.002242206127956574,0.0,0.0,0.0,0.0,0.002805453319097954,0.0022482260562902896,0.0,0.0008295070972810869
cauliflower,0.0,0.0,0.004694819975365406,0.004694819975365406,0.0,0.0,0.0,0.0,0.0,0.003199847921118056,0.0,0.0,0.0,0.0,0.004009387818263597,0.0032073681711389255,0.0,0.0011650731683089054
pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.01897959771741569,0.01897959771741569,0.0,0.0,0.0,0.0,0.0,0.015474760015585181,0.0,0.0,0.0,0.0,0.016911821572894052,0.015498135841542174,0.0,0.005049641933226635
corn,0.0,0.0,0.01928642347044641,0.0,0.0,0.0,0.019509839861619995,0.0,0.015559169759985177,0.01488793076822081,0.0,0.0,0.0,0.0,0.01593928093905289,0.01491224451645676,0.0,0.005887934665634238
lime,0.0,0.0,0.006232608141847991,0.0,0.0,0.0,0.006286567504868716,0.0,0.005014298695274011,0.0047138832247135345,0.0,0.0,0.0,0.0,0.005190848683254784,0.004721078631290577,0.0,0.001891722640073507
bean,0.0,0.0,0.009228261215598782,0.009228261215598782,0.0,0.0,0.00940192696484449,0.0,0.0,0.006779500809920408,0.0,0.0,0.0,0.0,0.007446895280598193,0.006790611438904972,0.0,0.002875026877968566
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.0036271271239504224,0.0,0.0,0.0,0.0,0.0,0.0024234322054658124,0.0,0.0,0.0,0.0,0.0030022246459362007,0.0024295344336720975,0.0,0.0006754304946485019
spiciness,0.0,0.0,0.0,0.0,0.06648179084760793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08631369554038827,0.0,0.008987969787529188
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013181345733307427,0.0,0.0,0.0,0.0,0.0,0.0,0.01400101139081009,0.012526707396080906,0.0,0.0023358273247175544
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159764486847345,0.0,0.01997575745019849,0.0,0.0,0.0,0.0,0.0,0.019947556776634866,0.021926269674339034,0.004578001916818053
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033576599693091264,0.0,0.0,0.0,0.0,0.0,0.0,0.0322523706716829,0.029516101106772698,0.0,0.005608533615973345
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02764134674415638,0.0,0.0,0.0,0.0,0.0,0.029967261398177444,0.026991461294710428,0.0,0.004976474672767309
vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00912182701168106,0.0,0.0,0.0,0.0,0.0,0.009769407344018865,0.008558886038551882,0.0,0.0016147129643677533
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007334706058938993,0.0,0.0,0.0,0.0,0.006293771954277023,0.007338642702608557,0.0,0.0012333600421073278
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03581685639877271,0.0,0.0,0.0,0.0,0.0,0.03585469129959037,0.0,0.004215973394021358
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030036078003939724,0.0,0.0,0.0,0.0,0.02673220191756523,0.030094085038404536,0.0,0.005109550879994675
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004312809350383167,0.0,0.0,0.0,0.0,0.0034063523220926413,0.004313162317799469,0.0,0.0007077837641338398
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011851489369968235,0.0,0.0,0.0,0.0,0.0,0.011874034328993659,0.0,0.0013956190411154054
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050936090293472805,0.0,0.0,0.0,0.0,0.04391083302599679,0.050908255016459875,0.0,0.008573834019760557
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05197965655396636,0.0,0.0,0.0,0.0,0.0,0.052063175167989716,0.0,0.006120166571879769
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01278998048604315,0.0,0.0,0.0,0.0,0.0,0.012801358756840605,0.0,0.0015053728966402207
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01993225989419571,0.0,0.0,0.0,0.023865183200183365,0.023701842844446697,0.019977504468229337,0.0,0.005145693553356183
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503332586207591,0.0,0.0,0.0,0.0,0.049082542399241987,0.045107353027947626,0.0,0.008189601252309737
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005912319143414532,0.0,0.0,0.0,0.0,0.0,0.005922080616285783,0.0,0.0006961411623353127
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008523110558604646,0.0,0.0,0.0,0.0,0.008790320812184298,0.00853671397893813,0.0,0.0015205967852780632
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021275548168832058,0.0,0.0,0.0,0.0,0.01996733175194934,0.021310293340003544,0.0,0.0036795984271049964
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012240883637728732,0.0,0.0,0.0,0.0,0.0,0.012256685836699041,0.0,0.0014410334984957512
flannel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004029456687853792,0.004333884411882214,0.0,0.0004919612411609415
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013645217442708565,0.01311382771380559,0.0,0.0015740614797949504
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017670799783563663,0.015726636578788023,0.0,0.0019645550801383345
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024848195464189263,0.025344670272825935,0.0,0.002952521513942071
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02436615377802904,0.021389748697287537,0.0,0.002691523675018622
