,animal,tool,plant,vegetable,used_in_cooking,mammal,no-cat,measure,relation,object,weapon,bird,communication,vehicle,food,all,cutlery,mean
knife,0.0,0.012410385119576652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01217100742153405,0.011686302870172194,0.0,0.0,0.0,0.0,0.012166061630660793,0.013442478294698947,0.0036397785492142728
fork,0.0,0.0024764658240859793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002424069860071813,0.0,0.0,0.0,0.0,0.0,0.0024252283291030514,0.002581673258396402,0.0005827904277445439
pounder,0.0,0.0025009485428325647,0.0,0.0,0.0,0.0,0.0,0.0031761935331544103,0.0,0.0024584499396737747,0.0,0.0,0.0,0.0,0.0,0.0024658664389034064,0.0,0.0006236152032096561
blade,0.0,0.003847031576872182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037930978933647928,0.003682393958601671,0.0,0.0,0.0,0.003295378248937959,0.003792658784928673,0.0,0.0010829741448650163
cleaver,0.0,0.3353231055734845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33335789747966094,0.0,0.0,0.0,0.0,0.0,0.33403146174509896,0.37974594397237926,0.08132108286886022
pestle,0.0,0.0036869168927477565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035284353717582786,0.0,0.0,0.0,0.0,0.0,0.003530333093883958,0.0,0.0006320991387288231
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.0010678162457204458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010857708165436014,0.0,0.0,0.0,0.0,0.0,0.0010855988976052932,0.0,0.00019054035058054946
cutlery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slicer,0.0,0.3350989232040863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40408158216403056,0.0,0.0,0.0,0.0,0.0,0.40458247969184624,0.31601023025140385,0.08586901266537453
cutter,0.0,0.02796388485230335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027902013490518802,0.0,0.0,0.0,0.02414874817240097,0.0,0.027934384382226594,0.02768992841035798,0.007978762312223983
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.005742566198298489,0.0,0.0,0.0,0.0,0.0,0.006118400173197925,0.0,0.005696189052477248,0.0,0.0,0.0056427105502002035,0.0,0.0,0.005691037326350015,0.0,0.0016994649000308167
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.001453961528369771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010971323043730413,0.0,0.0,0.0,0.0,0.0,0.0009711745041934986,0.0,0.00020719225511390063
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.001043575410929637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008065476020837053,0.0,0.0,0.0,0.0,0.0,0.0007134084031417411,0.0,0.00015079596565618138
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.01022103688662896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00691906229134842,0.0,0.0,0.0,0.0,0.0,0.00617926839466834,0.0,0.0013717275042732778
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.004612920465824673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00403061895013716,0.0,0.0,0.0,0.0,0.0,0.0036933005635872433,0.0,0.0007256964693852397
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0017581226266616334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012703787630080365,0.0,0.0,0.0,0.0020620079401738366,0.0,0.0011435565613046375,0.0019207145324001897,0.0004796929660910785
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.001767362115040696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015036463539120706,0.0,0.0,0.0,0.0,0.0,0.0013770398946682575,0.0,0.0002734146096247661
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.00017040168323968177,0.0,0.0,0.0,0.0,0.0,0.00013962828455812824,0.00017136670594637178,0.00010392069685521156,0.0,0.0,0.0002083859441601205,0.0,0.0,9.861262836490168e-05,0.0,5.2489173124965615e-05
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.002202569221201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001376589059306887,0.0,0.0,0.0,0.0,0.0,0.0012379835710672046,0.0025257264700704438,0.00043193343068504916
gutter,0.0,0.00482906989208099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004525101616972186,0.0,0.0,0.0,0.0,0.0,0.004150420516800018,0.0,0.0007943877662266584
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.00022542231094827204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001680821676304232,0.0,0.0,0.00024706239483793,0.0,0.0,0.00015080961006266232,0.0,4.65515578517228e-05
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0017293605247781162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014163339044466182,0.0,0.0,0.0,0.0,0.0,0.0012398977855740882,0.0,0.0002579760126352249
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0002519945324325869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001777721611088104,0.0,0.0,0.0,0.00028302351241892666,0.0,0.00015777390148729006,0.0002631273764375182,6.668773434618424e-05
auger,0.0,0.0006734295928118621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005193325913164046,0.0,0.0,0.0,0.0,0.0,0.0004684339655514065,0.0,9.771742056939256e-05
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0005245449552883709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043052205545977183,0.0,0.0,0.0,0.0,0.0,0.0003921366617178975,0.0,7.924727485094354e-05
lance,0.0,0.00035654509908274445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025900793773060303,0.0004860477623284957,0.0,0.0,0.0,0.0,0.00023438229400093888,0.00038553245059921306,0.00010126562022011737
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lettuce,0.0,0.0,0.03249807162149558,0.03249807162149558,0.0,0.0,0.0,0.02366204129560197,0.0,0.021480130999669507,0.0,0.0,0.0,0.0,0.02746909787834604,0.021450997689712415,0.0,0.00935637712390124
almond,0.0,0.0,0.002344212910357924,0.0,0.0,0.0,0.0023959749295557552,0.0,0.0,0.0019322767613534676,0.0,0.0,0.0,0.0,0.0,0.0019315418975590158,0.0,0.0005061180293427154
spinach,0.0,0.0,0.06203712260763509,0.06203712260763509,0.0,0.0,0.0,0.0,0.0,0.04251329009691589,0.0,0.0,0.0,0.0,0.050813638742623214,0.04249704244463637,0.0,0.015288130382320334
pea,0.0,0.0,0.003041474619779979,0.003041474619779979,0.0,0.0,0.00305716931837015,0.0,0.0,0.0020728061842770627,0.0,0.0,0.0,0.0,0.0025096341969621278,0.0020773592144574166,0.0,0.0009294069502133362
cabbage,0.0,0.0,0.030861313183854645,0.030861313183854645,0.0,0.0,0.0,0.022971515400102355,0.0,0.02091107190756909,0.0,0.0,0.0,0.0,0.02535157193641428,0.02095571501684972,0.0,0.00893602944874381
mustard,0.0,0.0,0.018605558945403063,0.018605558945403063,0.0,0.0,0.0,0.0,0.0,0.013462800658021292,0.0,0.0,0.0,0.0,0.015153095910081515,0.013491627702736205,0.0,0.004665802480096772
cucumber,0.0,0.0,0.01549219837186782,0.01549219837186782,0.0,0.0,0.0,0.0,0.0,0.012170916921988654,0.0,0.0,0.0,0.0,0.012993889332747824,0.012186680665302716,0.0,0.00401975786257499
oregano,0.0,0.0,0.009703603170792429,0.0,0.0,0.0,0.0,0.0,0.0,0.006504770481620453,0.0,0.0,0.0,0.0,0.007745710282414403,0.006534065564733806,0.0,0.0017934205587977114
turnip,0.0,0.0,0.023283583406313327,0.023283583406313327,0.0,0.0,0.0,0.0,0.0,0.01694596078384167,0.0,0.0,0.0,0.0,0.019027425279204,0.01698396353526398,0.0,0.005854383318290371
broccoli,0.0,0.0,0.0038846206069874612,0.0038846206069874612,0.0,0.0,0.0,0.0,0.0,0.002422863528109915,0.0,0.0,0.0,0.0,0.003176239029963591,0.0024296348622671643,0.0,0.0009292928608420938
radish,0.0,0.0,0.01584992852757264,0.01584992852757264,0.0,0.0,0.0,0.0,0.0,0.011462735744802551,0.0,0.0,0.0,0.0,0.01288767668369068,0.011491777481671057,0.0,0.00397306158619468
rhubarb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.08377236138062451,0.0,0.0,0.0,0.0,0.0,0.0,0.062399698705873516,0.0,0.0,0.0,0.0,0.07001344070105081,0.06251863433203349,0.0,0.016394360889387196
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentil,0.0,0.0,0.071767591616229,0.071767591616229,0.0,0.0,0.07192829563204498,0.0,0.0,0.06400969679543436,0.0,0.0,0.0,0.0,0.06358813998276332,0.06387844946076765,0.0,0.02393763324138049
garlic,0.0,0.0,0.03936879469058064,0.0,0.0,0.0,0.0,0.0,0.0,0.024394932042687764,0.0,0.0,0.0,0.0,0.03135312693996439,0.024447438152646474,0.0,0.007033193636816428
rice,0.0,0.0,0.04435941010720409,0.0,0.0,0.0,0.0,0.0,0.0,0.03456462971126682,0.0,0.0,0.0,0.0,0.038194207821444295,0.03462045427580504,0.0,0.008925805995042368
artichoke,0.0,0.0,0.012778712807179021,0.012778712807179021,0.0,0.0,0.0,0.0,0.0,0.011225763077629295,0.0,0.0,0.0,0.0,0.010415370029893624,0.011250191395329965,0.0,0.0034381617716006427
celery,0.0,0.0,0.010037237845664326,0.010037237845664326,0.0,0.0,0.0,0.0,0.0,0.006227375053482473,0.0,0.0,0.0,0.0,0.007999089751583954,0.006243401624369552,0.0,0.002384961301221449
pineapple,0.0,0.0,0.01313371831993868,0.0,0.0,0.0,0.013211862234386456,0.0,0.0,0.009744187134476789,0.0,0.0,0.0,0.0,0.011406990487517312,0.009763839946343333,0.0,0.0033682704778036808
coconut,0.0,0.0,0.05609562250132591,0.0,0.0,0.0,0.0563496689946316,0.0,0.0,0.04461568632336375,0.0,0.0,0.0,0.0,0.05007391955957715,0.04467982331492807,0.0,0.014812630629048617
carrot,0.0,0.0,0.006650022000852766,0.006650022000852766,0.0,0.0,0.0,0.0,0.0,0.004989082659943283,0.0,0.0,0.0,0.0,0.0054644242998690695,0.004997608229012102,0.0,0.0016912446582664697
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.028753740322789746,0.028753740322789746,0.0,0.0,0.0,0.0,0.0,0.019756656281963658,0.0,0.0,0.0,0.0,0.026214768905947622,0.019800445851596606,0.0,0.007251726569711022
vegetable,0.0,0.0,0.12503190396212507,0.12503190396212507,0.0,0.0,0.0,0.0,0.0,0.10051705691415191,0.0,0.0,0.0,0.0,0.10177186347072846,0.1006862181554483,0.0,0.03253170273321052
aubergine,0.0,0.0,0.017645287049395768,0.017645287049395768,0.0,0.0,0.0,0.0,0.0,0.011994059616759076,0.0,0.0,0.0,0.0,0.014392289974429859,0.01202700076397393,0.0,0.004335524967879671
onion,0.0,0.0,0.04310298928607984,0.04310298928607984,0.0,0.0,0.0,0.0,0.0,0.027728962501462062,0.0,0.0,0.0,0.0,0.03553574204190742,0.027807886105657088,0.0,0.010428151130658016
cauliflower,0.0,0.0,0.004694819975365406,0.004694819975365406,0.0,0.0,0.0,0.0,0.0,0.003124101112625119,0.0,0.0,0.0,0.0,0.004009387818263597,0.0031319474918223233,0.0,0.0011561809631436381
pimento,0.0,0.0,0.03682127016602287,0.03682127016602287,0.0,0.0,0.0,0.0,0.0,0.03960677132094077,0.0,0.0,0.0,0.0,0.02988711779984398,0.03966430836124647,0.0,0.010752984577298645
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.039857155206572945,0.039857155206572945,0.0,0.0,0.0,0.0,0.0,0.031727727056274906,0.0,0.0,0.0,0.0,0.03551482530307751,0.0317807699903586,0.0,0.010513978397815113
corn,0.0,0.0,0.01354153137286663,0.0,0.0,0.0,0.013698398200711911,0.0,0.01092452344850023,0.010205779145526795,0.0,0.0,0.0,0.0,0.011191410021037136,0.010224092156249235,0.0,0.004105043196758349
lime,0.0,0.0,0.004155072094565328,0.0,0.0,0.0,0.004191045003245811,0.0,0.003342865796849341,0.0030681974456600244,0.0,0.0,0.0,0.0,0.003460565788836523,0.0030733755505043814,0.0,0.001252418922333024
bean,0.0,0.0,0.006459782850919147,0.006459782850919147,0.0,0.0,0.006581348875391143,0.0,0.0,0.0046333115141110725,0.0,0.0,0.0,0.0,0.0052128266964187354,0.004641652012006588,0.0,0.001999335576456814
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.004836169498600563,0.0,0.0,0.0,0.0,0.0,0.0031547529491430318,0.0,0.0,0.0,0.0,0.004002966194581601,0.0031632058310010203,0.0,0.000891593792548601
spiciness,0.0,0.0,0.0,0.0,0.033240895423803964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421420223425179,0.0,0.004434289280371874
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028559582422166094,0.0,0.0,0.0,0.0,0.0,0.0,0.030335524680088526,0.026502978990622664,0.0,0.005023416828992782
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09526277977413086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08600456264824924,0.0,0.0106627848483753
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088758048248525,0.0,0.0108349395926377,0.0,0.0,0.0,0.0,0.0,0.010821385336830783,0.011207577953400657,0.0024552769239836254
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628079923670766,0.0,0.0,0.0,0.0,0.0,0.0,0.06033090513879507,0.05391416025501369,0.0,0.010414885750640316
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05988958461233882,0.0,0.0,0.0,0.0,0.0,0.0649290663627178,0.05710631764606558,0.0,0.010701468742418953
vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03192639454088371,0.0,0.0,0.0,0.0,0.0,0.03419292570406603,0.029251688863960186,0.0,0.0056100593593476425
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045088274414634075,0.0,0.0,0.0,0.0,0.003962745304544792,0.00451197368579851,0.0,0.0007637380254003947
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07820017036160967,0.0,0.0,0.0,0.0,0.07128587178017394,0.07836380826942388,0.0,0.013402932377129853
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026843317789364534,0.0,0.0,0.0,0.0,0.02171549605334059,0.02684983670003595,0.0,0.0044358029731024155
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047166463756979,0.0,0.0,0.0,0.0,0.0,0.020513909779322496,0.0,0.002410916142170134
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025859772134909937,0.0,0.0,0.0,0.0,0.022833633173518327,0.025849801461589744,0.0,0.004384894515883413
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01691639799529154,0.0,0.0,0.0,0.0,0.0,0.01694630635702687,0.0,0.0019919237854304946
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035677760097101788,0.0,0.0,0.0,0.0,0.0,0.003571524895277766,0.0,0.00041995887676399675
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14960200477223654,0.0,0.0,0.0,0.14247584848493702,0.18220791686668397,0.1499657288283894,0.0,0.0367206764089557
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23182756522271486,0.0,0.0,0.0,0.0,0.2587988599232759,0.23224603507102523,0.0,0.04252190942453035
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019241209029794877,0.0,0.0,0.0,0.0,0.0,0.001927607989154927,0.0,0.00022657228777261262
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03256181007186326,0.0,0.0,0.0,0.0,0.03439690752593856,0.03261903144276211,0.0,0.005857514649444937
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015430564192483497,0.0,0.0,0.0,0.0,0.014832875015733793,0.015458252209902502,0.0,0.0026895112598893994
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flannel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010329364611040907,0.0,0.0,0.0,0.0,0.0,9.943599070830803e-05,0.0,1.1925272754042183e-05
snip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476819041396032,0.05007835791145418,0.0,0.0057506036500621985
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026240802774439548,0.02462588161487208,0.0,0.002992157905253625
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10602479870138197,0.09214096547621362,0.0,0.011656809657505622
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024848195464189263,0.024748694960034498,0.0,0.0029174641426013975
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643962635562196,0.05520075627919547,0.0,0.0070351188138479456
