context,n_pos,total_pos,n_neg,total_neg
tried,30,65,13,65
where,30,65,14,65
three,30,65,18,65
opened,30,65,2,65
witnesses,30,65,4,65
murdered,30,65,2,65
eight,30,65,12,65
from,30,65,15,65
whether,30,65,15,65
appeared,30,65,13,65
robbery,30,65,1,65
girlfriend,30,65,3,65
being,30,65,15,65
theory,30,65,3,65
while,30,65,21,65
prosecutor,30,65,4,65
conspiracy,30,65,1,65
attacks,30,65,5,65
raid,30,65,5,65
terrorist,30,65,0,65
shows,30,65,3,65
western,30,65,11,65
message,30,65,5,65
el,30,65,5,65
telling,30,65,9,65
source,30,65,9,65
revealed,30,65,11,65
targeting,30,65,2,65
self,30,65,8,65
number,30,65,13,65
pursuing,30,65,5,65
bore,30,65,3,65
numerous,30,65,9,65
amid,30,65,9,65
emerge,30,65,8,65
die,30,65,6,65
noting,30,65,10,65
silent,30,65,5,65
document,30,65,3,65
sparked,30,65,5,65
commit,30,65,0,65
prisoners,30,65,4,65
resulted,30,65,11,65
statements,30,65,4,65
wave,30,65,2,65
uncovered,30,65,2,65
extremely,30,65,16,65
united,30,65,10,65
his,29,65,13,65
fellow,29,65,7,65
holding,29,65,8,65
uniform,29,65,6,65
showing,29,65,12,65
called,29,65,14,65
which,29,65,14,65
hostile,29,65,3,65
prisoner,29,65,3,65
resisted,29,65,8,65
scores,29,65,11,65
steal,29,65,2,65
officer,29,65,3,65
camera,29,65,3,65
official,29,65,9,65
equipped,29,65,6,65
ran,29,65,12,65
thursday,29,65,10,65
shot,29,65,5,65
drawing,29,65,16,65
father,29,65,8,65
body,29,65,8,65
took,29,65,11,65
fired,29,65,1,65
unknown,29,65,6,65
campus,29,65,5,65
searched,29,65,4,65
building,29,65,8,65
investigators,29,65,6,65
others,29,65,13,65
that,29,65,17,65
murder,29,65,4,65
belonged,29,65,4,65
heard,29,65,9,65
ordered,29,65,9,65
struck,29,65,7,65
girl,29,65,8,65
march,29,65,9,65
suggesting,29,65,11,65
determined,29,65,9,65
aim,29,65,9,65
investigation,29,65,5,65
way,29,65,20,65
tense,29,65,7,65
panic,29,65,6,65
investigated,29,65,7,65
engaged,29,65,4,65
referring,29,65,8,65
testimony,29,65,6,65
within,29,65,16,65
attempting,29,65,7,65
danger,29,65,9,65
hussein,29,65,1,65
hidden,29,65,8,65
related,29,65,2,65
activist,29,65,4,65
screaming,29,65,8,65
records,29,65,5,65
execution,29,65,4,65
actual,29,65,11,65
linking,29,65,8,65
involvement,29,65,1,65
surrounding,29,65,16,65
delivered,29,65,7,65
mention,29,65,12,65
insisted,29,65,12,65
intense,29,65,9,65
threatens,29,65,6,65
acts,29,65,2,65
thank,29,65,9,65
king,29,65,1,65
believes,29,65,9,65
signs,29,65,9,65
direction,29,65,12,65
continues,29,65,15,65
criminals,29,65,3,65
the,28,65,25,65
mentally,28,65,1,65
wounded,28,65,0,65
rounds,28,65,1,65
gunmen,28,65,2,65
said,28,65,15,65
accusing,28,65,3,65
convicted,28,65,2,65
inspector,28,65,14,65
capitol,28,65,5,65
prosecutors,28,65,7,65
horror,28,65,3,65
loaded,28,65,1,65
coast,28,65,9,65
guns,28,65,2,65
village,28,65,8,65
critical,28,65,13,65
ii,28,65,1,65
trying,28,65,9,65
16,28,65,17,65
saying,28,65,12,65
unidentified,28,65,3,65
identified,28,65,4,65
palestinian,28,65,2,65
identity,28,65,2,65
arrested,28,65,4,65
custody,28,65,4,65
he,28,65,20,65
earlier,28,65,14,65
surrender,28,65,2,65
sheriff,28,65,4,65
remained,28,65,10,65
alive,28,65,10,65
militants,28,65,2,65
apparent,28,65,5,65
days,28,65,14,65
suspicion,28,65,2,65
around,28,65,11,65
instantly,28,65,4,65
reporter,28,65,8,65
describing,28,65,2,65
appears,28,65,19,65
age,28,65,15,65
ministry,28,65,11,65
residence,28,65,3,65
plot,28,65,4,65
colleague,28,65,11,65
mistaken,28,65,2,65
relationship,28,65,10,65
crimes,28,65,0,65
alert,28,65,5,65
colleagues,28,65,10,65
already,28,65,20,65
encounter,28,65,6,65
traces,28,65,3,65
blame,28,65,10,65
innocent,28,65,5,65
planned,28,65,9,65
unaware,28,65,9,65
detailed,28,65,4,65
rejected,28,65,7,65
war,28,65,4,65
unit,28,65,8,65
planning,28,65,8,65
disclosed,28,65,7,65
written,28,65,9,65
tracking,28,65,11,65
learning,28,65,12,65
organized,28,65,1,65
issued,28,65,9,65
frequent,28,65,15,65
accusations,28,65,6,65
knows,28,65,14,65
film,28,65,9,65
dispatched,28,65,7,65
exposed,28,65,9,65
reporting,28,65,6,65
via,28,65,7,65
elsewhere,28,65,9,65
book,28,65,9,65
denounced,28,65,2,65
delivering,28,65,5,65
saddam,28,65,0,65
partisan,28,65,1,65
charge,27,65,2,65
times,27,65,13,65
stage,27,65,8,65
carries,27,65,9,65
calling,27,65,4,65
an,27,65,17,65
found,27,65,14,65
queens,27,65,4,65
unsuccessful,27,65,8,65
rebels,27,65,1,65
lesson,27,65,3,65
demonstrate,27,65,10,65
drawn,27,65,8,65
member,27,65,7,65
drive,27,65,9,65
received,27,65,14,65
escaped,27,65,2,65
who,27,65,11,65
shots,27,65,10,65
scene,27,65,7,65
shouted,27,65,2,65
returned,27,65,11,65
friday,27,65,11,65
teen,27,65,5,65
detectives,27,65,4,65
whose,27,65,16,65
knew,27,65,13,65
driving,27,65,14,65
demanded,27,65,7,65
militant,27,65,2,65
began,27,65,17,65
stop,27,65,15,65
trial,27,65,5,65
indication,27,65,6,65
says,27,65,19,65
province,27,65,10,65
baghdad,27,65,2,65
more,27,65,19,65
us,27,65,11,65
tragedy,27,65,8,65
afp,27,65,8,65
fires,27,65,4,65
demanding,27,65,8,65
isolated,27,65,5,65
murders,27,65,2,65
pursuit,27,65,6,65
act,27,65,6,65
anonymity,27,65,7,65
fought,27,65,5,65
responded,27,65,10,65
anonymous,27,65,3,65
palace,27,65,10,65
bombing,27,65,1,65
dec,27,65,10,65
turning,27,65,10,65
indicating,27,65,11,65
link,27,65,11,65
convinced,27,65,6,65
1998,27,65,15,65
examined,27,65,13,65
mafia,27,65,1,65
speaking,27,65,12,65
egypt,27,65,6,65
expert,27,65,10,65
absolutely,27,65,13,65
guide,27,65,10,65
borders,27,65,8,65
launching,27,65,3,65
900,27,65,13,65
fueled,27,65,2,65
sounded,27,65,6,65
recalls,27,65,6,65
suggestion,27,65,15,65
protested,27,65,3,65
illegally,27,65,5,65
guided,27,65,2,65
control,27,65,2,65
closely,27,65,6,65
impossible,27,65,8,65
repeated,27,65,7,65
produced,27,65,6,65
declaring,27,65,5,65
admits,27,65,14,65
drill,26,65,1,65
of,26,65,24,65
belt,26,65,2,65
troops,26,65,2,65
soldiers,26,65,4,65
automatic,26,65,0,65
drove,26,65,9,65
bullet,26,65,2,65
kept,26,65,15,65
so,26,65,20,65
not,26,65,16,65
probe,26,65,8,65
secured,26,65,9,65
links,26,65,4,65
supporters,26,65,5,65
map,26,65,6,65
charges,26,65,2,65
mount,26,65,8,65
prevented,26,65,17,65
featured,26,65,6,65
charging,26,65,5,65
sending,26,65,8,65
desert,26,65,0,65
streets,26,65,3,65
whenever,26,65,15,65
story,26,65,3,65
toward,26,65,15,65
approached,26,65,4,65
outside,26,65,9,65
shouting,26,65,1,65
tuesday,26,65,13,65
vehicle,26,65,4,65
gunned,26,65,2,65
monday,26,65,11,65
several,26,65,17,65
confirm,26,65,5,65
seized,26,65,5,65
immigrant,26,65,5,65
details,26,65,5,65
mccarthy,26,65,2,65
information,26,65,12,65
radical,26,65,4,65
targeted,26,65,3,65
mystery,26,65,5,65
whom,26,65,6,65
headquarters,26,65,5,65
connection,26,65,2,65
eastern,26,65,10,65
launched,26,65,3,65
meters,26,65,5,65
media,26,65,9,65
1993,26,65,5,65
northwestern,26,65,9,65
detail,26,65,10,65
september,26,65,11,65
located,26,65,10,65
legally,26,65,5,65
anyone,26,65,14,65
learned,26,65,14,65
camp,26,65,12,65
mobile,26,65,9,65
spokeswoman,26,65,10,65
national,26,65,13,65
shut,26,65,12,65
broadcast,26,65,10,65
shock,26,65,6,65
alleging,26,65,2,65
indicates,26,65,13,65
gen,26,65,6,65
prompting,26,65,11,65
1963,26,65,7,65
location,26,65,9,65
disclose,26,65,11,65
massive,26,65,8,65
prime,26,65,5,65
guerrilla,26,65,3,65
client,26,65,9,65
fighters,26,65,4,65
inquiry,26,65,8,65
mostly,26,65,18,65
knowing,26,65,12,65
indictment,26,65,3,65
resist,26,65,14,65
conducting,26,65,5,65
terrorism,26,65,3,65
seize,26,65,9,65
maintained,26,65,14,65
audience,26,65,6,65
2001,26,65,7,65
thousands,26,65,8,65
supporting,26,65,9,65
unspecified,26,65,10,65
explosion,26,65,1,65
scenario,26,65,10,65
republic,26,65,7,65
warns,26,65,2,65
ignored,26,65,11,65
sentencing,26,65,1,65
resumed,26,65,8,65
identical,26,65,5,65
smuggled,26,65,1,65
realize,26,65,17,65
explained,26,65,16,65
carry,26,65,5,65
definition,26,65,7,65
abandon,26,65,6,65
element,26,65,7,65
cited,26,65,9,65
leads,26,65,11,65
dealing,26,65,7,65
object,26,65,8,65
involves,26,65,7,65
recent,26,65,13,65
defense,26,65,5,65
considered,26,65,5,65
specialists,26,65,8,65
soviet,26,65,4,65
presence,26,65,9,65
unique,26,65,11,65
purchased,26,65,4,65
is,26,65,21,65
it,26,65,20,65
are,26,65,14,65
august,26,65,14,65
writing,26,65,13,65
uses,26,65,10,65
count,26,65,2,65
1980s,26,65,12,65
kind,26,65,7,65
47,25,65,6,65
chest,25,65,2,65
admit,25,65,6,65
though,25,65,16,65
grenade,25,65,2,65
robbed,25,65,3,65
capture,25,65,6,65
used,25,65,8,65
did,25,65,20,65
has,25,65,18,65
shadow,25,65,7,65
surrendered,25,65,4,65
fbi,25,65,5,65
dlrs,25,65,8,65
george,25,65,9,65
2004,25,65,13,65
operation,25,65,2,65
refused,25,65,7,65
states,25,65,12,65
buried,25,65,8,65
describe,25,65,7,65
heavy,25,65,4,65
head,25,65,8,65
included,25,65,18,65
hands,25,65,13,65
part,25,65,14,65
young,25,65,15,65
israelis,25,65,1,65
when,25,65,21,65
kills,25,65,6,65
car,25,65,4,65
on,25,65,18,65
pakistani,25,65,3,65
mohammed,25,65,1,65
wife,25,65,8,65
al,25,65,5,65
islamic,25,65,1,65
rushed,25,65,13,65
gmt,25,65,4,65
22,25,65,6,65
station,25,65,7,65
powered,25,65,5,65
identification,25,65,3,65
television,25,65,13,65
ali,25,65,3,65
arafat,25,65,2,65
be,25,65,17,65
detective,25,65,3,65
hunting,25,65,3,65
muslim,25,65,3,65
emerged,25,65,12,65
how,25,65,18,65
children,25,65,13,65
release,25,65,11,65
noon,25,65,8,65
separate,25,65,12,65
alerted,25,65,3,65
shield,25,65,2,65
pointed,25,65,3,65
crime,25,65,3,65
refuge,25,65,7,65
midnight,25,65,8,65
evidence,25,65,6,65
pakistan,25,65,4,65
mass,25,65,6,65
same,25,65,19,65
made,25,65,22,65
2002,25,65,10,65
else,25,65,16,65
case,25,65,10,65
video,25,65,11,65
helicopters,25,65,1,65
between,25,65,15,65
semi,25,65,1,65
july,25,65,10,65
widow,25,65,7,65
interfax,25,65,4,65
drew,25,65,8,65
base,25,65,9,65
everyone,25,65,8,65
appear,25,65,13,65
train,25,65,6,65
implicated,25,65,1,65
picture,25,65,11,65
caused,25,65,9,65
initial,25,65,9,65
alarm,25,65,5,65
background,25,65,4,65
dropped,25,65,12,65
persons,25,65,8,65
gathered,25,65,14,65
aftermath,25,65,2,65
remains,25,65,18,65
stations,25,65,6,65
exploded,25,65,3,65
presumed,25,65,5,65
ranking,25,65,6,65
defendant,25,65,5,65
wondered,25,65,15,65
january,25,65,12,65
documents,25,65,6,65
response,25,65,5,65
presumably,25,65,11,65
yes,25,65,18,65
televised,25,65,9,65
lt,25,65,7,65
southeastern,25,65,11,65
personally,25,65,6,65
instance,25,65,19,65
1989,25,65,5,65
counts,25,65,2,65
challenged,25,65,10,65
paris,25,65,7,65
activity,25,65,4,65
felony,25,65,1,65
clues,25,65,3,65
existed,25,65,6,65
jurors,25,65,6,65
directing,25,65,2,65
modified,25,65,5,65
accompanying,25,65,10,65
visible,25,65,8,65
proves,25,65,11,65
jury,25,65,8,65
fragments,25,65,3,65
jane,25,65,8,65
speculated,25,65,9,65
barred,25,65,9,65
novel,25,65,5,65
tell,25,65,16,65
see,25,65,21,65
400,25,65,20,65
dealt,25,65,7,65
weekend,25,65,13,65
washington,25,65,8,65
experts,25,65,12,65
labeled,25,65,2,65
public,25,65,12,65
ever,25,65,20,65
skill,25,65,6,65
false,25,65,6,65
scrap,25,65,9,65
arsenal,25,65,1,65
article,25,65,11,65
teach,25,65,7,65
titled,25,65,9,65
blind,25,65,8,65
successfully,25,65,9,65
virtually,25,65,20,65
focus,25,65,11,65
missiles,25,65,0,65
directed,25,65,6,65
sophisticated,25,65,6,65
rejecting,25,65,2,65
vision,25,65,6,65
renewed,25,65,7,65
protesters,25,65,2,65
influence,25,65,6,65
checks,25,65,3,65
doubts,25,65,15,65
44,25,65,6,65
threaten,25,65,9,65
any,25,65,14,65
opponents,25,65,5,65
warnings,25,65,9,65
focusing,25,65,14,65
wielding,24,65,1,65
pistol,24,65,3,65
1982,24,65,2,65
out,24,65,16,65
stood,24,65,12,65
might,24,65,20,65
two,24,65,17,65
her,24,65,19,65
but,24,65,24,65
cannon,24,65,1,65
activities,24,65,8,65
boot,24,65,3,65
policeman,24,65,2,65
seemingly,24,65,15,65
quoted,24,65,9,65
nobody,24,65,16,65
arguing,24,65,13,65
june,24,65,14,65
250,24,65,16,65
pressed,24,65,14,65
leading,24,65,12,65
brother,24,65,13,65
group,24,65,13,65
women,24,65,13,65
air,24,65,5,65
led,24,65,3,65
style,24,65,7,65
among,24,65,21,65
make,24,65,19,65
burst,24,65,4,65
confessed,24,65,4,65
as,24,65,18,65
five,24,65,17,65
unclear,24,65,9,65
courthouse,24,65,7,65
bomber,24,65,1,65
near,24,65,12,65
45,24,65,8,65
15,24,65,19,65
town,24,65,9,65
border,24,65,4,65
yelled,24,65,3,65
reporters,24,65,9,65
own,24,65,20,65
condemned,24,65,2,65
stole,24,65,1,65
journalists,24,65,9,65
contact,24,65,10,65
admitted,24,65,6,65
rebel,24,65,5,65
month,24,65,16,65
added,24,65,20,65
locate,24,65,8,65
yet,24,65,19,65
grave,24,65,5,65
jan,24,65,12,65
21,24,65,16,65
east,24,65,11,65
miles,24,65,9,65
months,24,65,17,65
february,24,65,13,65
interior,24,65,9,65
reward,24,65,8,65
concluded,24,65,11,65
drama,24,65,10,65
nor,24,65,14,65
refusing,24,65,6,65
naked,24,65,4,65
permitted,24,65,14,65
actions,24,65,5,65
following,24,65,10,65
assaulted,24,65,1,65
october,24,65,13,65
releasing,24,65,8,65
videotape,24,65,4,65
undisclosed,24,65,9,65
intelligence,24,65,4,65
lieutenant,24,65,5,65
peace,24,65,3,65
acknowledged,24,65,14,65
neither,24,65,12,65
website,24,65,6,65
seeing,24,65,17,65
aware,24,65,14,65
eventually,24,65,19,65
taliban,24,65,4,65
centre,24,65,15,65
striking,24,65,10,65
unable,24,65,16,65
interviewed,24,65,8,65
observed,24,65,13,65
unless,24,65,14,65
precise,24,65,7,65
ties,24,65,1,65
awaiting,24,65,5,65
packed,24,65,10,65
herself,24,65,10,65
arranged,24,65,12,65
thoughts,24,65,10,65
airplane,24,65,4,65
primary,24,65,14,65
insists,24,65,13,65
string,24,65,11,65
plea,24,65,6,65
denies,24,65,4,65
le,24,65,5,65
colombia,24,65,8,65
southeast,24,65,7,65
greeted,24,65,11,65
politicians,24,65,10,65
laugh,24,65,4,65
scale,24,65,10,65
torture,24,65,7,65
moreover,24,65,13,65
trap,24,65,9,65
ugly,24,65,1,65
character,24,65,9,65
never,24,65,15,65
illustrated,24,65,10,65
existence,24,65,4,65
subtle,24,65,6,65
mine,24,65,0,65
subject,24,65,17,65
refers,24,65,17,65
1995,24,65,14,65
latter,24,65,10,65
exactly,24,65,16,65
directly,24,65,11,65
model,24,65,12,65
main,24,65,15,65
minister,24,65,7,65
initiated,24,65,5,65
array,24,65,13,65
publicly,24,65,7,65
awarded,24,65,10,65
stern,24,65,3,65
happens,24,65,10,65
affidavit,24,65,4,65
tapes,24,65,10,65
000,24,65,16,65
rather,24,65,13,65
secretly,24,65,7,65
centered,24,65,14,65
asserted,24,65,9,65
cities,24,65,11,65
certainly,24,65,11,65
thailand,24,65,8,65
materials,24,65,9,65
inmates,24,65,4,65
phrase,24,65,14,65
occasion,24,65,9,65
releases,24,65,8,65
waves,24,65,2,65
stabbed,23,65,3,65
wound,23,65,4,65
flash,23,65,7,65
features,23,65,9,65
marched,23,65,4,65
handgun,23,65,0,65
training,23,65,9,65
revolutionary,23,65,7,65
grandfather,23,65,6,65
buchanan,23,65,7,65
bag,23,65,6,65
saw,23,65,10,65
israeli,23,65,4,65
criticizing,23,65,3,65
parade,23,65,8,65
sisters,23,65,4,65
vowed,23,65,5,65
objects,23,65,7,65
encountered,23,65,8,65
grip,23,65,6,65
jumped,23,65,11,65
infamous,23,65,4,65
dressed,23,65,5,65
routinely,23,65,8,65
era,23,65,3,65
items,23,65,11,65
120,23,65,13,65
neck,23,65,5,65
themselves,23,65,17,65
world,23,65,8,65
years,23,65,21,65
without,23,65,19,65
go,23,65,17,65
30,23,65,18,65
year,23,65,17,65
motorcycle,23,65,1,65
hostages,23,65,3,65
stormed,23,65,5,65
teenage,23,65,4,65
gunman,23,65,1,65
after,23,65,17,65
standoff,23,65,1,65
critically,23,65,4,65
jerusalem,23,65,4,65
immediately,23,65,15,65
sunday,23,65,16,65
relatives,23,65,8,65
behind,23,65,17,65
they,23,65,23,65
albanian,23,65,4,65
son,23,65,5,65
stopped,23,65,13,65
saturday,23,65,11,65
civilian,23,65,6,65
hit,23,65,12,65
wanted,23,65,14,65
testified,23,65,4,65
under,23,65,10,65
aiming,23,65,8,65
attending,23,65,12,65
sources,23,65,7,65
egyptian,23,65,2,65
civilians,23,65,0,65
11,23,65,5,65
militia,23,65,3,65
1980,23,65,8,65
deputy,23,65,10,65
port,23,65,12,65
coat,23,65,4,65
april,23,65,14,65
28,23,65,20,65
mistakenly,23,65,6,65
secret,23,65,5,65
memorial,23,65,7,65
alongside,23,65,7,65
ago,23,65,20,65
moments,23,65,15,65
sent,23,65,14,65
24,23,65,18,65
sergeant,23,65,3,65
incidents,23,65,5,65
communication,23,65,9,65
portrait,23,65,8,65
looking,23,65,15,65
origin,23,65,6,65
missing,23,65,11,65
bosnian,23,65,2,65
cover,23,65,21,65
christian,23,65,13,65
serious,23,65,12,65
chose,23,65,15,65
killers,23,65,4,65
upon,23,65,18,65
1987,23,65,7,65
northeast,23,65,12,65
investigate,23,65,10,65
lie,23,65,10,65
concealed,23,65,1,65
elaborate,23,65,8,65
harm,23,65,7,65
indicted,23,65,2,65
southwest,23,65,12,65
glimpse,23,65,12,65
1992,23,65,10,65
visited,23,65,13,65
underway,23,65,5,65
prompted,23,65,11,65
recognize,23,65,12,65
courtroom,23,65,9,65
prone,23,65,5,65
aug,23,65,11,65
northeastern,23,65,13,65
stranger,23,65,6,65
profile,23,65,5,65
widespread,23,65,9,65
reaching,23,65,12,65
messages,23,65,11,65
stated,23,65,6,65
scaled,23,65,8,65
tokyo,23,65,6,65
revived,23,65,10,65
volatile,23,65,7,65
vegas,23,65,6,65
gathering,23,65,10,65
approaches,23,65,10,65
kim,23,65,11,65
protesting,23,65,6,65
relating,23,65,4,65
bin,23,65,2,65
facts,23,65,4,65
cocaine,23,65,0,65
update,23,65,14,65
thousand,23,65,12,65
intention,23,65,13,65
rumors,23,65,8,65
towards,23,65,9,65
casting,23,65,10,65
tent,23,65,5,65
intend,23,65,9,65
ceremony,23,65,13,65
approximately,23,65,11,65
strange,23,65,14,65
outlawed,23,65,3,65
overwhelming,23,65,6,65
importance,23,65,10,65
referred,23,65,14,65
like,23,65,23,65
yard,23,65,14,65
nicknamed,23,65,5,65
vehicles,23,65,5,65
800,23,65,16,65
fiction,23,65,9,65
canada,23,65,13,65
mentioned,23,65,19,65
conflicts,23,65,7,65
participating,23,65,5,65
representing,23,65,14,65
laid,23,65,12,65
changing,23,65,12,65
defend,23,65,5,65
designated,23,65,14,65
groups,23,65,12,65
demonstrated,23,65,9,65
trials,23,65,5,65
accuracy,23,65,2,65
here,23,65,17,65
halt,23,65,11,65
afghanistan,23,65,3,65
choice,23,65,11,65
yielded,23,65,8,65
750,23,65,13,65
richard,23,65,15,65
capable,23,65,4,65
material,23,65,4,65
deliver,23,65,10,65
putin,23,65,6,65
originated,23,65,9,65
alter,23,65,10,65
ensuring,23,65,9,65
pages,23,65,2,65
assembled,23,65,9,65
marijuana,23,65,1,65
typical,23,65,16,65
moves,23,65,11,65
country,23,65,8,65
entire,23,65,13,65
ranging,23,65,10,65
system,23,65,8,65
europe,23,65,7,65
ending,23,65,12,65
especially,23,65,17,65
underground,23,65,3,65
equally,23,65,10,65
modern,23,65,11,65
touches,23,65,11,65
primarily,23,65,15,65
brass,23,65,1,65
refuses,23,65,7,65
stamp,23,65,8,65
felt,23,65,12,65
150,23,65,20,65
resulting,23,65,19,65
noted,23,65,19,65
honor,23,65,1,65
practice,22,65,7,65
strapped,22,65,6,65
confiscated,22,65,3,65
skills,22,65,9,65
backed,22,65,7,65
spokesman,22,65,8,65
murdering,22,65,2,65
moslem,22,65,3,65
instructor,22,65,10,65
citizen,22,65,7,65
formation,22,65,1,65
islam,22,65,2,65
patrol,22,65,3,65
1970,22,65,12,65
physically,22,65,10,65
squad,22,65,7,65
skull,22,65,7,65
agents,22,65,12,65
talked,22,65,13,65
battling,22,65,7,65
gas,22,65,2,65
wayne,22,65,10,65
180,22,65,15,65
bodies,22,65,8,65
shattered,22,65,8,65
leader,22,65,5,65
angry,22,65,6,65
force,22,65,9,65
steel,22,65,5,65
places,22,65,13,65
attempt,22,65,13,65
child,22,65,14,65
managed,22,65,13,65
come,22,65,18,65
show,22,65,10,65
named,22,65,7,65
entered,22,65,12,65
virginia,22,65,9,65
searching,22,65,8,65
students,22,65,8,65
accused,22,65,4,65
fugitive,22,65,1,65
chechen,22,65,3,65
injuring,22,65,8,65
tourists,22,65,12,65
cnn,22,65,10,65
suburb,22,65,4,65
room,22,65,9,65
city,22,65,17,65
somali,22,65,3,65
taken,22,65,15,65
other,22,65,21,65
muhammad,22,65,2,65
still,22,65,22,65
also,22,65,22,65
surrounded,22,65,11,65
thought,22,65,20,65
recognized,22,65,13,65
known,22,65,11,65
seven,22,65,15,65
businessman,22,65,6,65
argument,22,65,9,65
israel,22,65,3,65
if,22,65,25,65
day,22,65,19,65
started,22,65,20,65
determine,22,65,14,65
about,22,65,22,65
witnessed,22,65,6,65
she,22,65,23,65
crossing,22,65,7,65
members,22,65,6,65
shop,22,65,14,65
enter,22,65,14,65
freed,22,65,4,65
responsibility,22,65,4,65
crossed,22,65,11,65
religious,22,65,7,65
afghan,22,65,4,65
negotiations,22,65,6,65
quiet,22,65,14,65
neighboring,22,65,6,65
god,22,65,11,65
lives,22,65,15,65
latest,22,65,13,65
seen,22,65,15,65
speculation,22,65,10,65
friends,22,65,15,65
tank,22,65,7,65
blew,22,65,7,65
bringing,22,65,9,65
william,22,65,9,65
whoever,22,65,8,65
ten,22,65,9,65
recovered,22,65,6,65
