,food,female,fish,communication,plant,fruit,vehicle,all,relation,vegetable,bird,object,blue,measure,animal,mean
wine,0.0022093583181464747,0.0,0.0,0.0,0.0,0.0,0.0,0.0015374072257984628,0.0016106991652747006,0.0,0.0,0.0,0.0,0.0,0.0,0.0003571643139479759
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.0010294583211125966,0.0,0.0,0.0,0.0,0.0,0.0,0.0007305965868162399,0.0007590218352915255,0.0,0.0,0.0,0.0,0.0,0.0,0.00016793844954802415
onion,0.0025723917076071446,0.0,0.0,0.0,0.0021155354708800385,0.0,0.0,0.001402029660762407,0.0,0.0026159933538582,0.0,0.001425513480833907,0.0,0.0,0.0,0.0006754309115961132
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.0018209785801143379,0.0,0.0,0.0021575059679758038,0.0,0.0,0.0,0.0011825394647192987,0.0,0.0,0.0,0.001164881036414076,0.0,0.0,0.0,0.0004217270032815678
dog,0.0006801323662817241,0.0,0.0,0.0,0.0,0.0,0.0,0.0005382933533457544,0.0,0.0,0.0,0.000531378511779822,0.0,0.0,0.0004987527249218514,0.00014990379708861013
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0004793305524208535,0.0,0.0,0.0,0.0004320841444369995,0.0006211892001614956,0.0,0.0002962554378658745,0.0003917484834604878,0.0,0.0,0.0002926044612233919,0.0,0.0,0.0,0.00016754748530460687
lime,0.0003812057437770503,0.0,0.0,0.0,0.0003193916078569144,0.00046826551842107434,0.0,0.0002174006996895815,0.0002366905982768259,0.0,0.0,0.00021955169840023593,0.0,0.0,0.0,0.00012283372442811215
apricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrotfish,0.0,0.0,0.10201896689361113,0.0,0.0,0.0,0.0,0.15460277884930834,0.0,0.0,0.0,0.14988938321673062,0.0,0.0,0.1490279058089467,0.03703593565123978
shark,0.0,0.0,0.00047282977592678167,0.0,0.0,0.0,0.0,0.0004269691102598103,0.0,0.0,0.0,0.0004179538812424519,0.0,0.0,0.0004526885907568616,0.00011802942387906036
goldfish,0.0,0.0,0.017294141564315964,0.0,0.0,0.0,0.0,0.017641253902557153,0.0,0.0,0.0,0.017426713364783297,0.0,0.0,0.015507533123653326,0.00452464279702065
dolphin,0.0,0.0,0.0011851157582257034,0.0,0.0,0.0,0.0,0.000985417023018243,0.0,0.0,0.0,0.0009672230200382353,0.0,0.0,0.0010212792396570327,0.000277269002729281
bus,0.0,0.0,0.0,0.0006221737929428383,0.0,0.0,0.0006039163490977449,0.0004835024585232474,0.0,0.0,0.0,0.000468844730391413,0.0,0.0,0.0,0.00014522915539701625
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,0.0,0.0,0.0,0.0007478257942356537,0.0,0.0,0.0,0.0006042474204750978,0.0,0.0,0.0,0.0006011279213229176,0.0,0.0,0.0005598814912289469,0.00016753884181750772
bellflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violet,0.0,0.0,0.0,0.0,0.005796393790423374,0.0,0.0,0.005978258356013104,0.0,0.0,0.0,0.005914291468161104,0.0,0.0,0.0,0.0011792629076398387
flower,0.0,0.0,0.0,0.0,0.022791461072249004,0.0,0.0,0.023395695219038563,0.0,0.0,0.0,0.022649411359334477,0.0,0.023869323858182852,0.0,0.00618039276725366
orchid,0.0,0.0,0.0,0.0,0.0057113555131248885,0.0,0.0,0.007076873179752719,0.0,0.0,0.0,0.00701740086795936,0.0,0.0,0.0,0.0013203753040557978
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daffodil,0.0,0.0,0.0,0.0,0.010320194149096018,0.0,0.0,0.008658491049794895,0.0,0.0,0.0,0.007833212111238202,0.0,0.0,0.0,0.0017874598206752744
elm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogwood,0.0,0.0,0.0,0.0,0.011270104804349373,0.0,0.0,0.011817294850453524,0.009378967522784694,0.0,0.0,0.011814691581713235,0.0,0.0,0.0,0.0029520705839533885
willow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daisy,0.0,0.0,0.0,0.0,0.004579074097276166,0.0,0.0,0.004521496376965543,0.0,0.0,0.0,0.004391790305354386,0.0,0.0,0.0,0.0008994907186397396
locust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.006857671734406261,0.004583706283283005,0.0,0.0,0.0,0.00433202203465798,0.0,0.0,0.0,0.0010515600034898163
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0004291839507564764,0.0003458126513884105,0.0,0.0,0.0,0.0003359090175641234,0.0,0.0,0.0,7.406037464726736e-05
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0003790418044753017,0.00023116296104315153,0.0,0.0,0.0,0.0002288789303811593,0.0,0.0,0.0,5.593891305997417e-05
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0009690076442308643,0.0007581644118605288,0.0,0.0,0.0,0.0007460702607119426,0.0,0.0007890679524490615,0.0,0.00021748735128349317
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007901941028050424,0.0,0.0,0.0,0.007643888522904973,0.0,0.008302319602663552,0.0,0.0015898766102412634
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015276941049901158,0.0,0.0,0.0,0.0014832650286066955,0.0,0.0,0.0,0.00020073060890645408
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012375462528902322,0.013620935912032487,0.0,0.0,0.012063242531459574,0.0,0.0,0.0,0.0025373093981596252
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02311771751723688,0.0,0.0,0.029697243749510258,0.02255920676882711,0.0,0.0,0.023036557320644076,0.006560715023747889
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015273141045071612,0.0,0.0,0.0,0.014615568035717638,0.0,0.0,0.0,0.00199258060538595
lagoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033347625281583532,0.0,0.0,0.0,0.0,0.004679167692370907,0.0,0.0,0.0005342620147019507
scorpion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006316623782559496,0.0,0.0,0.0,0.006185195443509181,0.0,0.0,0.0,0.0008334546150712451
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023322401273797566,0.0,0.0,0.0,0.00022903466069669606,0.0,0.0,0.0,3.0817244895644785e-05
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002115983317976189,0.0,0.0,0.0,0.0,0.0,0.0019474898709062505,0.0,0.0002708982125921626
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518128300389083,0.0,0.0,0.0,0.01802025192034622,0.0,0.0,0.0,0.002435892014715687
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025641870552237517,0.0,0.0,0.0,0.002467233958090435,0.0,0.0,0.0,0.00033542806755427915
insect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003909804590402093,0.0,0.0,0.0,0.003960233131721317,0.0,0.0,0.004021604000364043,0.0007927761148324968
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001993570598518743,0.0,0.0,0.0,0.0,0.003594563591096908,0.0,0.0,0.00037254227930771006
pot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000146948707060801,0.00018065121498884258,0.0,0.0,0.00013971698401110005,0.0,0.00018311432627316504,0.0,4.336208215559391e-05
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000706038541963343,0.0,0.0,0.0,0.0006836365197124225,0.0,0.0,0.0,9.26450041117177e-05
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405913128197184,0.0,0.0,0.0,0.004297677772608019,0.0,0.0,0.0,0.0005802393933870135
sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006867979419639102,0.0,0.0,0.0,0.0,0.009913008935117896,0.0,0.0,0.0011187325569838
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026069526985367593,0.0,0.0,0.0,0.0026156616514652624,0.0,0.0,0.002854287729702135,0.0005384601386469438
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025666048064718807,0.0,0.0,0.029714035894942595,0.02409007516846468,0.0,0.0,0.0237396600319485,0.006880654610671638
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15760440526085592,0.16695302751978644,0.0,0.0,0.151363338228745,0.0,0.0,0.0,0.031728051400625824
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010011893050129783,0.010469965091184145,0.0,0.0,0.009721043462618614,0.0,0.0,0.0,0.0020135267735955026
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004624195716741116,0.0,0.0,0.006988319149458633,0.004415019336657042,0.0,0.0,0.004518924552834993,0.001369763917046119
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002777018468461394,0.0,0.0,0.0,0.002677651387319449,0.0,0.0,0.0,0.00036364465705205615
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01531066713210671,0.0,0.0,0.0,0.014592616486641046,0.0,0.0,0.0,0.0019935522412498504
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878479613532529,0.0,0.0,0.0,0.004576938379014371,0.0,0.0,0.0,0.0006303611995031267
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027571992277144906,0.0,0.0,0.0,0.002709282741821128,0.0,0.0,0.0,0.0003644321313023746
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000849560882669623,0.0,0.0,0.0,0.0008275318293708369,0.0,0.0,0.0,0.00011180618080269732
blossom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009470498446337496,0.0,0.0,0.0,0.009292346140903516,0.0,0.00764724200984413,0.0,0.0017606724398056763
parrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352094973906412,0.0,0.0,0.04695637593643319,0.03466094750822084,0.0,0.0,0.034908502012596286,0.010115688189859435
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026073480293494094,0.0027481567692863138,0.0,0.0,0.0025558552365852654,0.0,0.0,0.0,0.0005274240023480659
starling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031811538333889546,0.0,0.0,0.0,0.0,0.0004084946771289061,0.0,0.0,4.844067069785343e-05
pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007112502226556568,0.0,0.0,0.0,0.0007014182048729783,0.0,0.0,0.0,9.417789516857568e-05
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021250799945317774,0.0,0.0,0.0,0.0021680868256593834,0.0,0.0,0.0,0.00028621112134607737
blackboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032590096420330276,0.0,0.0,0.0,0.003210978515075699,0.0,0.0,0.0,0.00043133254380724846
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005608929885830535,0.0005721933789575281,0.0,0.0,0.000555132385568653,0.0,0.0,0.0004948089761867225,0.0001455351819530638
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001395504195541063,0.001673560951002015,0.0,0.0,0.0,0.0,0.0,0.0,0.00020460434310287187
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006286720023710541,0.0,0.0,0.0,0.0006326590697286488,0.0,0.0,0.0005704803446624495,0.00012212076111747683
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015126949058340482,0.0,0.0,0.0,0.0014944747405900966,0.0,0.0,0.0014715464212698482,0.00029858107117959956
bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022194260301082065,0.0,0.0,0.0,0.00021763600051726898,0.0,0.0,0.00018719819287955558,4.178511976050968e-05
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046405761045316875,0.0,0.0,0.0,0.004538488895984824,0.0,0.0,0.0036437132852663715,0.0008548518857188588
crocodile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003972751962635589,0.0,0.0,0.0,0.003908198846856298,0.0,0.0,0.004143147674842722,0.0008016065656223074
bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005152006585515369,0.0,0.0,0.0,0.0005189017595746627,0.0,0.0,0.0004708373859598643,0.00010032932027240427
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004324326707011239,0.0,0.0,0.0,0.0004247549613978177,0.0,0.0,0.000380235161966558,8.249485293769996e-05
alligator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006499936063398854,0.00642033285747719,0.0,0.0,0.006501209168883104,0.0,0.0,0.006104593853658652,0.0017017381295611866
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130016951931091,0.0,0.0,0.0,0.0001272497483989247,0.0,0.0,0.0,1.715111335533438e-05
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011715595631306794,0.0,0.0,0.0,0.011620140795604902,0.0,0.0,0.0075018419659156725,0.0020558385595218246
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005159778649444849,0.0,0.0,0.0,0.005117702643505518,0.0,0.0,0.004327939155896172,0.0009736946965897693
lizard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002673157228811359,0.0,0.0,0.0,0.0026602556895577467,0.0,0.0,0.002419429791361928,0.0005168561806487356
cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044335892938689387,0.0,0.0,0.0,0.0004448156063209973,0.0,0.0,0.0,5.921163571385941e-05
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003386475247876525,0.0,0.0,0.0,0.003246437002867553,0.0,0.0,0.0026650541633024437,0.0006198644276031014
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007760943451519119,0.0,0.0,0.005309392401741363,0.007799403634899006,0.0,0.0,0.0053900940435834075,0.0017506555687828598
barn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016348147651045143,0.0,0.0,0.0,0.0016440327970236195,0.0,0.0019810462458431546,0.0,0.0003506595871980859
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003980792247792623,0.0005011674151201138,0.0,0.0,0.0003918334347732293,0.0,0.0,0.0,8.607200497817369e-05
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004891954055565266,0.0,0.0,0.0,0.00047844702129059007,0.0,0.0,0.0004340482230992314,9.344604332975654e-05
bee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011827685508802917,0.0,0.0,0.0,0.001189022426995181,0.0,0.0,0.00122464890746816,0.00023976265902290883
panther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002165204891860441,0.0,0.0,0.0,0.0021117450299450967,0.0,0.0,0.0017279016750487758,0.0004003234397902876
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006892125606082812,0.000715836641676361,0.0,0.0,0.0006940653017604816,0.0,0.0,0.000662583898537022,0.00018411322683880972
thought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019233109813946779,0.0,0.0,0.0,0.0,0.0017939715473415932,0.0,0.0,0.00024781883524908476
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176501273872241,0.0,0.0,0.0,0.006214838370878341,0.0,0.006564718098934995,0.0,0.0012637371829123717
tarantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000945734787737879,0.0,0.0,0.0,0.00091971512926123,0.0,0.0,0.0009842182475464634,0.00018997787763637148
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001091727903205996,0.0011446936326959258,0.0,0.0,0.0010995447260775727,0.0,0.0,0.0009614850975860336,0.0002864967573043685
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030279487900584374,0.0,0.0,0.0,0.0030023148914911837,0.0,0.0,0.002745009297815686,0.0005850181986243539
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004620340842698572,0.0,0.0,0.00047864205923828484,0.0004526080563151451,0.0,0.0,0.0004841608168172325,0.00012516300110936796
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004165866258080418,0.0,0.0,0.0,0.004126539364111579,0.0,0.0,0.003701301804545198,0.000799580495115813
