,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
merganser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hawk,0.009895457584434908,0.0,0.0,0.0,0.0,0.0,0.008866284966696914,0.008426286911009504,0.0,0.0,0.0,0.008871628023220475,0.0030049714571134833
chinook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flicker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marabou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pigeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ouzel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy,0.0,0.0,0.0,0.0,0.0,0.0,0.0015303111302599692,0.0,0.0,0.0,0.0,0.0015317840582597907,0.0002551745990433133
seagull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albatross,0.0,0.0,0.0,0.0,0.0,0.0,0.006833797995708239,0.0068855402838271665,0.0,0.0,0.0,0.006838169595530988,0.0017131256562555328
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fowl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldcrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skylark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moorcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0,0.0,0.0,0.0,0.0,0.0,0.0022697281290923773,0.0028817311059723444,0.0,0.0,0.0,0.002272268397381197,0.0006186439693704932
nuthatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butterfly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.0,0.0,0.0,0.0008551642672666851,0.0,0.0,0.0010249042455872453,0.0011637653385830097,0.0,0.0,0.0011154281164024976,0.0010280166371099196,0.00043227321707911315
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0006536497807095535,0.0005005248192570183,0.0,0.0,0.0,0.0006537100970653175,0.00015065705808599077
pheasant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodpecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puffin,0.0,0.0,0.0,0.0,0.0,0.0,0.01204198204554323,0.013096648518311214,0.0,0.0,0.0,0.012069586332823703,0.003100684741389846
whitethroat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seal,0.0011851221666968918,0.0010313394692166846,0.0,0.0,0.0010860706554750852,0.0,0.0010532929358520536,0.0,0.0010639268065284794,0.0,0.0,0.0010512474201116975,0.0005392499544900744
titi,0.005822894307041453,0.005121406028873703,0.0049132617242950375,0.0,0.0,0.0,0.004991998539400957,0.0,0.0,0.0,0.0,0.004967151407661743,0.0021513926672727416
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.0007441821493676629,0.0006453527718432073,0.0,0.0,0.0,0.0,0.0006397922356435684,0.0,0.0,0.0,0.0,0.0006350490964641809,0.00022203135444321827
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roebuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whistler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0010520029016886654,0.0,0.0,0.0,0.0,0.0,0.0009087173699230003,0.0010404422407473872,0.0,0.0,0.0,0.000908498216056487,0.00032580506070129493
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silverback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0037981239921993813,0.0,0.0,0.0,0.0,0.004475380085628431,0.0034245575540742916,0.0,0.0,0.0,0.0,0.0034793043283672916,0.0012647804966891161
buffalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emu,0.002320557233985112,0.0,0.0,0.0018714315711294244,0.0,0.0,0.0021894264871243356,0.002270627660072397,0.0,0.0,0.0,0.0021993086976332767,0.0009042793041620454
stallion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.0005960336399265019,0.00048407294730831317,0.0,0.0,0.0,0.0,0.0005307773308335105,0.0,0.0,0.0,0.0,0.000529714249188396,0.00017838318060472676
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.00022086712195149838,0.0,0.00022202121913507628,0.0,0.00022051101466767875,0.0,0.00020626054440499197,0.0,0.00019227346638035146,0.0,0.00020162049609246738,0.00020743381686795208,0.00012258230662500136
mammal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.00208927087304176,0.0017981147803178,0.0,0.0020411219622219175,0.0,0.0,0.0018672675427932343,0.0,0.0,0.0,0.0,0.0018696965744434927,0.0008054559777348505
knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0013483578875492586,0.0,0.0011452106158881465,0.0,0.0,0.0,0.001113199419553087,0.0,0.0,0.0,0.0,0.0011068705393954676,0.00039280320519883004
steamer,0.0030783842887535527,0.0,0.0,0.0,0.0,0.0,0.002743416019128795,0.0,0.0,0.0019124834524637505,0.0032712171008250006,0.0027237165776171027,0.00114410145323235
rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.001403295392437375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017873637198541849,0.00026588825935763
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.0018891546016641808,0.0,0.0,0.0,0.0023723207300430046,0.0,0.0,0.002064256434079514,0.0,0.002374091797141473,0.000724985296910681
arrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.027148359708868246,0.0,0.0,0.0,0.03343429288092792,0.0,0.0,0.030051068674268773,0.0,0.03346475114949543,0.010341539367796698
wing,0.0,0.0,0.0,0.0008857697781125529,0.0,0.0,0.001171471199346662,0.0,0.0,0.0,0.0,0.0011726736269833129,0.00026915955037021066
heap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.0066777652488474275,0.0,0.006941306786842235,0.0,0.0,0.006552831022854638,0.0,0.006939923062614047,0.002259318843429862
carrier,0.0,0.0,0.0,0.0,0.0012004683278978615,0.0,0.0013427729629794769,0.0,0.0,0.00114763007225676,0.0,0.001330114907943807,0.00041841552258982547
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,0.0003473104027029346,0.0,0.000339742322315949,0.0,0.0,0.00026397476216958357,0.0,0.00034212208470990065,0.00010776246432486399
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.0,0.0,0.01715626856006952,0.0,0.0,0.00914816869403273,0.0,0.017175787476532676,0.003623352060886244
bomber,0.0,0.0,0.0,0.0,0.0,0.0,0.013462539873971021,0.0,0.0,0.01262326933191217,0.014358622095190923,0.01348046778866017,0.00449374159081119
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.020878519042614136,0.0,0.0,0.018527183252559254,0.0,0.020930811406379958,0.005028042808462778
airship,0.0,0.0,0.0,0.0,0.0,0.0,0.02965000356039198,0.0,0.0,0.028784313514176613,0.0,0.02967451096876016,0.007342402336944063
helicopter,0.0,0.0,0.0,0.0,0.0,0.0,0.03371218404945646,0.0,0.0,0.03097538884113105,0.0,0.03376842747681464,0.008204666697283513
craft,0.0,0.0,0.0,0.0,0.0,0.0,0.0102821192030775,0.0,0.0,0.009554374127688942,0.0,0.010284881519580269,0.002510114570862226
machine,0.0,0.0,0.0,0.0,0.0,0.0,0.002292186190841056,0.0,0.0,0.0021449846668522114,0.0,0.0022934307720677656,0.0005608834691467528
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.0010311212687145136,0.0,0.0,0.00082552694891945,0.0,0.0010395344402248038,0.00024134855482156394
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0004947011735290245,0.0,0.0,0.0003549897065825447,0.0,0.0005071478001177691,0.00011306989001911155
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0010917640707143604,0.0,0.0,0.0007681804476106848,0.0,0.0010862520214839045,0.0002455163783174125
van,0.0,0.0,0.0,0.0,0.0,0.0,0.00013884218170963946,0.0,0.0,0.00010923869781043869,0.0,0.0001401229418019312,3.235031844350078e-05
tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0002511411931965035,0.0,0.0,0.0001919896431842348,0.0,0.00025172032102668937,5.790426311728564e-05
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0007921734468020236,0.0,0.0,0.000689818723895422,0.0,0.0007930480686726343,0.00018958668661417334
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0038789269306767084,0.0,0.0,0.0030724027090165444,0.0,0.0038777874347676097,0.0009024264228717385
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0015821306864259403,0.0,0.0,0.0011434318012490013,0.0,0.001567059448931972,0.0003577184947172428
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
submarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0029046666828388503,0.0,0.0,0.002421263914001848,0.003171834432060823,0.002891699145582731,0.0009491220145403543
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0009098084518365945,0.0,0.0,0.0007767661584717698,0.0,0.0009128200032391091,0.00021661621779562278
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.00522840016162989,0.0,0.0,0.0044590686987348496,0.0,0.005220449735639665,0.0012423265496670337
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.004040788830865634,0.0,0.0,0.0033755216436379817,0.0,0.004047165283484858,0.0009552896464990395
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.00035565396946942254,0.0,0.0,0.00028722538541247917,0.0,0.00035612486430565795,8.32503515989633e-05
ship,0.0,0.0,0.0,0.0,0.0,0.0,0.007105838996171755,0.0,0.0,0.0054852008785549015,0.0,0.007069992802836755,0.0016384193897969511
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
