,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stallion,0.003441957234609206,0.004732919545650621,0.0,0.0,0.0,0.0,0.0032994207270801417,0.0,0.0,0.0,0.0,0.003374979572836106,0.0012374397566813397
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0003225857876903064,0.0,0.0,0.0,0.0,0.0006643274075531779,0.0003434201185763101,0.0,0.0,0.0,0.0,0.0003465057105317647,0.00013973658536262993
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.0040378680496940345,0.005808875367699758,0.0,0.0,0.0,0.0,0.004238618915118701,0.0,0.0,0.0,0.0,0.004264097934460989,0.001529121688914457
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0010114818264329228,0.001669075245265049,0.0,0.0,0.0,0.0,0.0009691598503610839,0.0,0.0,0.0,0.0,0.0009870072043936104,0.0003863936772043888
stock,0.0003740696142023984,0.0006488780202553013,0.0005336995421573589,0.0,0.0005137394222965765,0.0,0.00041178277319454216,0.0,0.0004715884726051069,0.0,0.0004600127524139583,0.0004174505931260165,0.0003192684325209382
mammal,0.002179634595745,0.0027108834633183644,0.0,0.0,0.0,0.0,0.002097544187058397,0.0,0.0,0.0,0.0,0.002122284132988769,0.0007591955315925442
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.00038060570110043515,0.0,0.00045881378947643255,0.0,0.0,0.0,0.00037040235156985475,0.0,0.0,0.0,0.0,0.00037125396601276093,0.0001317563173466236
steamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.0014034279149541032,0.0019368042374032855,0.0,0.0,0.0015141747027351679,0.0,0.0014375841779592368,0.0,0.0,0.0,0.001971929650363666,0.0014487039005519212,0.0008093853819972817
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0325877269538023,0.05041136263222618,0.0,0.0,0.0,0.0,0.03241406237332628,0.0,0.0,0.0,0.0,0.03312402341926525,0.012378097948218333
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.0029260274405528783,0.004655533205183158,0.0,0.0,0.0,0.0,0.0030967904919878843,0.0,0.0,0.0,0.0,0.003170701300959855,0.0011540877032236478
deer,0.001358891531611925,0.0015957501197729654,0.0,0.0,0.0,0.0,0.001300659996633944,0.0,0.0,0.0,0.0,0.0013019869958228432,0.00046310738698680646
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.002183461393571934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021026191139747346,0.00035717337562888907
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.04629610739326483,0.0,0.0,0.0,0.04393001738341514,0.0,0.04423058308392212,0.0433493851156698,0.0,0.04398714099705937,0.018482769497777603
arrow,0.0,0.0,0.017876080958446998,0.0,0.0,0.0,0.017501860621848896,0.0,0.0151830947476947,0.0,0.0,0.01751415526033881,0.005672932632360783
phalacrocorax,0.0,0.0,0.01123720719945401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009887893411365787,0.0017604250509016498
plane,0.0,0.0,0.0007283028668112305,0.0,0.0,0.0,0.0006777531770781877,0.0,0.0,0.0,0.0,0.0006787459887945201,0.00017373350272366153
wing,0.0,0.0,0.0,0.004298494373357292,0.0,0.0,0.0033572497752371684,0.0,0.0,0.0,0.0,0.003362555430494005,0.0009181916315907055
heap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.0016694413122118569,0.0,0.0015302060850410852,0.0,0.0,0.0,0.0,0.001530747636750958,0.0003941995861669917
carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,0.0005394350206983101,0.0,0.0004521790180744156,0.0,0.0,0.0005704826711928901,0.0,0.00045900284193479355,0.00016842496265836743
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.0,0.0,0.030256696444515317,0.0,0.0,0.0,0.0,0.030307881919527584,0.005047048197003575
bomber,0.0,0.0,0.0,0.0,0.0,0.0,0.0015317714711407524,0.0,0.0,0.0016288089460531833,0.0016965681339231676,0.0015346600707045767,0.00053265071848514
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0014162013831665048,0.0,0.0,0.0,0.0,0.0014205340410182834,0.00023639461868206566
airship,0.0,0.0,0.0,0.0,0.0,0.0,0.0015379581044274913,0.0,0.0,0.0,0.0,0.0015400810686173655,0.00025650326442040473
helicopter,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746657978768165,0.0,0.0,0.0,0.0,0.0009768321181672695,0.00016262482633700717
craft,0.0,0.0,0.0,0.0,0.0,0.0,0.002833357221995198,0.0,0.0,0.0029857419149027947,0.0,0.0028356867104862046,0.0007212321539486832
machine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.00022872795654102436,0.0,0.0,0.0002973445990888173,0.0,0.0002324459034152843,6.320987158709382e-05
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0003292105166082133,0.0,0.0,0.00038358870824001294,0.0,0.0003402035295856745,8.77502295361584e-05
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.00028292010962434317,0.0,0.00034025479711221083,0.00037979503388184947,0.0,0.0002902262807135306,0.00010776635177766117
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0007265400467320158,0.0,0.0,0.0008300672952771936,0.0,0.0007286766730380821,0.00019044033458727428
van,0.0,0.0,0.0,0.0,0.0,0.0,9.239579126440072e-05,0.0,0.0,0.00011803928453678638,0.0,9.399689669535217e-05,2.5369331041378274e-05
tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0001671278063967908,0.0,0.0,0.00020745688637982283,0.0,0.00016885835186869092,4.528692038710871e-05
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0005271704285732856,0.0,0.0,0.0007453925235358644,0.0,0.0005319903823518125,0.00015037944453841353
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0011293288314044552,0.0,0.0,0.0014524669221808676,0.0,0.0011380630562594345,0.0003099882341537298
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0010528660300205088,0.0,0.0,0.0012355499876999037,0.0,0.0010512106243454843,0.0002783022201721581
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0007123996481083007,0.0,0.0,0.0008162836944047944,0.0,0.0007174976200636038,0.00018718174688139158
submarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0004295508168027597,0.0,0.0,0.0005814062147330727,0.0005360581869005049,0.00043106708432210955,0.00016484019189653724
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.005900808698972408,0.0,0.0,0.006787895112191625,0.0,0.005992648968131365,0.0015567793982746165
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0011597872347636248,0.0,0.0,0.001606101407434707,0.0,0.0011673227053183785,0.0003277676122930592
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0004481729744794867,0.0,0.0,0.0006079105783020874,0.0,0.00045248476346159945,0.0001257140263535978
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.00023667828840499171,0.0,0.0,0.0003103650965679303,0.0,0.0002388947280888723,6.549484275514953e-05
ship,0.0,0.0,0.0,0.0,0.0,0.0,0.0007565995965367539,0.0,0.0,0.0009483367344692773,0.0,0.0007588277831785808,0.00020531367618205102
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
