,animal,tool,plant,vegetable,used_in_cooking,mammal,no-cat,measure,relation,object,weapon,bird,communication,vehicle,food,all,cutlery,mean
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,0.0007461690341939758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005651196137476808,0.0,0.000774596536529833,0.0,0.0,0.0,0.0005376992941944805,0.0,0.00015432849874505707
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,0.0,0.215939320856215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20904470454142485,0.23862624402153718,0.0,0.0,0.0,0.0,0.20882356718697187,0.2490863254045684,0.06597177423592454
fork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blade,0.0,0.005747195287935303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005593587366344253,0.006455874041274908,0.0,0.0,0.0,0.005573025942127828,0.005589294605026372,0.0,0.0017034692495710977
cleaver,0.0,0.007746637038952791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007601978685485549,0.0,0.0,0.0,0.0,0.0,0.007612374188674206,0.009342582503561668,0.0019002101421573066
pestle,0.0,0.004130996387005936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003902472083495573,0.0,0.0,0.0,0.0,0.0,0.003902026157877018,0.0,0.0007020879193163839
spatula,0.0,0.029388605445052257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02868428453781408,0.0,0.0,0.0,0.0,0.0,0.02875721482294557,0.0,0.005107653223871289
opener,0.0,0.0011964319189657407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012008694659820663,0.0,0.0,0.0,0.0,0.0,0.0011998967753940634,0.0,0.00021159989178481592
cutlery,0.0,0.14097492670547102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13929190366364438,0.0,0.0,0.0,0.0,0.0,0.136687513241053,0.15642697777812634,0.033728313022840864
slicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.003217121636776811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003150010757959323,0.0,0.0,0.0,0.0,0.0,0.0031451106626940537,0.0,0.0005595437092605993
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.002491228419135354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021642272176303524,0.0,0.0,0.0,0.0,0.0,0.0021076170919450063,0.0,0.0003978278075712184
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,0.0,0.0012448698144591562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010372453490760595,0.0,0.0,0.0,0.0,0.0,0.0009749537060019757,0.0,0.0001915922864433642
scraper,0.0,0.01040126291180274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00889002141254822,0.0,0.0,0.0,0.0,0.0,0.008510697233695083,0.0,0.0016354106798850613
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0037461911596160477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033424895712454703,0.0,0.0,0.0,0.0,0.0,0.00318085315975561,0.0,0.0006040902288598311
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.017711249647570444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014138918288874399,0.0,0.0,0.0,0.0,0.0,0.01880137741541106,0.0,0.00297950266775623
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axe,0.0,0.0020115429534037312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013882111573125884,0.0,0.0,0.0,0.0,0.0,0.0013256544281120474,0.002461465043700163,0.0004227572695605018
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spade,0.0,0.0024461884254851317,0.0,0.0,0.0,0.0,0.0,0.0,0.0021015628897776673,0.0018661304555396198,0.0,0.0,0.0,0.0,0.0,0.0017860731185002795,0.0,0.0004823502876060411
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.00709446281124593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004896722120552938,0.0,0.0,0.0,0.0,0.0,0.004564618687560087,0.0,0.0009738708011387622
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.00028767417451162534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002240912927521359,0.0,0.0,0.0,0.00036444430302418583,0.0,0.0002111838113558718,0.0003205408655768953,8.281967336592436e-05
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0009255092398856404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007556505433993651,0.0,0.0,0.0,0.0,0.0,0.000727061922544038,0.0,0.0001416601003428849
lettuce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pea,0.0,0.0,0.001013824873259993,0.001013824873259993,0.0,0.0,0.0010190564394567166,0.0,0.0,0.0007641789647410867,0.0,0.0,0.0,0.0,0.0,0.0007653583744607165,0.0,0.00026919079559873564
cabbage,0.0,0.0,0.0051435521973091074,0.0051435521973091074,0.0,0.0,0.0,0.0053809438958688696,0.0,0.003854629874024106,0.0,0.0,0.0,0.0,0.005359209072618986,0.003860341502167029,0.0,0.001690719337605718
mustard,0.0,0.0,0.0014311968419540818,0.0014311968419540818,0.0,0.0,0.0,0.0,0.0,0.0011453802780538487,0.0,0.0,0.0,0.0,0.0014784446736586245,0.001147084704265048,0.0,0.0003901943141109226
cucumber,0.0,0.0,0.003873049592966955,0.003873049592966955,0.0,0.0,0.0,0.0,0.0,0.003365277985447145,0.0,0.0,0.0,0.0,0.004120275250110505,0.0033674405126308715,0.0,0.0010940642902424961
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turnip,0.0,0.0,0.007761194468771109,0.007761194468771109,0.0,0.0,0.0,0.0,0.0,0.006247446995559642,0.0,0.0,0.0,0.0,0.008044625433140915,0.006257376496459651,0.0,0.002121872815453084
broccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0,0.0,0.014416149768073275,0.014416149768073275,0.0,0.0,0.0,0.0,0.0,0.00936222005262806,0.0,0.0,0.0,0.0,0.014794527221155158,0.009387385493886052,0.0,0.0036692019002244596
cheese,0.0,0.0,0.0008548200140880051,0.0,0.0,0.0,0.0,0.0,0.0,0.0007042292426445384,0.0,0.0,0.0,0.0,0.0009061548149267409,0.0007051116650771657,0.0,0.00018648916098449705
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.0,0.0,0.001064021478123801,0.0,0.0,0.0,0.0,0.0,0.0,0.0007292148873211785,0.0,0.0,0.0,0.0,0.0010747963773995836,0.0007303081119484253,0.0,0.0002116671091054699
rice,0.0,0.0,0.002609377065129652,0.0,0.0,0.0,0.0,0.0,0.0,0.002248747145985054,0.0,0.0,0.0,0.0,0.002849677036269492,0.00225091105118814,0.0,0.0005858066057983729
artichoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0029745248609782497,0.0029745248609782497,0.0,0.0,0.0,0.0,0.0,0.0022604470531443935,0.0,0.0,0.0,0.0,0.003439666586757671,0.002263980692840959,0.0,0.0008184202385117367
vegetable,0.0,0.0,0.012573040621889672,0.012573040621889672,0.0,0.0,0.0,0.0,0.0,0.011179358315826745,0.0,0.0,0.0,0.0,0.012980584779416063,0.011190873729041298,0.0,0.003558641062827262
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cauliflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,0.0,0.0018979597717415687,0.0018979597717415687,0.0,0.0,0.0,0.0,0.0,0.0016710032859500517,0.0,0.0,0.0,0.0,0.002145050125537577,0.001672705993376434,0.0,0.0005461575851968941
corn,0.0,0.0,0.002462096613248478,0.0,0.0,0.0,0.0024906178546748926,0.0,0.002392844380913868,0.002052301271833994,0.0,0.0,0.0,0.0,0.002580888099443656,0.002054643878085372,0.0,0.0008254936528353094
lime,0.0,0.0,0.002077536047282664,0.0,0.0,0.0,0.0020955225016229054,0.0,0.002013555429541886,0.0016967229971359865,0.0,0.0,0.0,0.0,0.002194644452633184,0.0016984787939449272,0.0,0.0006927329542447972
bean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007320674517128948,0.0,0.0,0.0,0.0,0.0,0.0007329072714732798,0.0,8.61749837168338e-05
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.0012090423746501408,0.0,0.0,0.0,0.0,0.0,0.0008722942336493091,0.0,0.0,0.0,0.0,0.0012693137609688838,0.0008740614247348414,0.0,0.000248512458470775
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01389444112955551,0.0,0.0,0.0,0.0,0.0,0.0,0.013318880721420786,0.010140009137033936,0.0,0.002197254764000602
cutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016736064134241637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011882450048822227,0.0,0.0016834420107684626
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007484780392624971,0.0,0.007190107483628217,0.0,0.0,0.0,0.0,0.0,0.007176432510903766,0.008023771549588126,0.0017573583492202986
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022207406737672977,0.0,0.0,0.0,0.0,0.0,0.0,0.01925084358298827,0.014991331398425152,0.0,0.0033205636305344943
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28057662004322503,0.0,0.0,0.0,0.0,0.0,0.3202666744299746,0.2454619523559552,0.0,0.049782661578185575
vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018314928390707425,0.0,0.0,0.0,0.0,0.0,0.0020652090767189603,0.0015395937635863683,0.0,0.0003197820987868277
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002933407048021959,0.0,0.0,0.0,0.0,0.002956611732265279,0.0029335407765378866,0.0,0.0005190329151073602
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049726205037868,0.0,0.0,0.0,0.0,0.0,0.049754298449287325,0.0,0.005851794322773843
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010811236058176204,0.0,0.0,0.0,0.0,0.011302136167889347,0.010826798122388527,0.0,0.001937657079320828
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017464047719257614,0.0,0.0,0.0,0.0,0.00162019724885252,0.0017456903849163163,0.0,0.0003007230826879175
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561122671149869,0.0,0.0,0.0,0.0,0.0,0.05619141303742678,0.0,0.006606098832494922
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002200082564592146,0.0,0.0,0.0,0.0,0.0022278129529427265,0.0021978009264860044,0.0,0.00038974684964828685
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018709644353505316,0.0,0.0,0.0,0.0,0.0,0.01873050755439282,0.0,0.0022023618769351845
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011652872435424214,0.0,0.0,0.0,0.0,0.0,0.011664009055604392,0.0,0.0013715812641781533
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584618917813506,0.0,0.0,0.0,0.0,0.0,0.25856484338013835,0.0,0.03041333736244053
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01076167635106035,0.0,0.0,0.0,0.011932591600091682,0.015031391133655389,0.010780809962685982,0.0,0.0028533217086760825
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006121021023532934,0.0,0.0,0.0,0.0,0.00783629136422619,0.00612807342432724,0.0,0.0011814932830639037
microwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01064045011175303,0.0,0.0,0.0,0.0,0.0,0.010652786289268032,0.0,0.0012525433177071213
butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002801055456397082,0.0,0.0,0.0,0.0,0.003393297886794562,0.0028041489880418907,0.0,0.0005293236665431491
cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007876755076864733,0.0,0.0,0.0,0.0,0.0086832097647316,0.007885745910875246,0.0,0.0014379829854395045
toaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03304503068379804,0.0,0.0,0.0,0.0,0.0,0.0330714481851168,0.0,0.0038892046393479316
flannel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005208286054596661,0.0,0.0,0.0,0.0,0.0,0.0005323889770303792,0.0,6.19539754405909e-05
snip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025554274378055356,0.00233876980576095,0.0,0.0002878939555039109
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03993975719971084,0.032662357347010874,0.0,0.004270712620395395
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011037634447247298,0.008244945716739737,0.0,0.0011342694214110018
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01624714625561509,0.010851656578595291,0.0,0.001594047225541787
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005171998127369101,0.0036479238014017054,0.0,0.000518818936986518
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018687256955718771,0.0017497277144920445,0.0,0.0002128502005919954
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
